orthogroup	D_carinulata	D_sublineata	A_obtectus	B_siliquastri	C_maculatus	C_chinensis
N0.HOG0006856	0	1	0	0	0	0
N0.HOG0006858	0	1	0	0	0	0
N0.HOG0006859	0	0	0	0	0	0
N0.HOG0006860	0	0	0	0	0	0
N0.HOG0006861	1	0	0	0	0	0
N0.HOG0006862	0	0	0	0	0	0
N0.HOG0006863	0	0	0	0	0	0
N0.HOG0006864	0	0	0	0	0	0
N0.HOG0006865	0	0	0	0	0	0
N0.HOG0006866	0	0	0	0	0	0
N0.HOG0006867	0	0	0	0	0	0
N0.HOG0006868	0	0	0	0	0	0
N0.HOG0006869	0	0	0	0	0	0
N0.HOG0006870	0	0	0	0	0	0
N0.HOG0006871	0	0	0	0	0	0
N0.HOG0006872	0	0	0	0	0	0
N0.HOG0006873	0	0	0	0	0	0
N0.HOG0006874	0	0	0	0	0	0
N0.HOG0006875	0	0	0	0	0	0
N0.HOG0006876	0	0	0	0	0	0
N0.HOG0006877	0	0	0	0	0	0
N0.HOG0006878	0	0	0	0	0	0
N0.HOG0006879	0	0	0	0	0	0
N0.HOG0006880	0	0	0	0	0	0
N0.HOG0006881	0	0	0	0	0	0
N0.HOG0006882	0	0	0	0	0	0
N0.HOG0006883	0	0	0	0	0	0
N0.HOG0006884	0	1	0	0	0	0
N0.HOG0006885	0	1	0	0	0	0
N0.HOG0006887	0	0	0	0	0	0
N0.HOG0006888	0	0	0	0	0	0
N0.HOG0006889	0	0	0	0	0	0
N0.HOG0006890	0	0	0	0	0	0
N0.HOG0006891	0	0	0	0	0	0
N0.HOG0006892	0	0	0	0	0	0
N0.HOG0006893	0	0	0	0	0	0
N0.HOG0006894	0	0	0	0	0	0
N0.HOG0006895	0	0	0	0	0	0
N0.HOG0006896	0	0	0	0	0	0
N0.HOG0006897	0	0	0	0	0	0
N0.HOG0006898	0	0	0	0	0	0
N0.HOG0006899	0	0	0	0	0	0
N0.HOG0006900	0	0	0	0	0	0
N0.HOG0006901	0	0	0	0	0	0
N0.HOG0006902	0	0	0	0	0	0
N0.HOG0006903	0	0	0	0	0	0
N0.HOG0006904	0	0	0	0	0	0
N0.HOG0006905	0	0	0	0	0	0
N0.HOG0006906	0	0	0	0	0	0
N0.HOG0006907	0	0	0	0	0	0
N0.HOG0006908	1	0	0	0	0	0
N0.HOG0006909	0	1	0	0	0	0
N0.HOG0006910	0	0	0	0	0	0
N0.HOG0006911	0	0	0	0	0	0
N0.HOG0006912	0	0	0	0	0	0
N0.HOG0006913	0	0	0	0	0	0
N0.HOG0006914	0	0	0	0	0	0
N0.HOG0006915	0	1	0	0	0	0
N0.HOG0006916	0	0	0	0	0	0
N0.HOG0006917	0	1	0	0	0	0
N0.HOG0006918	0	0	0	0	0	0
N0.HOG0006919	0	0	0	0	0	0
N0.HOG0006920	0	0	0	0	0	0
N0.HOG0006921	0	0	0	0	0	0
N0.HOG0006922	0	0	0	0	0	0
N0.HOG0006923	0	0	0	0	0	0
N0.HOG0006924	0	0	0	0	0	0
N0.HOG0006925	0	0	0	0	0	0
N0.HOG0006926	0	0	0	0	0	0
N0.HOG0006927	1	0	0	0	0	0
N0.HOG0006928	0	1	0	0	0	0
N0.HOG0006929	0	0	0	0	0	0
N0.HOG0006930	0	0	0	0	0	0
N0.HOG0006931	0	0	0	0	0	0
N0.HOG0006932	0	0	0	0	0	0
N0.HOG0006933	0	0	0	0	0	0
N0.HOG0006934	0	0	0	0	0	0
N0.HOG0006935	0	0	0	0	0	0
N0.HOG0006937	0	0	0	0	0	0
N0.HOG0006938	0	0	0	0	0	0
N0.HOG0006939	0	0	0	0	0	0
N0.HOG0006940	0	0	0	0	0	0
N0.HOG0006941	0	0	0	0	0	0
N0.HOG0006942	0	0	0	0	0	0
N0.HOG0006943	0	0	0	0	0	0
N0.HOG0006944	1	0	0	0	0	0
N0.HOG0006945	1	0	0	0	0	0
N0.HOG0006946	1	0	0	0	0	0
N0.HOG0006947	1	0	0	0	0	0
N0.HOG0006948	1	0	0	0	0	0
N0.HOG0006949	0	0	0	0	0	0
N0.HOG0006950	0	0	0	0	0	0
N0.HOG0006951	0	0	0	0	0	0
N0.HOG0006952	0	0	0	0	0	0
N0.HOG0006953	0	0	0	0	0	0
N0.HOG0006954	0	0	0	0	0	0
N0.HOG0006955	0	0	0	0	0	0
N0.HOG0006956	0	0	0	0	0	0
N0.HOG0006957	0	0	0	0	0	0
N0.HOG0006959	0	0	0	0	0	0
N0.HOG0006960	0	0	0	0	0	0
N0.HOG0006961	0	0	0	0	0	0
N0.HOG0006962	0	0	0	0	0	0
N0.HOG0006964	0	0	0	0	0	0
N0.HOG0006965	0	0	0	0	0	0
N0.HOG0006966	0	0	0	0	0	0
N0.HOG0006967	0	0	0	0	0	0
N0.HOG0006968	0	0	0	0	0	0
N0.HOG0006969	0	0	0	0	0	0
N0.HOG0006971	0	0	0	0	0	0
N0.HOG0006972	0	0	0	0	0	0
N0.HOG0006973	0	0	0	0	0	0
N0.HOG0006974	0	0	0	0	0	0
N0.HOG0006975	0	0	0	0	0	0
N0.HOG0006976	0	0	0	0	0	0
N0.HOG0006977	0	0	0	0	0	0
N0.HOG0006978	0	0	0	0	0	0
N0.HOG0006979	0	0	0	0	0	0
N0.HOG0006980	0	0	0	0	0	0
N0.HOG0006981	0	0	0	0	0	0
N0.HOG0006982	1	0	0	0	0	0
N0.HOG0006983	0	0	0	0	0	0
N0.HOG0006984	1	0	0	0	0	0
N0.HOG0006985	0	0	0	0	0	0
N0.HOG0006986	0	0	0	0	0	0
N0.HOG0006987	0	0	0	0	0	0
N0.HOG0006988	0	0	0	0	0	0
N0.HOG0006989	0	0	0	0	0	0
N0.HOG0006990	0	0	0	0	0	0
N0.HOG0006991	0	0	0	0	0	0
N0.HOG0006992	0	0	0	0	0	0
N0.HOG0006993	1	0	0	0	0	0
N0.HOG0006994	1	0	0	0	0	0
N0.HOG0006995	0	0	0	0	0	0
N0.HOG0006996	0	0	0	0	0	0
N0.HOG0006997	1	0	0	0	0	0
N0.HOG0006998	1	0	0	0	0	0
N0.HOG0006999	0	0	0	0	0	0
N0.HOG0007000	0	0	0	0	0	0
N0.HOG0007001	1	0	0	0	0	0
N0.HOG0007004	0	0	0	0	0	0
N0.HOG0007005	0	0	0	0	0	0
N0.HOG0007006	0	0	0	0	0	0
N0.HOG0007007	0	0	0	0	0	0
N0.HOG0007008	0	0	0	0	0	0
N0.HOG0007009	0	0	0	0	0	0
N0.HOG0007010	0	0	0	0	0	0
N0.HOG0007011	0	0	0	0	0	0
N0.HOG0007012	0	0	0	0	0	0
N0.HOG0007013	0	0	0	0	0	0
N0.HOG0007014	0	0	0	0	0	0
N0.HOG0007015	0	0	0	0	0	0
N0.HOG0007016	1	0	0	0	0	0
N0.HOG0007017	1	0	0	0	0	0
N0.HOG0007019	0	0	0	0	0	0
N0.HOG0007021	0	0	0	0	0	0
N0.HOG0007022	0	0	0	0	0	0
N0.HOG0007023	0	0	0	0	0	0
N0.HOG0007024	0	0	0	0	0	0
N0.HOG0007025	1	0	0	0	0	0
N0.HOG0007027	0	0	0	0	0	0
N0.HOG0007028	0	0	0	0	0	0
N0.HOG0007029	0	0	0	0	0	0
N0.HOG0007030	0	0	0	0	0	0
N0.HOG0007031	0	0	0	0	0	0
N0.HOG0007032	0	0	0	0	0	0
N0.HOG0007033	0	0	0	0	0	0
N0.HOG0007034	0	0	0	0	0	0
N0.HOG0007035	0	0	0	0	0	0
N0.HOG0007036	0	0	0	0	0	0
N0.HOG0007037	0	0	0	0	0	0
N0.HOG0007038	0	0	0	0	0	0
N0.HOG0007039	0	0	0	0	0	0
N0.HOG0007040	1	0	0	0	0	0
N0.HOG0007041	1	0	0	0	0	0
N0.HOG0007042	1	0	0	0	0	0
N0.HOG0007043	1	0	0	0	0	0
N0.HOG0007044	1	0	0	0	0	0
N0.HOG0007045	0	0	0	0	0	0
N0.HOG0007046	0	0	0	0	0	0
N0.HOG0007047	1	0	0	0	0	0
N0.HOG0007048	1	0	0	0	0	0
N0.HOG0007049	1	0	0	0	0	0
N0.HOG0007051	0	0	0	0	0	0
N0.HOG0007052	0	0	0	0	0	0
N0.HOG0007053	0	0	0	0	0	0
N0.HOG0007055	0	0	0	0	0	0
N0.HOG0007056	1	0	0	0	0	0
N0.HOG0007057	0	0	0	0	0	0
N0.HOG0007058	0	0	0	0	0	0
N0.HOG0007059	0	0	0	0	0	0
N0.HOG0007060	0	0	0	0	0	0
N0.HOG0007061	0	0	0	0	0	0
N0.HOG0007062	1	0	0	0	0	0
N0.HOG0007064	0	0	0	0	0	0
N0.HOG0007065	1	0	0	0	0	0
N0.HOG0007066	1	0	0	0	0	0
N0.HOG0007067	1	0	0	0	0	0
N0.HOG0007068	1	0	0	0	0	0
N0.HOG0007069	0	1	0	0	0	0
N0.HOG0007070	1	0	0	0	0	0
N0.HOG0007071	0	1	0	0	0	0
N0.HOG0007072	0	1	0	0	0	0
N0.HOG0007073	0	1	0	0	0	0
N0.HOG0007074	0	0	0	0	0	0
N0.HOG0007075	0	0	0	0	0	0
N0.HOG0007076	0	0	0	0	0	0
N0.HOG0007077	1	0	0	0	0	0
N0.HOG0007078	1	0	0	0	0	0
N0.HOG0007081	0	0	0	0	0	0
N0.HOG0007082	1	0	0	0	0	0
N0.HOG0007083	0	0	0	0	0	0
N0.HOG0007084	0	0	0	0	0	0
N0.HOG0007085	0	0	0	0	0	0
N0.HOG0007086	0	0	0	0	0	0
N0.HOG0007087	1	0	0	0	0	0
N0.HOG0007088	0	0	0	0	0	0
N0.HOG0007090	1	0	0	0	0	0
N0.HOG0007091	0	1	0	0	0	0
N0.HOG0007092	1	0	0	0	0	0
N0.HOG0007093	1	0	0	0	0	0
N0.HOG0007094	0	0	0	0	0	0
N0.HOG0007095	0	0	0	0	0	0
N0.HOG0007096	1	0	0	0	0	0
N0.HOG0007097	0	0	0	0	0	0
N0.HOG0007098	1	0	0	0	0	0
N0.HOG0007099	1	0	0	0	0	0
N0.HOG0007100	0	0	0	0	0	0
N0.HOG0007101	0	0	0	0	0	0
N0.HOG0007102	0	0	0	0	0	0
N0.HOG0007103	0	0	0	0	0	0
N0.HOG0007104	0	0	0	0	0	0
N0.HOG0007105	0	0	0	0	0	0
N0.HOG0007106	0	0	0	0	0	0
N0.HOG0007107	0	0	0	0	0	0
N0.HOG0007108	0	0	0	0	0	0
N0.HOG0007109	0	0	0	0	0	0
N0.HOG0007110	0	0	0	0	0	0
N0.HOG0007111	0	0	0	0	0	0
N0.HOG0007112	0	0	0	0	0	0
N0.HOG0007113	0	0	0	0	0	0
N0.HOG0007114	1	0	0	0	0	0
N0.HOG0007115	1	0	0	0	0	0
N0.HOG0007116	1	0	0	0	0	0
N0.HOG0007117	1	0	0	0	0	0
N0.HOG0007118	0	0	0	0	0	0
N0.HOG0007119	0	0	0	0	0	0
N0.HOG0007120	0	0	0	0	0	0
N0.HOG0007121	0	0	0	0	0	0
N0.HOG0007122	0	0	0	0	0	0
N0.HOG0007123	0	0	0	0	0	0
N0.HOG0007124	0	0	0	0	0	0
N0.HOG0007125	1	0	0	0	0	0
N0.HOG0007126	0	0	0	0	0	0
N0.HOG0007127	0	0	0	0	0	0
N0.HOG0007128	1	0	0	0	0	0
N0.HOG0007129	0	0	0	0	0	0
N0.HOG0007130	0	0	0	0	0	0
N0.HOG0007131	0	0	0	0	0	0
N0.HOG0007132	0	0	0	0	0	0
N0.HOG0007133	0	0	0	0	0	0
N0.HOG0007134	0	0	0	0	0	0
N0.HOG0007135	0	0	0	0	0	0
N0.HOG0007136	1	0	0	0	0	0
N0.HOG0007137	1	0	0	0	0	0
N0.HOG0007138	0	0	0	0	0	0
N0.HOG0007139	0	0	0	0	0	0
N0.HOG0007140	0	0	0	0	0	0
N0.HOG0007141	0	0	0	0	0	0
N0.HOG0007142	0	0	0	0	0	0
N0.HOG0007143	0	0	0	0	0	0
N0.HOG0007144	0	0	0	0	0	0
N0.HOG0007145	0	0	0	0	0	0
N0.HOG0007146	1	0	0	0	0	0
N0.HOG0007147	0	0	0	0	0	0
N0.HOG0007148	0	0	0	0	0	0
N0.HOG0007149	0	0	0	0	0	0
N0.HOG0007150	1	0	0	0	0	0
N0.HOG0007151	1	0	0	0	0	0
N0.HOG0007152	0	0	0	0	0	0
N0.HOG0007153	0	0	0	0	0	0
N0.HOG0007154	0	0	0	0	0	0
N0.HOG0007155	1	0	0	0	0	0
N0.HOG0007156	1	0	0	0	0	0
N0.HOG0007157	0	0	0	0	0	0
N0.HOG0007158	0	0	0	0	0	0
N0.HOG0007159	0	0	0	0	0	0
N0.HOG0007160	0	0	0	0	0	0
N0.HOG0007161	0	0	0	0	0	0
N0.HOG0007162	0	0	0	0	0	0
N0.HOG0007163	0	0	0	0	0	0
N0.HOG0007164	0	0	0	0	0	0
N0.HOG0007165	1	0	0	0	0	0
N0.HOG0007167	0	0	0	0	0	0
N0.HOG0007168	0	0	0	0	0	0
N0.HOG0007169	0	0	0	0	0	0
N0.HOG0007170	0	0	0	0	0	0
N0.HOG0007171	0	0	0	0	0	0
N0.HOG0007172	0	0	0	0	0	0
N0.HOG0007173	0	0	0	0	0	0
N0.HOG0007174	0	0	0	0	0	0
N0.HOG0007175	0	0	0	0	0	0
N0.HOG0007176	0	0	0	0	0	0
N0.HOG0007177	0	0	0	0	0	0
N0.HOG0007178	1	0	0	0	0	0
N0.HOG0007179	0	0	0	0	0	0
N0.HOG0007180	0	0	0	0	0	0
N0.HOG0007181	0	0	0	0	0	0
N0.HOG0007182	0	0	0	0	0	0
N0.HOG0007183	0	0	0	0	0	0
N0.HOG0007185	0	0	0	0	0	0
N0.HOG0007186	0	0	0	0	0	0
N0.HOG0007187	0	0	0	0	0	0
N0.HOG0007188	0	0	0	0	0	0
N0.HOG0007190	1	0	0	0	0	0
N0.HOG0007191	0	0	0	0	0	0
N0.HOG0007192	0	0	0	0	0	0
N0.HOG0007193	0	0	0	0	0	0
N0.HOG0007194	0	0	0	0	0	0
N0.HOG0007195	0	0	0	0	0	0
N0.HOG0007196	0	0	0	0	0	0
N0.HOG0007197	0	0	0	0	0	0
N0.HOG0007198	0	0	0	0	0	0
N0.HOG0007199	0	0	0	0	0	0
N0.HOG0007200	0	0	0	0	0	0
N0.HOG0007201	0	0	0	0	0	0
N0.HOG0007202	1	0	0	0	0	0
N0.HOG0007203	0	0	0	0	0	0
N0.HOG0007204	0	0	0	0	0	0
N0.HOG0007205	0	0	0	0	0	0
N0.HOG0007206	0	0	0	0	0	0
N0.HOG0007209	0	0	0	0	0	0
N0.HOG0007210	0	0	0	0	0	0
N0.HOG0007211	0	0	0	0	0	0
N0.HOG0007212	0	1	0	0	0	0
N0.HOG0007213	0	1	0	0	0	0
N0.HOG0007214	0	0	0	0	0	0
N0.HOG0007215	0	0	0	0	0	0
N0.HOG0007216	0	0	0	0	0	0
N0.HOG0007217	0	0	0	0	0	0
N0.HOG0007218	0	0	0	0	0	0
N0.HOG0007219	0	0	0	0	0	0
N0.HOG0007221	0	0	0	0	0	0
N0.HOG0007222	0	0	0	0	0	0
N0.HOG0007223	0	0	0	0	0	0
N0.HOG0007224	0	0	0	0	0	0
N0.HOG0007225	0	0	0	0	0	0
N0.HOG0007227	0	0	0	0	0	0
N0.HOG0007228	0	1	0	0	0	0
N0.HOG0007233	0	0	0	0	0	0
N0.HOG0007234	1	0	0	0	0	0
N0.HOG0007235	0	0	0	0	0	0
N0.HOG0007236	0	0	0	0	0	0
N0.HOG0007237	1	0	0	0	0	0
N0.HOG0007239	0	0	0	0	0	0
N0.HOG0007240	0	0	0	0	0	0
N0.HOG0007241	1	0	0	0	0	0
N0.HOG0007242	0	0	0	0	0	0
N0.HOG0007243	0	0	0	0	0	0
N0.HOG0007244	0	0	0	0	0	0
N0.HOG0007245	0	0	0	0	0	0
N0.HOG0007246	0	0	0	0	0	0
N0.HOG0007247	0	0	0	0	0	0
N0.HOG0007248	0	0	0	0	0	0
N0.HOG0007249	0	0	0	0	0	0
N0.HOG0007250	0	1	0	0	0	0
N0.HOG0007251	0	1	0	0	0	0
N0.HOG0007254	0	0	0	0	0	0
N0.HOG0007255	0	0	0	0	0	0
N0.HOG0007256	0	0	0	0	0	0
N0.HOG0007257	0	1	0	0	0	0
N0.HOG0007258	0	1	0	0	0	0
N0.HOG0007259	0	1	0	0	0	0
N0.HOG0007260	0	1	0	0	0	0
N0.HOG0007262	1	0	0	0	0	0
N0.HOG0007263	1	0	0	0	0	0
N0.HOG0007264	0	0	0	0	0	0
N0.HOG0007265	0	0	0	0	0	0
N0.HOG0007266	0	0	0	0	0	0
N0.HOG0007267	0	1	0	0	0	0
N0.HOG0007268	0	0	0	0	0	0
N0.HOG0007269	0	0	0	0	0	0
N0.HOG0007270	0	0	0	0	0	0
N0.HOG0007271	0	0	0	0	0	0
N0.HOG0007272	0	1	0	0	0	0
N0.HOG0007273	0	0	0	0	0	0
N0.HOG0007274	0	1	0	0	0	0
N0.HOG0007275	0	1	0	0	0	0
N0.HOG0007276	0	1	0	0	0	0
N0.HOG0007277	0	0	0	0	0	0
N0.HOG0007279	0	0	0	0	0	0
N0.HOG0007280	0	0	0	0	0	0
N0.HOG0007281	0	0	0	0	0	0
N0.HOG0007282	0	0	0	0	0	0
N0.HOG0007283	0	0	0	0	0	0
N0.HOG0007284	0	0	0	0	0	0
N0.HOG0007285	0	0	0	0	0	0
N0.HOG0007287	0	0	0	0	0	0
N0.HOG0007288	0	0	0	0	0	0
N0.HOG0007289	0	0	0	0	0	0
N0.HOG0007290	0	0	0	0	0	0
N0.HOG0007291	0	0	0	0	0	0
N0.HOG0007292	0	0	0	0	0	0
N0.HOG0007293	0	0	0	0	0	0
N0.HOG0007294	0	0	0	0	0	0
N0.HOG0007295	0	0	0	0	0	0
N0.HOG0007296	0	1	0	0	0	0
N0.HOG0007297	1	0	0	0	0	0
N0.HOG0007298	0	0	0	0	0	0
N0.HOG0007299	0	0	0	0	0	0
N0.HOG0007300	1	0	0	0	0	0
N0.HOG0007301	0	0	0	0	0	0
N0.HOG0007302	0	1	0	0	0	0
N0.HOG0007305	0	1	0	0	0	0
N0.HOG0007307	0	0	0	0	0	0
N0.HOG0007308	0	0	0	0	0	0
N0.HOG0007309	1	0	0	0	0	0
N0.HOG0007310	0	0	0	0	0	0
N0.HOG0007311	0	1	0	0	0	0
N0.HOG0007312	1	0	0	0	0	0
N0.HOG0007313	0	0	0	0	0	0
N0.HOG0007314	0	1	0	0	0	0
N0.HOG0007315	0	0	0	0	0	0
N0.HOG0007316	0	0	0	0	0	0
N0.HOG0007317	0	0	0	0	0	0
N0.HOG0007318	0	0	0	0	0	0
N0.HOG0007319	0	0	0	0	0	0
N0.HOG0007321	0	0	0	0	0	0
N0.HOG0007322	1	0	0	0	0	0
N0.HOG0007323	0	0	0	0	0	0
N0.HOG0007324	1	0	0	0	0	0
N0.HOG0007325	1	0	0	0	0	0
N0.HOG0007326	0	0	0	0	0	0
N0.HOG0007327	0	0	0	0	0	0
N0.HOG0007328	0	1	0	0	0	0
N0.HOG0007329	0	1	0	0	0	0
N0.HOG0007331	0	1	0	0	0	0
N0.HOG0007332	0	0	0	0	0	0
N0.HOG0007333	0	0	0	0	0	0
N0.HOG0007335	1	0	0	0	0	0
N0.HOG0007336	0	0	0	0	0	0
N0.HOG0007337	0	0	0	0	0	0
N0.HOG0007338	0	0	0	0	0	0
N0.HOG0007339	0	0	0	0	0	0
N0.HOG0007340	0	0	0	0	0	0
N0.HOG0007341	0	0	0	0	0	0
N0.HOG0007342	0	0	0	0	0	0
N0.HOG0007343	0	0	0	0	0	0
N0.HOG0007344	0	0	0	0	0	0
N0.HOG0007346	0	0	0	0	0	0
N0.HOG0007348	0	0	0	0	0	0
N0.HOG0007349	0	0	0	0	0	0
N0.HOG0007350	1	0	0	0	0	0
N0.HOG0007351	0	0	0	0	0	0
N0.HOG0007352	0	0	0	0	0	0
N0.HOG0007353	0	0	0	0	0	0
N0.HOG0007354	0	0	0	0	0	0
N0.HOG0007356	1	0	0	0	0	0
N0.HOG0007357	0	0	0	0	0	0
N0.HOG0007358	0	0	0	0	0	0
N0.HOG0007359	0	1	0	0	0	0
N0.HOG0007360	0	0	0	0	0	0
N0.HOG0007361	0	0	0	0	0	0
N0.HOG0007362	0	1	0	0	0	0
N0.HOG0007363	0	1	0	0	0	0
N0.HOG0007364	0	1	0	0	0	0
N0.HOG0007365	0	1	0	0	0	0
N0.HOG0007366	0	1	0	0	0	0
N0.HOG0007367	0	1	0	0	0	0
N0.HOG0007368	0	0	0	0	0	0
N0.HOG0007369	0	1	0	0	0	0
N0.HOG0007370	0	1	0	0	0	0
N0.HOG0007371	0	1	0	0	0	0
N0.HOG0007372	0	1	0	0	0	0
N0.HOG0007373	0	0	0	0	0	0
N0.HOG0007374	0	0	0	0	0	0
N0.HOG0007375	0	0	0	0	0	0
N0.HOG0007376	0	0	0	0	0	0
N0.HOG0007377	0	0	0	0	0	0
N0.HOG0007378	0	0	0	0	0	0
N0.HOG0007379	0	0	0	0	0	0
N0.HOG0007380	0	1	0	0	0	0
N0.HOG0007381	0	1	0	0	0	0
N0.HOG0007382	0	1	0	0	0	0
N0.HOG0007383	0	1	0	0	0	0
N0.HOG0007384	0	0	0	0	0	0
N0.HOG0007385	0	0	0	0	0	0
N0.HOG0007386	0	0	0	0	0	0
N0.HOG0007387	0	1	0	0	0	0
N0.HOG0007388	0	0	0	0	0	0
N0.HOG0007390	1	0	0	0	0	0
N0.HOG0007391	0	0	0	0	0	0
N0.HOG0007392	0	0	0	0	0	0
N0.HOG0007393	0	0	0	0	0	0
N0.HOG0007394	0	0	0	0	0	0
N0.HOG0007395	0	0	0	0	0	0
N0.HOG0007396	1	0	0	0	0	0
N0.HOG0007397	0	0	0	0	0	0
N0.HOG0007398	0	0	0	0	0	0
N0.HOG0007399	0	0	0	0	0	0
N0.HOG0007400	0	0	0	0	0	0
N0.HOG0007401	0	0	0	0	0	0
N0.HOG0007402	1	0	0	0	0	0
N0.HOG0007403	0	0	0	0	0	0
N0.HOG0007404	0	0	0	0	0	0
N0.HOG0007405	0	0	0	0	0	0
N0.HOG0007406	0	0	0	0	0	0
N0.HOG0007407	0	0	0	0	0	0
N0.HOG0007408	0	0	0	0	0	0
N0.HOG0007409	1	0	0	0	0	0
N0.HOG0007410	0	0	0	0	0	0
N0.HOG0007411	0	0	0	0	0	0
N0.HOG0007412	0	0	0	0	0	0
N0.HOG0007413	0	0	0	0	0	0
N0.HOG0007414	0	0	0	0	0	0
N0.HOG0007415	0	0	0	0	0	0
N0.HOG0007416	0	0	0	0	0	0
N0.HOG0007417	0	0	0	0	0	0
N0.HOG0007418	0	0	0	0	0	0
N0.HOG0007419	0	0	0	0	0	0
N0.HOG0007420	0	0	0	0	0	0
N0.HOG0007421	0	0	0	0	0	0
N0.HOG0007422	0	0	0	0	0	0
N0.HOG0007423	0	0	0	0	0	0
N0.HOG0007425	0	0	0	0	0	0
N0.HOG0007426	0	1	0	0	0	0
N0.HOG0007427	0	0	0	0	0	0
N0.HOG0007428	1	0	0	0	0	0
N0.HOG0007429	0	0	0	0	0	0
N0.HOG0007430	0	1	0	0	0	0
N0.HOG0007431	0	0	0	0	0	0
N0.HOG0007432	0	0	0	0	0	0
N0.HOG0007433	0	0	0	0	0	0
N0.HOG0007434	0	0	0	0	0	0
N0.HOG0007435	0	0	0	0	0	0
N0.HOG0007436	0	0	0	0	0	0
N0.HOG0007437	0	0	0	0	0	0
N0.HOG0007438	0	0	0	0	0	0
N0.HOG0007439	0	0	0	0	0	0
N0.HOG0007440	0	0	0	0	0	0
N0.HOG0007441	0	0	0	0	0	0
N0.HOG0007442	0	0	0	0	0	0
N0.HOG0007443	0	0	0	0	0	0
N0.HOG0007445	1	0	0	0	0	0
N0.HOG0007446	0	0	0	0	0	0
N0.HOG0007447	0	0	0	0	0	0
N0.HOG0007448	1	0	0	0	0	0
N0.HOG0007449	0	0	0	0	0	0
N0.HOG0007450	0	0	0	0	0	0
N0.HOG0007451	0	0	0	0	0	0
N0.HOG0007452	1	0	0	0	0	0
N0.HOG0007453	0	0	0	0	0	0
N0.HOG0007454	0	0	0	0	0	0
N0.HOG0007455	1	0	0	0	0	0
N0.HOG0007458	0	0	0	0	0	0
N0.HOG0007459	0	0	0	0	0	0
N0.HOG0007460	1	0	0	0	0	0
N0.HOG0007461	0	0	0	0	0	0
N0.HOG0007462	0	0	0	0	0	0
N0.HOG0007463	0	0	0	0	0	0
N0.HOG0007464	1	0	0	0	0	0
N0.HOG0007465	0	0	0	0	0	0
N0.HOG0007466	1	0	0	0	0	0
N0.HOG0007467	1	0	0	0	0	0
N0.HOG0007468	1	0	0	0	0	0
N0.HOG0007469	0	0	0	0	0	0
N0.HOG0007471	0	0	0	0	0	0
N0.HOG0007472	0	0	0	0	0	0
N0.HOG0007473	1	0	0	0	0	0
N0.HOG0007475	0	0	0	0	0	0
N0.HOG0007477	1	0	0	0	0	0
N0.HOG0007478	1	0	0	0	0	0
N0.HOG0007479	1	0	0	0	0	0
N0.HOG0007480	0	0	0	0	0	0
N0.HOG0007481	0	0	0	0	0	0
N0.HOG0007482	0	0	0	0	0	0
N0.HOG0007483	0	0	0	0	0	0
N0.HOG0007485	0	0	0	0	0	0
N0.HOG0007486	0	0	0	0	0	0
N0.HOG0007487	1	0	0	0	0	0
N0.HOG0007488	1	0	0	0	0	0
N0.HOG0007489	1	0	0	0	0	0
N0.HOG0007490	1	0	0	0	0	0
N0.HOG0007491	1	0	0	0	0	0
N0.HOG0007492	0	0	0	0	0	0
N0.HOG0007493	0	0	0	0	0	0
N0.HOG0007494	0	0	0	0	0	0
N0.HOG0007495	0	0	0	0	0	0
N0.HOG0007496	0	0	0	0	0	0
N0.HOG0007497	0	0	0	0	0	0
N0.HOG0007498	0	0	0	0	0	0
N0.HOG0007499	0	0	0	0	0	0
N0.HOG0007500	0	0	0	0	0	0
N0.HOG0007501	0	1	0	0	0	0
N0.HOG0007502	0	0	0	0	0	0
N0.HOG0007503	0	0	0	0	0	0
N0.HOG0007504	0	0	0	0	0	0
N0.HOG0007505	0	0	0	0	0	0
N0.HOG0007506	0	0	0	0	0	0
N0.HOG0007507	0	0	0	0	0	0
N0.HOG0007508	0	0	0	0	0	0
N0.HOG0007509	0	0	0	0	0	0
N0.HOG0007510	0	0	0	0	0	0
N0.HOG0007511	1	0	0	0	0	0
N0.HOG0007512	1	0	0	0	0	0
N0.HOG0007513	1	0	0	0	0	0
N0.HOG0007514	1	0	0	0	0	0
N0.HOG0007515	1	0	0	0	0	0
N0.HOG0007516	1	0	0	0	0	0
N0.HOG0007517	0	0	0	0	0	0
N0.HOG0007519	0	0	0	0	0	0
N0.HOG0007520	0	0	0	0	0	0
N0.HOG0007521	1	0	0	0	0	0
N0.HOG0007522	0	0	0	0	0	0
N0.HOG0007523	1	0	0	0	0	0
N0.HOG0007524	0	0	0	0	0	0
N0.HOG0007526	0	0	0	0	0	0
N0.HOG0007527	0	1	0	0	0	0
N0.HOG0007528	0	0	0	0	0	0
N0.HOG0007529	0	0	0	0	0	0
N0.HOG0007530	0	0	0	0	0	0
N0.HOG0007531	0	0	0	0	0	0
N0.HOG0007532	0	0	0	0	0	0
N0.HOG0007533	0	0	0	0	0	0
N0.HOG0007534	1	0	0	0	0	0
N0.HOG0007535	0	0	0	0	0	0
N0.HOG0007536	0	0	0	0	0	0
N0.HOG0007537	0	0	0	0	0	0
N0.HOG0007538	0	0	0	0	0	0
N0.HOG0007539	0	0	0	0	0	0
N0.HOG0007540	1	0	0	0	0	0
N0.HOG0007542	0	0	0	0	0	0
N0.HOG0007543	0	0	0	0	0	0
N0.HOG0007544	0	1	0	0	0	0
