g6.t1_1	rna-XM_044901007.1_1
g11361.t1_1	rna-XM_044894773.1_1
g11362.t1_1	rna-XM_044895548.1_1
g11364.t2_1	rna-XM_044894289.1_1
g11365.t1_1	rna-XM_044895668.1_1
g11366.t1_1	rna-XM_044895609.1_1
g11368.t1_1	rna-XM_044894475.1_1
g11370.t1_1	rna-XM_044895065.1_1
g11372.t1_1	rna-XM_044898674.1_1
g11374.t2_1	rna-XM_044896176.1_1
g11375.t1_1	rna-XM_044897135.1_1
g11378.t1_1	rna-XM_044897142.1_1
g11379.t1_1	rna-XM_044888202.1_1
g11381.t1_1	rna-XM_044908979.1_1
g11383.t1_1	rna-XM_044907763.1_1
g11384.t1_1	rna-XM_044907176.1_1
g11385.t1_1	rna-XM_044907819.1_1
g11386.t1_1	rna-XM_044901354.1_1
g11387.t1_1	rna-XM_044890709.1_1
g11388.t1_1	rna-XM_044903061.1_1
g11390.t1_1	rna-XM_044904717.1_1
g11391.t1_1	rna-XM_044902607.1_1
g11392.t1_1	rna-XM_044904734.1_1
g11393.t1_1	rna-XM_044903689.1_1
g11394.t1_1	rna-XM_044893126.1_1
g11395.t1_1	rna-XM_044903233.1_1
g11396.t1_1	rna-XM_044888682.1_1
g11397.t1_1	rna-XM_044910757.1_1
g11398.t2_1	rna-XM_044910587.1_1
g11400.t1_1	rna-XM_044894030.1_1
g11401.t1_1	rna-XM_044894019.1_1
g11402.t1_1	rna-XM_044893540.1_1
g11403.t1_1	rna-XM_044894084.1_1
g11404.t1_1	rna-XM_044909470.1_1
g11407.t1_1	rna-XM_044894486.1_1
g11411.t1_1	rna-XM_044904078.1_1
g11412.t2_1	rna-XM_044911030.1_1
g11413.t1_1	rna-XM_044900811.1_1
g11414.t1_1	rna-XM_044900283.1_1
g11415.t1_1	rna-XM_044893909.1_1
g11420.t1_1	rna-XM_044907932.1_1
g11421.t2_1	rna-XM_044906827.1_1
g11424.t1_1	rna-XM_044898676.1_1
g11426.t1_1	rna-XM_044893024.1_1
g11427.t1_1	rna-XM_044910318.1_1
g11429.t1_1	rna-XM_044903634.1_1
g11430.t1_1	rna-XM_044900588.1_1
g11432.t1_1	rna-XM_044903687.1_1
g11433.t1_1	rna-XM_044889674.1_1
g11434.t1_1	rna-XM_044890320.1_1
g11435.t1_1	rna-XM_044896085.1_1
g11437.t1_1	rna-XM_044889573.1_1
g11440.t1_1	rna-XM_044902164.1_1
g11441.t2_1	rna-XM_044888598.1_1
g11446.t1_1	rna-XM_044905291.1_1
g11447.t1_1	rna-XM_044891611.1_1
g11448.t2_1	rna-XM_044896856.1_1
g11449.t1_1	rna-XM_044910331.1_1
g11450.t1_1	rna-XM_044907348.1_1
g11451.t1_1	rna-XM_044894642.1_1
g11452.t1_1	rna-XM_044897280.1_1
g11453.t1_1	rna-XM_044897726.1_1
g11456.t1_1	rna-XM_044901526.1_1
g11458.t1_1	rna-XM_044896859.1_1
g11461.t1_1	rna-XM_044911203.1_1
g11464.t1_1	rna-XM_044905974.1_1
g11465.t1_1	rna-XM_044898486.1_1
g11469.t2_1	rna-XM_044893974.1_1
g11476.t1_1	rna-XM_044889083.1_1
g11478.t1_1	rna-XM_044889516.1_1
g11480.t1_1	rna-XM_044890800.1_1
g11483.t1_1	rna-XM_044888533.1_1
g11489.t1_1	rna-XM_044908437.1_1
g11494.t1_1	rna-XM_044900216.1_1
g11498.t1_1	rna-XM_044897507.1_1
g11499.t1_1	rna-XM_044894684.1_1
g11523.t1_1	rna-XM_044892862.1_1
g11525.t1_1	rna-XM_044893222.1_1
g11526.t1_1	rna-XM_044905859.1_1
g11527.t1_1	rna-XM_044896142.1_1
g11529.t2_1	rna-XM_044892861.1_1
g11530.t1_1	rna-XM_044894320.1_1
g11533.t1_1	rna-XM_044905042.1_1
g11534.t1_1	rna-XM_044895698.1_1
g11535.t1_1	rna-XM_044906492.1_1
g11536.t1_1	rna-XM_044900770.1_1
g11538.t5_1	rna-XM_044906514.1_1
g11545.t1_1	rna-XM_044906011.1_1
g11549.t1_1	rna-XM_044906526.1_1
g11551.t1_1	rna-XM_044904973.1_1
g11552.t1_1	rna-XM_044902145.1_1
g11553.t1_1	rna-XM_044895062.1_1
g11554.t1_1	rna-XM_044895139.1_1
g11559.t1_1	rna-XM_044906801.1_1
g11561.t1_1	rna-XM_044895310.1_1
g11563.t1_1	rna-XM_044906413.1_1
g11564.t1_1	rna-XM_044905737.1_1
g11567.t1_1	rna-XM_044905301.1_1
g11568.t1_1	rna-XM_044905942.1_1
g11569.t2_1	rna-XM_044905505.1_1
g11570.t1_1	rna-XM_044905311.1_1
g11571.t1_1	rna-XM_044905313.1_1
g11573.t1_1	rna-XM_044891373.1_1
g11576.t3_1	rna-XM_044890530.1_1
g11578.t1_1	rna-XM_044888758.1_1
g11581.t1_1	rna-XM_044891115.1_1
g11582.t2_1	rna-XM_044890282.1_1
g11583.t1_1	rna-XM_044906732.1_1
g11586.t1_1	rna-XM_044904752.1_1
g11587.t1_1	rna-XM_044903650.1_1
g11588.t1_1	rna-XM_044910617.1_1
g11590.t1_1	rna-XM_044896302.1_1
g11592.t1_1	rna-XM_044896529.1_1
g11593.t1_1	rna-XM_044895846.1_1
g11594.t1_1	rna-XM_044910712.1_1
g11595.t1_1	rna-XM_044891984.1_1
g11596.t1_1	rna-XM_044902516.1_1
g11597.t1_1	rna-XM_044905049.1_1
g11598.t1_1	rna-XM_044909220.1_1
g11599.t1_1	rna-XM_044896918.1_1
g11600.t1_1	rna-XM_044896913.1_1
g11602.t2_1	rna-XM_044896912.1_1
g11603.t1_1	rna-XM_044894284.1_1
g11605.t1_1	rna-XM_044895087.1_1
g11606.t4_1	rna-XM_044894371.1_1
g11607.t1_1	rna-XM_044891308.1_1
g11608.t1_1	rna-XM_044901070.1_1
g11613.t1_1	rna-XM_044896087.1_1
g11614.t1_1	rna-XM_044896249.1_1
g11617.t1_1	rna-XM_044896496.1_1
g11621.t1_1	rna-XM_044895894.1_1
g11622.t1_1	rna-XM_044894526.1_1
g11623.t1_1	rna-XM_044903051.1_1
g11624.t1_1	rna-XM_044904712.1_1
g11625.t1_1	rna-XM_044903615.1_1
g11626.t1_1	rna-XM_044903127.1_1
g11627.t1_1	rna-XM_044903280.1_1
g11630.t1_1	rna-XM_044904591.1_1
g11632.t1_1	rna-XM_044904114.1_1
g11633.t1_1	rna-XM_044904206.1_1
g11634.t1_1	rna-XM_044901840.1_1
g11635.t1_1	rna-XM_044902693.1_1
g11636.t1_1	rna-XM_044892522.1_1
g11637.t1_1	rna-XM_044902989.1_1
g11638.t1_1	rna-XM_044903548.1_1
g11639.t2_1	rna-XM_044903408.1_1
g11643.t1_1	rna-XM_044902221.1_1
g11645.t1_1	rna-XM_044903882.1_1
g11646.t1_1	rna-XM_044904562.1_1
g11647.t1_1	rna-XM_044902774.1_1
g11648.t1_1	rna-XM_044902781.1_1
g11649.t1_1	rna-XM_044902784.1_1
g11650.t1_1	rna-XM_044903627.1_1
g11652.t1_1	rna-XM_044897756.1_1
g11653.t1_1	rna-XM_044892014.1_1
g11655.t1_1	rna-XM_044900417.1_1
g11656.t1_1	rna-XM_044892366.1_1
g11657.t2_1	rna-XM_044905664.1_1
g11659.t1_1	rna-XM_044893418.1_1
g11660.t1_1	rna-XM_044896247.1_1
g11661.t1_1	rna-XM_044905428.1_1
g11662.t1_1	rna-XM_044902122.1_1
g11663.t1_1	rna-XM_044898396.1_1
g11664.t1_1	rna-XM_044905208.1_1
g11665.t1_1	rna-XM_044906194.1_1
g11666.t1_1	rna-XM_044896986.1_1
g11667.t1_1	rna-XM_044905233.1_1
g11668.t2_1	rna-XM_044905075.1_1
g11669.t1_1	rna-XM_044905419.1_1
g11670.t1_1	rna-XM_044891442.1_1
g11671.t1_1	rna-XM_044900850.1_1
g11672.t1_1	rna-XM_044900734.1_1
g11673.t1_1	rna-XM_044905280.1_1
g11674.t1_1	rna-XM_044900108.1_1
g11675.t1_1	rna-XM_044904173.1_1
g11676.t1_1	rna-XM_044900105.1_1
g11677.t1_1	rna-XM_044900693.1_1
g11678.t1_1	rna-XM_044900690.1_1
g11679.t1_1	rna-XM_044891345.1_1
g11680.t1_1	rna-XM_044905503.1_1
g11681.t1_1	rna-XM_044894697.1_1
g11682.t1_1	rna-XM_044904409.1_1
g11685.t1_1	rna-XM_044895092.1_1
g11686.t1_1	rna-XM_044902099.1_1
g11688.t1_1	rna-XM_044907246.1_1
g11689.t1_1	rna-XM_044896818.1_1
g11690.t1_1	rna-XM_044896028.1_1
g11691.t1_1	rna-XM_044896030.1_1
g11693.t1_1	rna-XM_044896476.1_1
g11694.t1_1	rna-XM_044896045.1_1
g11695.t1_1	rna-XM_044894974.1_1
g11696.t1_1	rna-XM_044895853.1_1
g11697.t1_1	rna-XM_044896775.1_1
g11698.t1_1	rna-XM_044894332.1_1
g11699.t1_1	rna-XM_044894704.1_1
g11702.t2_1	rna-XM_044896784.1_1
g11703.t1_1	rna-XM_044894865.1_1
g11704.t1_1	rna-XM_044909442.1_1
g11705.t1_1	rna-XM_044889729.1_1
g11707.t1_1	rna-XM_044905425.1_1
g11708.t1_1	rna-XM_044906079.1_1
g11710.t1_1	rna-XM_044906239.1_1
g11711.t2_1	rna-XM_044908970.1_1
g11712.t1_1	rna-XM_044894746.1_1
g11713.t2_1	rna-XM_044900123.1_1
g11714.t1_1	rna-XM_044893876.1_1
g11715.t2_1	rna-XM_044900189.1_1
g11716.t1_1	rna-XM_044900698.1_1
g11717.t1_1	rna-XM_044907920.1_1
g11718.t2_1	rna-XM_044896167.1_1
g11720.t2_1	rna-XM_044894794.1_1
g11722.t1_1	rna-XM_044905599.1_1
g11723.t1_1	rna-XM_044906373.1_1
g11724.t4_1	rna-XM_044905205.1_1
g11726.t1_1	rna-XM_044893388.1_1
g11727.t1_1	rna-XM_044902424.1_1
g11728.t1_1	rna-XM_044890336.1_1
g11729.t1_1	rna-XM_044889498.1_1
g11730.t1_1	rna-XM_044893917.1_1
g11731.t1_1	rna-XM_044900749.1_1
g11734.t1_1	rna-XM_044892549.1_1
g11735.t1_1	rna-XM_044893915.1_1
g11736.t2_1	rna-XM_044892040.1_1
g11737.t1_1	rna-XM_044892203.1_1
g11738.t1_1	rna-XM_044902790.1_1
g11739.t1_1	rna-XM_044904543.1_1
g11741.t1_1	rna-XM_044902878.1_1
g11742.t1_1	rna-XM_044903574.1_1
g11743.t2_1	rna-XM_044908126.1_1
g11744.t1_1	rna-XM_044890188.1_1
g11745.t1_1	rna-XM_044892649.1_1
g11746.t2_1	rna-XM_044888969.1_1
g11748.t1_1	rna-XM_044893333.1_1
g11751.t3_1	rna-XM_044891774.1_1
g11752.t1_1	rna-XM_044895331.1_1
g11753.t1_1	rna-XM_044904007.1_1
g11754.t1_1	rna-XM_044895041.1_1
g11755.t1_1	rna-XM_044890827.1_1
g11757.t1_1	rna-XM_044895015.1_1
g11774.t1_1	rna-XM_044895102.1_1
g11776.t1_1	rna-XM_044898729.1_1
g11778.t1_1	rna-XM_044892197.1_1
g11780.t1_1	rna-XM_044891986.1_1
g11782.t1_1	rna-XM_044900500.1_1
g11783.t1_1	rna-XM_044902827.1_1
g11785.t1_1	rna-XM_044902230.1_1
g11786.t1_1	rna-XM_044903512.1_1
g11788.t1_1	rna-XM_044902913.1_1
g11794.t1_1	rna-XM_044896635.1_1
g11797.t1_1	rna-XM_044910374.1_1
g11798.t1_1	rna-XM_044903259.1_1
g11799.t1_1	rna-XM_044903941.1_1
g11801.t1_1	rna-XM_044911126.1_1
g11802.t1_1	rna-XM_044904741.1_1
g11803.t1_1	rna-XM_044903614.1_1
g11806.t1_1	rna-XM_044894368.1_1
g11807.t2_1	rna-XM_044901581.1_1
g11809.t1_1	rna-XM_044891879.1_1
g11810.t1_1	rna-XM_044890143.1_1
g11812.t1_1	rna-XM_044906066.1_1
g11813.t1_1	rna-XM_044901946.1_1
g11815.t1_1	rna-XM_044900697.1_1
g11817.t1_1	rna-XM_044897643.1_1
g11818.t1_1	rna-XM_044890503.1_1
g11826.t1_1	rna-XM_044901952.1_1
g11827.t1_1	rna-XM_044902991.1_1
g11828.t1_1	rna-XM_044902447.1_1
g11829.t1_1	rna-XM_044906039.1_1
g11833.t1_1	rna-XM_044906538.1_1
g11834.t1_1	rna-XM_044897931.1_1
g11835.t1_1	rna-XM_044905090.1_1
g11836.t1_1	rna-XM_044905846.1_1
g11837.t1_1	rna-XM_044901456.1_1
g11838.t5_1	rna-XM_044901623.1_1
g11839.t1_1	rna-XM_044895878.1_1
g11840.t2_1	rna-XM_044897846.1_1
g11842.t1_1	rna-XM_044905967.1_1
g11843.t1_1	rna-XM_044901061.1_1
g11844.t1_1	rna-XM_044899118.1_1
g11846.t1_1	rna-XM_044901576.1_1
g11847.t1_1	rna-XM_044900136.1_1
g11848.t1_1	rna-XM_044889896.1_1
g11851.t1_1	rna-XM_044897438.1_1
g11854.t1_1	rna-XM_044888307.1_1
g11855.t1_1	rna-XM_044910067.1_1
g11856.t1_1	rna-XM_044888749.1_1
g11857.t1_1	rna-XM_044890853.1_1
g11858.t1_1	rna-XM_044889475.1_1
g11859.t1_1	rna-XM_044908076.1_1
g11860.t1_1	rna-XM_044888412.1_1
g11861.t1_1	rna-XM_044889544.1_1
g11862.t2_1	rna-XM_044906623.1_1
g11863.t1_1	rna-XM_044900950.1_1
g11864.t2_1	rna-XM_044891437.1_1
g11867.t1_1	rna-XM_044896203.1_1
g11868.t2_1	rna-XM_044902151.1_1
g11870.t1_1	rna-XM_044905932.1_1
g11872.t1_1	rna-XM_044905799.1_1
g11873.t2_1	rna-XM_044909698.1_1
g11874.t1_1	rna-XM_044900773.1_1
g11878.t1_1	rna-XM_044892526.1_1
g11879.t1_1	rna-XM_044888410.1_1
g11880.t2_1	rna-XM_044888411.1_1
g11881.t2_1	rna-XM_044888404.1_1
g11882.t1_1	rna-XM_044890749.1_1
g11883.t1_1	rna-XM_044896898.1_1
g11884.t1_1	rna-XM_044896895.1_1
g11885.t1_1	rna-XM_044896894.1_1
g11886.t2_1	rna-XM_044897117.1_1
g11888.t1_1	rna-XM_044904060.1_1
g11889.t1_1	rna-XM_044895214.1_1
g11890.t1_1	rna-XM_044903733.1_1
g11891.t1_1	rna-XM_044902679.1_1
g11892.t1_1	rna-XM_044906188.1_1
g11896.t2_1	rna-XM_044906175.1_1
g11897.t4_1	rna-XM_044905146.1_1
g11898.t2_1	rna-XM_044890454.1_1
g11899.t1_1	rna-XM_044905549.1_1
g11901.t1_1	rna-XM_044905145.1_1
g11902.t1_1	rna-XM_044893391.1_1
g11905.t1_1	rna-XM_044905149.1_1
g11906.t2_1	rna-XM_044905917.1_1
g11907.t1_1	rna-XM_044896488.1_1
g11908.t1_1	rna-XM_044901308.1_1
g11916.t1_1	rna-XM_044908027.1_1
g11918.t1_1	rna-XM_044900828.1_1
g11919.t2_1	rna-XM_044897047.1_1
g11922.t1_1	rna-XM_044894317.1_1
g11923.t2_1	rna-XM_044900251.1_1
g11924.t1_1	rna-XM_044902956.1_1
g11925.t1_1	rna-XM_044903310.1_1
g11926.t4_1	rna-XM_044902749.1_1
g11927.t1_1	rna-XM_044893456.1_1
g11928.t1_1	rna-XM_044892221.1_1
g11929.t1_1	rna-XM_044892624.1_1
g11930.t2_1	rna-XM_044891712.1_1
g11931.t1_1	rna-XM_044906997.1_1
g11933.t1_1	rna-XM_044892018.1_1
g11934.t3_1	rna-XM_044901905.1_1
g11935.t1_1	rna-XM_044910336.1_1
g11938.t1_1	rna-XM_044896919.1_1
g11942.t1_1	rna-XM_044894328.1_1
g11943.t1_1	rna-XM_044896925.1_1
g11945.t1_1	rna-XM_044906867.1_1
g11947.t1_1	rna-XM_044902005.1_1
g11949.t1_1	rna-XM_044896399.1_1
g11952.t1_1	rna-XM_044895655.1_1
g11953.t1_1	rna-XM_044894296.1_1
g11954.t1_1	rna-XM_044894473.1_1
g11956.t2_1	rna-XM_044890569.1_1
g11957.t1_1	rna-XM_044895639.1_1
g11958.t1_1	rna-XM_044894712.1_1
g11961.t1_1	rna-XM_044908313.1_1
g11962.t1_1	rna-XM_044900652.1_1
g11964.t1_1	rna-XM_044908316.1_1
g11965.t1_1	rna-XM_044905231.1_1
g11966.t1_1	rna-XM_044905861.1_1
g11969.t1_1	rna-XM_044889310.1_1
g11970.t1_1	rna-XM_044894641.1_1
g11971.t1_1	rna-XM_044894891.1_1
g11972.t1_1	rna-XM_044894903.1_1
g11974.t3_1	rna-XM_044888505.1_1
g11975.t1_1	rna-XM_044901085.1_1
g11976.t1_1	rna-XM_044901374.1_1
g11977.t7_1	rna-XM_044901467.1_1
g11978.t2_1	rna-XM_044900875.1_1
g11979.t1_1	rna-XM_044900833.1_1
g11980.t1_1	rna-XM_044896373.1_1
g11981.t2_1	rna-XM_044892935.1_1
g11982.t1_1	rna-XM_044892933.1_1
g11983.t1_1	rna-XM_044893423.1_1
g11984.t1_1	rna-XM_044891856.1_1
g11985.t1_1	rna-XM_044892019.1_1
g11986.t1_1	rna-XM_044900094.1_1
g11987.t1_1	rna-XM_044897920.1_1
g11988.t1_1	rna-XM_044900233.1_1
g11989.t1_1	rna-XM_044888473.1_1
g11990.t1_1	rna-XM_044894270.1_1
g11991.t1_1	rna-XM_044891771.1_1
g11993.t1_1	rna-XM_044892134.1_1
g11996.t1_1	rna-XM_044893916.1_1
g11997.t1_1	rna-XM_044904680.1_1
g11999.t1_1	rna-XM_044892872.1_1
g12004.t1_1	rna-XM_044893489.1_1
g12005.t1_1	rna-XM_044893194.1_1
g12006.t1_1	rna-XM_044892058.1_1
g12013.t1_1	rna-XM_044901202.1_1
g12015.t2_1	rna-XM_044901200.1_1
g12016.t1_1	rna-XM_044902107.1_1
g12028.t1_1	rna-XM_044893328.1_1
g12029.t1_1	rna-XM_044901237.1_1
g12030.t2_1	rna-XM_044901233.1_1
g12032.t1_1	rna-XM_044901180.1_1
g12033.t1_1	rna-XM_044901240.1_1
g12035.t1_1	rna-XM_044894358.1_1
g12036.t1_1	rna-XM_044901254.1_1
g12037.t1_1	rna-XM_044889684.1_1
g12038.t1_1	rna-XM_044901755.1_1
g12042.t1_1	rna-XM_044901752.1_1
g12045.t1_1	rna-XM_044906338.1_1
g12048.t1_1	rna-XM_044905356.1_1
g12056.t1_1	rna-XM_044907347.1_1
g12058.t1_1	rna-XM_044900554.1_1
g12062.t2_1	rna-XM_044906093.1_1
g12063.t1_1	rna-XM_044890564.1_1
g12065.t1_1	rna-XM_044900594.1_1
g12067.t1_1	rna-XM_044890103.1_1
g12071.t1_1	rna-XM_044895428.1_1
g12078.t2_1	rna-XM_044896026.1_1
g12079.t1_1	rna-XM_044893955.1_1
g12081.t1_1	rna-XM_044900931.1_1
g12082.t1_1	rna-XM_044892371.1_1
g12084.t1_1	rna-XM_044888396.1_1
g12089.t1_1	rna-XM_044905168.1_1
g12091.t1_1	rna-XM_044901201.1_1
g12094.t1_1	rna-XM_044906190.1_1
g12095.t1_1	rna-XM_044901654.1_1
g12096.t1_1	rna-XM_044901657.1_1
g12098.t2_1	rna-XM_044901756.1_1
g12099.t4_1	rna-XM_044900657.1_1
g12101.t1_1	rna-XM_044907840.1_1
g12102.t1_1	rna-XM_044900712.1_1
g12108.t1_1	rna-XM_044900180.1_1
g12113.t1_1	rna-XM_044902280.1_1
g12116.t1_1	rna-XM_044899942.1_1
g12117.t1_1	rna-XM_044905361.1_1
g12119.t1_1	rna-XM_044895173.1_1
g12124.t1_1	rna-XM_044901179.1_1
g12125.t2_1	rna-XM_044903931.1_1
g12130.t1_1	rna-XM_044904674.1_1
g12132.t2_1	rna-XM_044900470.1_1
g12133.t1_1	rna-XM_044909528.1_1
g12134.t1_1	rna-XM_044901691.1_1
g12136.t1_1	rna-XM_044895549.1_1
g12137.t1_1	rna-XM_044904706.1_1
g12138.t1_1	rna-XM_044902883.1_1
g12139.t1_1	rna-XM_044903709.1_1
g12140.t1_1	rna-XM_044900025.1_1
g12141.t1_1	rna-XM_044904688.1_1
g12143.t2_1	rna-XM_044891371.1_1
g12144.t1_1	rna-XM_044890146.1_1
g12146.t1_1	rna-XM_044894767.1_1
g12147.t1_1	rna-XM_044894599.1_1
g12148.t1_1	rna-XM_044895918.1_1
g12149.t1_1	rna-XM_044900615.1_1
g12150.t1_1	rna-XM_044893526.1_1
g12151.t1_1	rna-XM_044893363.1_1
g12152.t1_1	rna-XM_044896092.1_1
g12153.t1_1	rna-XM_044895101.1_1
g12155.t1_1	rna-XM_044892502.1_1
g12156.t1_1	rna-XM_044889572.1_1
g12160.t3_1	rna-XM_044909206.1_1
g12161.t1_1	rna-XM_044909820.1_1
g12164.t1_1	rna-XM_044896428.1_1
g12165.t1_1	rna-XM_044895066.1_1
g12166.t1_1	rna-XM_044894708.1_1
g12167.t1_1	rna-XM_044894709.1_1
g12169.t1_1	rna-XM_044900696.1_1
g12170.t1_1	rna-XM_044902152.1_1
g12171.t1_1	rna-XM_044901382.1_1
g12172.t2_1	rna-XM_044902826.1_1
g12173.t1_1	rna-XM_044900188.1_1
g12174.t1_1	rna-XM_044900599.1_1
g12176.t2_1	rna-XM_044900924.1_1
g12177.t2_1	rna-XM_044900934.1_1
g12178.t1_1	rna-XM_044900935.1_1
g12179.t1_1	rna-XM_044895071.1_1
g12182.t1_1	rna-XM_044896714.1_1
g12184.t1_1	rna-XM_044894601.1_1
g12185.t1_1	rna-XM_044895631.1_1
g12186.t1_1	rna-XM_044908803.1_1
g12188.t1_1	rna-XM_044889049.1_1
g12191.t4_1	rna-XM_044906583.1_1
g12192.t1_1	rna-XM_044906597.1_1
g12193.t1_1	rna-XM_044901099.1_1
g12196.t1_1	rna-XM_044899843.1_1
g12199.t1_1	rna-XM_044898802.1_1
g12202.t1_1	rna-XM_044890484.1_1
g12203.t1_1	rna-XM_044897210.1_1
g12204.t1_1	rna-XM_044898215.1_1
g12205.t1_1	rna-XM_044890337.1_1
g12206.t1_1	rna-XM_044897205.1_1
g12209.t1_1	rna-XM_044903375.1_1
g12210.t2_1	rna-XM_044902953.1_1
g12211.t2_1	rna-XM_044903870.1_1
g12212.t1_1	rna-XM_044902648.1_1
g12213.t1_1	rna-XM_044902656.1_1
g12214.t1_1	rna-XM_044898394.1_1
g12215.t1_1	rna-XM_044905483.1_1
g12217.t1_1	rna-XM_044906089.1_1
g12219.t1_1	rna-XM_044894771.1_1
g12220.t1_1	rna-XM_044901396.1_1
g12222.t1_1	rna-XM_044906094.1_1
g12223.t1_1	rna-XM_044894324.1_1
g12224.t1_1	rna-XM_044894349.1_1
g12225.t1_1	rna-XM_044902880.1_1
g12226.t1_1	rna-XM_044906791.1_1
g12233.t1_1	rna-XM_044894600.1_1
g12234.t1_1	rna-XM_044891296.1_1
g12235.t2_1	rna-XM_044890222.1_1
g12237.t1_1	rna-XM_044896896.1_1
g12239.t1_1	rna-XM_044895205.1_1
g12240.t1_1	rna-XM_044898536.1_1
g12241.t1_1	rna-XM_044896065.1_1
g12243.t1_1	rna-XM_044890769.1_1
g12246.t1_1	rna-XM_044904893.1_1
g12248.t1_1	rna-XM_044894636.1_1
g12249.t1_1	rna-XM_044896434.1_1
g12250.t1_1	rna-XM_044895168.1_1
g12252.t1_1	rna-XM_044905510.1_1
g12253.t1_1	rna-XM_044905287.1_1
g12254.t1_1	rna-XM_044900122.1_1
g12255.t1_1	rna-XM_044900626.1_1
g12256.t1_1	rna-XM_044905154.1_1
g12258.t1_1	rna-XM_044889210.1_1
g12266.t1_1	rna-XM_044901059.1_1
g12267.t2_1	rna-XM_044907296.1_1
g12269.t1_1	rna-XM_044906639.1_1
g12270.t1_1	rna-XM_044905963.1_1
g12271.t1_1	rna-XM_044905570.1_1
g12273.t1_1	rna-XM_044891703.1_1
g12277.t1_1	rna-XM_044902729.1_1
g12278.t2_1	rna-XM_044902438.1_1
g12279.t1_1	rna-XM_044902741.1_1
g12280.t1_1	rna-XM_044894994.1_1
g12281.t3_1	rna-XM_044895950.1_1
g12282.t1_1	rna-XM_044910570.1_1
g12283.t2_1	rna-XM_044906387.1_1
g12284.t1_1	rna-XM_044894812.1_1
g12285.t1_1	rna-XM_044890969.1_1
g12290.t1_1	rna-XM_044891624.1_1
g12291.t1_1	rna-XM_044892010.1_1
g12292.t1_1	rna-XM_044892274.1_1
g12293.t1_1	rna-XM_044892328.1_1
g12294.t1_1	rna-XM_044892357.1_1
g12295.t1_1	rna-XM_044891763.1_1
g12297.t2_1	rna-XM_044892358.1_1
g12298.t1_1	rna-XM_044911036.1_1
g12299.t1_1	rna-XM_044894057.1_1
g12300.t1_1	rna-XM_044902737.1_1
g12301.t1_1	rna-XM_044892327.1_1
g12302.t1_1	rna-XM_044903905.1_1
g12303.t1_1	rna-XM_044892533.1_1
g12304.t1_1	rna-XM_044892782.1_1
g12310.t1_1	rna-XM_044898336.1_1
g12312.t1_1	rna-XM_044895969.1_1
g12315.t1_1	rna-XM_044900288.1_1
g12317.t1_1	rna-XM_044901893.1_1
g12321.t1_1	rna-XM_044905920.1_1
g12322.t1_1	rna-XM_044905296.1_1
g12323.t1_1	rna-XM_044902071.1_1
g12324.t2_1	rna-XM_044906994.1_1
g12325.t1_1	rna-XM_044905639.1_1
g12326.t1_1	rna-XM_044907182.1_1
g12327.t1_1	rna-XM_044905349.1_1
g12328.t1_1	rna-XM_044900655.1_1
g12332.t1_1	rna-XM_044900687.1_1
g12335.t1_1	rna-XM_044904579.1_1
g12336.t1_1	rna-XM_044903801.1_1
g12337.t1_1	rna-XM_044889124.1_1
g12338.t1_1	rna-XM_044893579.1_1
g12339.t1_1	rna-XM_044905472.1_1
g12340.t1_1	rna-XM_044906073.1_1
g12342.t1_1	rna-XM_044900810.1_1
g12343.t1_1	rna-XM_044893622.1_1
g12345.t2_1	rna-XM_044895971.1_1
g12353.t1_1	rna-XM_044900268.1_1
g12354.t1_1	rna-XM_044905937.1_1
g12355.t1_1	rna-XM_044906618.1_1
g12356.t1_1	rna-XM_044906140.1_1
g12357.t1_1	rna-XM_044897121.1_1
g12358.t1_1	rna-XM_044904805.1_1
g12359.t1_1	rna-XM_044905683.1_1
g12360.t1_1	rna-XM_044896177.1_1
g12361.t2_1	rna-XM_044888296.1_1
g12362.t1_1	rna-XM_044893481.1_1
g12363.t1_1	rna-XM_044896628.1_1
g12364.t1_1	rna-XM_044895529.1_1
g12365.t1_1	rna-XM_044895178.1_1
g12369.t1_1	rna-XM_044896178.1_1
g12370.t1_1	rna-XM_044894522.1_1
g12371.t1_1	rna-XM_044898405.1_1
g12372.t1_1	rna-XM_044896202.1_1
g12373.t1_1	rna-XM_044896253.1_1
g12374.t1_1	rna-XM_044896389.1_1
g12377.t1_1	rna-XM_044894915.1_1
g12382.t1_1	rna-XM_044895632.1_1
g12383.t1_1	rna-XM_044894491.1_1
g12384.t1_1	rna-XM_044894765.1_1
g12385.t1_1	rna-XM_044890281.1_1
g12386.t1_1	rna-XM_044910849.1_1
g12387.t1_1	rna-XM_044895963.1_1
g12388.t1_1	rna-XM_044909346.1_1
g12389.t1_1	rna-XM_044895084.1_1
g12390.t2_1	rna-XM_044900564.1_1
g12391.t1_1	rna-XM_044900399.1_1
g12392.t1_1	rna-XM_044901542.1_1
g12393.t1_1	rna-XM_044900593.1_1
g12394.t1_1	rna-XM_044906288.1_1
g12395.t1_1	rna-XM_044905441.1_1
g12592.t1_1	rna-XM_044908312.1_1
g12593.t1_1	rna-XM_044901529.1_1
g12598.t1_1	rna-XM_044910141.1_1
g12608.t1_1	rna-XM_044896112.1_1
g12611.t1_1	rna-XM_044893428.1_1
g12613.t1_1	rna-XM_044894098.1_1
g12614.t1_1	rna-XM_044894024.1_1
g12616.t1_1	rna-XM_044892400.1_1
