g6.t1_1	BRAKERILHT00000001257_1
g10859.t2_1	BRAKERILHT00000012326_1
g10860.t1_1	BRAKERILHT00000010894_1
g10861.t1_1	BRAKERILHT00000012325_1
g10862.t1_1	BRAKERILHT00000011336_1
g10863.t1_1	BRAKERILHT00000011049_1
g10864.t2_1	BRAKERILHT00000010484_1
g10865.t1_1	BRAKERILHT00000011564_1
g10867.t1_1	BRAKERILHT00000010948_1
g10868.t1_1	BRAKERILHT00000012271_1
g10870.t1_1	BRAKERILHT00000010609_1
g10871.t1_1	BRAKERILHT00000011630_1
g10872.t1_1	BRAKERILHT00000010535_1
g10873.t1_1	BRAKERILHT00000010988_1
g10874.t2_1	BRAKERILHT00000011751_1
g10875.t1_1	BRAKERILHT00000011324_1
g10876.t1_1	BRAKERILHT00000010679_1
g10877.t1_1	BRAKERILHT00000012154_1
g10878.t1_1	BRAKERILHT00000011403_1
g10879.t1_1	BRAKERILHT00000012066_1
g10880.t1_1	BRAKERILHT00000012312_1
g10881.t2_1	BRAKERILHT00000010667_1
g10882.t1_1	BRAKERILHT00000010909_1
g10883.t1_1	BRAKERILHT00000011211_1
g10884.t1_1	BRAKERILHT00000011595_1
g10885.t1_1	BRAKERILHT00000012138_1
g10886.t1_1	BRAKERILHT00000010929_1
g10887.t1_1	BRAKERILHT00000010878_1
g10888.t1_1	BRAKERILHT00000012131_1
g10889.t2_1	BRAKERILHT00000011022_1
g10890.t1_1	BRAKERILHT00000011451_1
g10891.t1_1	BRAKERILHT00000011884_1
g10892.t1_1	BRAKERILHT00000011447_1
g10893.t1_1	BRAKERILHT00000010834_1
g10894.t1_1	BRAKERILHT00000012297_1
g10895.t1_1	BRAKERILHT00000012137_1
g10896.t1_1	BRAKERILHT00000010829_1
g10897.t1_1	BRAKERILHT00000010772_1
g10898.t1_1	BRAKERILHT00000012106_1
g10899.t1_1	BRAKERILHT00000011285_1
g10900.t1_1	BRAKERILHT00000010520_1
g10901.t1_1	BRAKERILHT00000011051_1
g10902.t1_1	BRAKERILHT00000011496_1
g10903.t1_1	BRAKERILHT00000012181_1
g10904.t1_1	BRAKERILHT00000011904_1
g10905.t1_1	BRAKERILHT00000011345_1
g10906.t1_1	BRAKERILHT00000011585_1
g10907.t1_1	BRAKERILHT00000011102_1
g10908.t1_1	BRAKERILHT00000010559_1
g10909.t1_1	BRAKERILHT00000011390_1
g10910.t1_1	BRAKERILHT00000010838_1
g10911.t1_1	BRAKERILHT00000011710_1
g10912.t1_1	BRAKERILHT00000011399_1
g10913.t2_1	BRAKERILHT00000010833_1
g10914.t1_1	BRAKERILHT00000011985_1
g10915.t1_1	BRAKERILHT00000010826_1
g10916.t2_1	BRAKERILHT00000010725_1
g10917.t1_1	BRAKERILHT00000010568_1
g10918.t1_1	BRAKERILHT00000011104_1
g10919.t1_1	BRAKERILHT00000011516_1
g10920.t1_1	BRAKERILHT00000011382_1
g10921.t1_1	BRAKERILHT00000011087_1
g10924.t1_1	BRAKERILHT00000010857_1
g10925.t1_1	BRAKERILHT00000012241_1
g10926.t2_1	BRAKERILHT00000011647_1
g10927.t1_1	BRAKERILHT00000011167_1
g10928.t1_1	BRAKERILHT00000011594_1
g10929.t3_1	BRAKERILHT00000011058_1
g10931.t2_1	BRAKERILHT00000010542_1
g10932.t2_1	BRAKERILHT00000011915_1
g10933.t1_1	BRAKERILHT00000011898_1
g10934.t3_1	BRAKERILHT00000011798_1
g10935.t1_1	BRAKERILHT00000011455_1
g10937.t1_1	BRAKERILHT00000012228_1
g10939.t1_1	BRAKERILHT00000010825_1
g11129.t1_1	BRAKERILHT00000004164_1
g11130.t1_1	BRAKERILHT00000002469_1
g11131.t1_1	BRAKERILHT00000003581_1
g11132.t1_1	BRAKERILHT00000004261_1
g11133.t1_1	BRAKERILHT00000003199_1
g11134.t1_1	BRAKERILHT00000002548_1
g11135.t1_1	BRAKERILHT00000004278_1
g11137.t1_1	BRAKERILHT00000003295_1
g11138.t1_1	BRAKERILHT00000003384_1
g11139.t3_1	BRAKERILHT00000002764_1
g11140.t1_1	BRAKERILHT00000002549_1
g11141.t2_1	BRAKERILHT00000004180_1
g11144.t1_1	BRAKERILHT00000002874_1
g11145.t2_1	BRAKERILHT00000002285_1
g11146.t1_1	BRAKERILHT00000003762_1
g11147.t1_1	BRAKERILHT00000002699_1
g11148.t1_1	BRAKERILHT00000004157_1
g11150.t1_1	BRAKERILHT00000003797_1
g11151.t1_1	BRAKERILHT00000002210_1
g11154.t1_1	BRAKERILHT00000004196_1
g11155.t1_1	BRAKERILHT00000003978_1
g11156.t1_1	BRAKERILHT00000003610_1
g11157.t1_1	BRAKERILHT00000004183_1
g11158.t1_1	BRAKERILHT00000002352_1
g11159.t1_1	BRAKERILHT00000004404_1
g11160.t1_1	BRAKERILHT00000003322_1
g11161.t1_1	BRAKERILHT00000003856_1
g11162.t1_1	BRAKERILHT00000002291_1
g11163.t1_1	BRAKERILHT00000002696_1
g11164.t1_1	BRAKERILHT00000003214_1
g11165.t1_1	BRAKERILHT00000004245_1
g11166.t1_1	BRAKERILHT00000003407_1
g11167.t1_1	BRAKERILHT00000004231_1
g11168.t1_1	BRAKERILHT00000002743_1
g11169.t1_1	BRAKERILHT00000002271_1
g11170.t1_1	BRAKERILHT00000002812_1
g11173.t1_1	BRAKERILHT00000003047_1
g11174.t5_1	BRAKERILHT00000003865_1
g11176.t1_1	BRAKERILHT00000004198_1
g11177.t1_1	BRAKERILHT00000003537_1
g11178.t1_1	BRAKERILHT00000003691_1
g11179.t1_1	BRAKERILHT00000003056_1
g11180.t1_1	BRAKERILHT00000002741_1
g11183.t1_1	BRAKERILHT00000002392_1
g11184.t1_1	BRAKERILHT00000004035_1
g11185.t1_1	BRAKERILHT00000003244_1
g11186.t1_1	BRAKERILHT00000002554_1
g11188.t2_1	BRAKERILHT00000002232_1
g11189.t2_1	BRAKERILHT00000003858_1
g11190.t1_1	BRAKERILHT00000002770_1
g11191.t1_1	BRAKERILHT00000004406_1
g11192.t1_1	BRAKERILHT00000004085_1
g11193.t1_1	BRAKERILHT00000003378_1
g11194.t2_1	BRAKERILHT00000002815_1
g11200.t1_1	BRAKERILHT00000002606_1
g11201.t1_1	BRAKERILHT00000004072_1
g11202.t1_1	BRAKERILHT00000002992_1
g11204.t2_1	BRAKERILHT00000003345_1
g11205.t1_1	BRAKERILHT00000003973_1
g11206.t1_1	BRAKERILHT00000002667_1
g11208.t1_1	BRAKERILHT00000002670_1
g11209.t1_1	BRAKERILHT00000003622_1
g11210.t1_1	BRAKERILHT00000002337_1
g11211.t1_1	BRAKERILHT00000003326_1
g11212.t1_1	BRAKERILHT00000003948_1
g11214.t1_1	BRAKERILHT00000003434_1
g11215.t1_1	BRAKERILHT00000003196_1
g11217.t1_1	BRAKERILHT00000002683_1
g11218.t1_1	BRAKERILHT00000002694_1
g11219.t1_1	BRAKERILHT00000004191_1
g11220.t1_1	BRAKERILHT00000003680_1
g11221.t1_1	BRAKERILHT00000002445_1
g11222.t4_1	BRAKERILHT00000002432_1
g11223.t1_1	BRAKERILHT00000003927_1
g11224.t1_1	BRAKERILHT00000002648_1
g11225.t1_1	BRAKERILHT00000003309_1
g11226.t1_1	BRAKERILHT00000003815_1
g11227.t1_1	BRAKERILHT00000004098_1
g11229.t1_1	BRAKERILHT00000003396_1
g11230.t1_1	BRAKERILHT00000003636_1
g11231.t1_1	BRAKERILHT00000003306_1
g11232.t1_1	BRAKERILHT00000004099_1
g11233.t1_1	BRAKERILHT00000003460_1
g11234.t1_1	BRAKERILHT00000002206_1
g11235.t1_1	BRAKERILHT00000002275_1
g11236.t1_1	BRAKERILHT00000003918_1
g11237.t1_1	BRAKERILHT00000002492_1
g11238.t1_1	BRAKERILHT00000004271_1
g11239.t1_1	BRAKERILHT00000002663_1
g11240.t1_1	BRAKERILHT00000003528_1
g11241.t2_1	BRAKERILHT00000002186_1
g11242.t1_1	BRAKERILHT00000003019_1
g11244.t1_1	BRAKERILHT00000008099_1
g11245.t1_1	BRAKERILHT00000002739_1
g11246.t1_1	BRAKERILHT00000003913_1
g11248.t1_1	BRAKERILHT00000003982_1
g11249.t1_1	BRAKERILHT00000002364_1
g11251.t1_1	BRAKERILHT00000003011_1
g11252.t1_1	BRAKERILHT00000004273_1
g11255.t1_1	BRAKERILHT00000002979_1
g11257.t1_1	BRAKERILHT00000002347_1
g11259.t1_1	BRAKERILHT00000002505_1
g11260.t1_1	BRAKERILHT00000003477_1
g11261.t1_1	BRAKERILHT00000003376_1
g11262.t1_1	BRAKERILHT00000002181_1
g11263.t1_1	BRAKERILHT00000002970_1
g11264.t2_1	BRAKERILHT00000004277_1
g11266.t1_1	BRAKERILHT00000004296_1
g11267.t1_1	BRAKERILHT00000002507_1
g11268.t1_1	BRAKERILHT00000003307_1
g11272.t1_1	BRAKERILHT00000004119_1
g11274.t1_1	BRAKERILHT00000002351_1
g11276.t1_1	BRAKERILHT00000003146_1
g11277.t1_1	BRAKERILHT00000002780_1
g11278.t1_1	BRAKERILHT00000002574_1
g11279.t1_1	BRAKERILHT00000004353_1
g11280.t1_1	BRAKERILHT00000004062_1
g11281.t1_1	BRAKERILHT00000003563_1
g11282.t5_1	BRAKERILHT00000002804_1
g11283.t1_1	BRAKERILHT00000002310_1
g11285.t1_1	BRAKERILHT00000004307_1
g11287.t1_1	BRAKERILHT00000003564_1
g11288.t1_1	BRAKERILHT00000002671_1
g11289.t1_1	BRAKERILHT00000002265_1
g11290.t1_1	BRAKERILHT00000003455_1
g11291.t1_1	BRAKERILHT00000003991_1
g11292.t1_1	BRAKERILHT00000003089_1
g11293.t1_1	BRAKERILHT00000004396_1
g11294.t1_1	BRAKERILHT00000004077_1
g11295.t1_1	BRAKERILHT00000004248_1
g11297.t1_1	BRAKERILHT00000003705_1
g11299.t1_1	BRAKERILHT00000003226_1
g11301.t1_1	BRAKERILHT00000002721_1
g11302.t1_1	BRAKERILHT00000003771_1
g11303.t1_1	BRAKERILHT00000003283_1
g11304.t1_1	BRAKERILHT00000013542_1
g11305.t1_1	BRAKERILHT00000002422_1
g11306.t1_1	BRAKERILHT00000003409_1
g11307.t1_1	BRAKERILHT00000003164_1
g11308.t1_1	BRAKERILHT00000002845_1
g11309.t2_1	BRAKERILHT00000002209_1
g11310.t1_1	BRAKERILHT00000003401_1
g11311.t1_1	BRAKERILHT00000002787_1
g11312.t1_1	BRAKERILHT00000002527_1
g11313.t1_1	BRAKERILHT00000004133_1
g11314.t1_1	BRAKERILHT00000003258_1
g11315.t1_1	BRAKERILHT00000002903_1
g11316.t1_1	BRAKERILHT00000002627_1
g11317.t1_1	BRAKERILHT00000003682_1
g11318.t1_1	BRAKERILHT00000002182_1
g11320.t1_1	BRAKERILHT00000002416_1
g11321.t1_1	BRAKERILHT00000004056_1
g11322.t1_1	BRAKERILHT00000003385_1
g11323.t1_1	BRAKERILHT00000002733_1
g11324.t1_1	BRAKERILHT00000003964_1
g11325.t1_1	BRAKERILHT00000002927_1
g11326.t1_1	BRAKERILHT00000002678_1
g11328.t3_1	BRAKERILHT00000004235_1
g11333.t2_1	BRAKERILHT00000003611_1
g11334.t1_1	BRAKERILHT00000002623_1
g11335.t1_1	BRAKERILHT00000004413_1
g11336.t1_1	BRAKERILHT00000003181_1
g11337.t1_1	BRAKERILHT00000002690_1
g11338.t1_1	BRAKERILHT00000004022_1
g11339.t1_1	BRAKERILHT00000003503_1
g11340.t1_1	BRAKERILHT00000003538_1
g11341.t1_1	BRAKERILHT00000003253_1
g11342.t1_1	BRAKERILHT00000003482_1
g11346.t1_1	BRAKERILHT00000004376_1
g11347.t1_1	BRAKERILHT00000003302_1
g11348.t1_1	BRAKERILHT00000003789_1
g11350.t1_1	BRAKERILHT00000004288_1
g11351.t2_1	BRAKERILHT00000002514_1
g11352.t1_1	BRAKERILHT00000002991_1
g11353.t1_1	BRAKERILHT00000003343_1
g11354.t2_1	BRAKERILHT00000003931_1
g11355.t1_1	BRAKERILHT00000002740_1
g11356.t1_1	BRAKERILHT00000002681_1
g11358.t1_1	BRAKERILHT00000003906_1
g11359.t1_1	BRAKERILHT00000002449_1
g11360.t1_1	BRAKERILHT00000003639_1
g11361.t1_1	BRAKERILHT00000003143_1
g11362.t1_1	BRAKERILHT00000004321_1
g11363.t1_1	BRAKERILHT00000003915_1
g11364.t2_1	BRAKERILHT00000004253_1
g11365.t1_1	BRAKERILHT00000003514_1
g11366.t1_1	BRAKERILHT00000003026_1
g11367.t1_1	BRAKERILHT00000010171_1
g11370.t1_1	BRAKERILHT00000002298_1
g11371.t1_1	BRAKERILHT00000002444_1
g11372.t1_1	BRAKERILHT00000002809_1
g11373.t1_1	BRAKERILHT00000003406_1
g11374.t2_1	BRAKERILHT00000004354_1
g11375.t1_1	BRAKERILHT00000002744_1
g11376.t1_1	BRAKERILHT00000004227_1
g11378.t1_1	BRAKERILHT00000002932_1
g11379.t1_1	BRAKERILHT00000004287_1
g11380.t1_1	BRAKERILHT00000003892_1
g11382.t1_1	BRAKERILHT00000002417_1
g11383.t1_1	BRAKERILHT00000003430_1
g11384.t1_1	BRAKERILHT00000004344_1
g11385.t1_1	BRAKERILHT00000003833_1
g11386.t1_1	BRAKERILHT00000003868_1
g11387.t1_1	BRAKERILHT00000002801_1
g11388.t1_1	BRAKERILHT00000002258_1
g11390.t1_1	BRAKERILHT00000004089_1
g11391.t1_1	BRAKERILHT00000002451_1
g11392.t1_1	BRAKERILHT00000003052_1
g11393.t1_1	BRAKERILHT00000002503_1
g11394.t1_1	BRAKERILHT00000004292_1
g11395.t1_1	BRAKERILHT00000002951_1
g11396.t1_1	BRAKERILHT00000002409_1
g11398.t2_1	BRAKERILHT00000003878_1
g11401.t1_1	BRAKERILHT00000003374_1
g11402.t1_1	BRAKERILHT00000002925_1
g11403.t1_1	BRAKERILHT00000002396_1
g11404.t1_1	BRAKERILHT00000002433_1
g11407.t1_1	BRAKERILHT00000003871_1
g11410.t1_1	BRAKERILHT00000004219_1
g11411.t1_1	BRAKERILHT00000002926_1
g11412.t2_1	BRAKERILHT00000002296_1
g11413.t1_1	BRAKERILHT00000003764_1
g11415.t1_1	BRAKERILHT00000002910_1
g11416.t1_1	BRAKERILHT00000002831_1
g11417.t1_1	BRAKERILHT00000003448_1
g11419.t1_1	BRAKERILHT00000002538_1
g11420.t1_1	BRAKERILHT00000002196_1
g11421.t2_1	BRAKERILHT00000003465_1
g11422.t1_1	BRAKERILHT00000004431_1
g11423.t1_1	BRAKERILHT00000003757_1
g11424.t1_1	BRAKERILHT00000003420_1
g11425.t1_1	BRAKERILHT00000002953_1
g11426.t1_1	BRAKERILHT00000002443_1
g11427.t1_1	BRAKERILHT00000004212_1
g11429.t1_1	BRAKERILHT00000003647_1
g11430.t1_1	BRAKERILHT00000003207_1
g11431.t1_1	BRAKERILHT00000003939_1
g11432.t1_1	BRAKERILHT00000003329_1
g11433.t1_1	BRAKERILHT00000002944_1
g11434.t1_1	BRAKERILHT00000002463_1
g11435.t1_1	BRAKERILHT00000002358_1
g11437.t1_1	BRAKERILHT00000002562_1
g11440.t1_1	BRAKERILHT00000004155_1
g11441.t2_1	BRAKERILHT00000003532_1
g11442.t1_1	BRAKERILHT00000002588_1
g11444.t1_1	BRAKERILHT00000004105_1
g11445.t1_1	BRAKERILHT00000004310_1
g11447.t1_1	BRAKERILHT00000002852_1
g11448.t2_1	BRAKERILHT00000003443_1
g11449.t1_1	BRAKERILHT00000003787_1
g11450.t1_1	BRAKERILHT00000004409_1
g11451.t1_1	BRAKERILHT00000003323_1
g11452.t1_1	BRAKERILHT00000003421_1
g11453.t1_1	BRAKERILHT00000002706_1
g11454.t1_1	BRAKERILHT00000003030_1
g11455.t1_1	BRAKERILHT00000003508_1
g11456.t1_1	BRAKERILHT00000003070_1
g11465.t1_1	BRAKERILHT00000003304_1
g11469.t2_1	BRAKERILHT00000003644_1
g11478.t1_1	BRAKERILHT00000003241_1
g11483.t1_1	BRAKERILHT00000003255_1
g11489.t1_1	BRAKERILHT00000003236_1
g11494.t1_1	BRAKERILHT00000002323_1
g11497.t1_1	BRAKERILHT00000002658_1
g11498.t1_1	BRAKERILHT00000002778_1
g11499.t1_1	BRAKERILHT00000004068_1
g11502.t1_1	BRAKERILHT00000003282_1
g11504.t1_1	BRAKERILHT00000003278_1
g11505.t1_1	BRAKERILHT00000002828_1
g11510.t1_1	BRAKERILHT00000003555_1
g11513.t1_1	BRAKERILHT00000003962_1
g11517.t5_1	BRAKERILHT00000002524_1
g11520.t1_1	BRAKERILHT00000003464_1
g11526.t1_1	BRAKERILHT00000003353_1
g11527.t1_1	BRAKERILHT00000004126_1
g11528.t1_1	BRAKERILHT00000003656_1
g11529.t2_1	BRAKERILHT00000002243_1
g11530.t1_1	BRAKERILHT00000003452_1
g11533.t1_1	BRAKERILHT00000003996_1
g11535.t1_1	BRAKERILHT00000004093_1
g11536.t1_1	BRAKERILHT00000003166_1
g11540.t1_1	BRAKERILHT00000003621_1
g11542.t1_1	BRAKERILHT00000003316_1
g11543.t1_1	BRAKERILHT00000002192_1
g11544.t1_1	BRAKERILHT00000003942_1
g11545.t1_1	BRAKERILHT00000003086_1
g11548.t1_1	BRAKERILHT00000002482_1
g11550.t1_1	BRAKERILHT00000002998_1
g11551.t1_1	BRAKERILHT00000002345_1
g11553.t1_1	BRAKERILHT00000003138_1
g11554.t1_1	BRAKERILHT00000003559_1
g11559.t1_1	BRAKERILHT00000003707_1
g11562.t2_1	BRAKERILHT00000003965_1
g11563.t1_1	BRAKERILHT00000003609_1
g11564.t1_1	BRAKERILHT00000004210_1
g11565.t1_1	BRAKERILHT00000002728_1
g11567.t1_1	BRAKERILHT00000003442_1
g11568.t1_1	BRAKERILHT00000003882_1
g11569.t2_1	BRAKERILHT00000002612_1
g11570.t1_1	BRAKERILHT00000003256_1
g11571.t1_1	BRAKERILHT00000002610_1
g11573.t1_1	BRAKERILHT00000003021_1
g11574.t2_1	BRAKERILHT00000004221_1
g11575.t1_1	BRAKERILHT00000003539_1
g11576.t3_1	BRAKERILHT00000002582_1
g11578.t1_1	BRAKERILHT00000003594_1
g11579.t2_1	BRAKERILHT00000004223_1
g11580.t1_1	BRAKERILHT00000003688_1
g11581.t1_1	BRAKERILHT00000003243_1
g11582.t2_1	BRAKERILHT00000002738_1
g11583.t1_1	BRAKERILHT00000002964_1
g11584.t2_1	BRAKERILHT00000002408_1
g11585.t1_1	BRAKERILHT00000009942_1
g11586.t1_1	BRAKERILHT00000004262_1
g11587.t1_1	BRAKERILHT00000003742_1
g11588.t1_1	BRAKERILHT00000002374_1
g11590.t1_1	BRAKERILHT00000003024_1
g11592.t1_1	BRAKERILHT00000002632_1
g11593.t1_1	BRAKERILHT00000003274_1
g11594.t1_1	BRAKERILHT00000003349_1
g11595.t1_1	BRAKERILHT00000004013_1
g11596.t1_1	BRAKERILHT00000003028_1
g11597.t1_1	BRAKERILHT00000003533_1
g11598.t1_1	BRAKERILHT00000003690_1
g11599.t1_1	BRAKERILHT00000002385_1
g11600.t1_1	BRAKERILHT00000002207_1
g11601.t1_1	BRAKERILHT00000002647_1
g11603.t1_1	BRAKERILHT00000004199_1
g11604.t1_1	BRAKERILHT00000003675_1
g11605.t1_1	BRAKERILHT00000003192_1
g11606.t4_1	BRAKERILHT00000002685_1
g11607.t1_1	BRAKERILHT00000003950_1
g11608.t1_1	BRAKERILHT00000003415_1
g11610.t1_1	BRAKERILHT00000003293_1
g11612.t1_1	BRAKERILHT00000003036_1
g11613.t1_1	BRAKERILHT00000002380_1
g11614.t1_1	BRAKERILHT00000004272_1
g11615.t1_1	BRAKERILHT00000003264_1
g11617.t1_1	BRAKERILHT00000002638_1
g11618.t1_1	BRAKERILHT00000003372_1
g11620.t1_1	BRAKERILHT00000004043_1
g11621.t1_1	BRAKERILHT00000003049_1
g11622.t1_1	BRAKERILHT00000003530_1
g11623.t1_1	BRAKERILHT00000002834_1
g11624.t1_1	BRAKERILHT00000002287_1
g11625.t1_1	BRAKERILHT00000004127_1
g11626.t1_1	BRAKERILHT00000002613_1
g11627.t1_1	BRAKERILHT00000004025_1
g11629.t1_1	BRAKERILHT00000003804_1
g11630.t1_1	BRAKERILHT00000003017_1
g11632.t1_1	BRAKERILHT00000002359_1
g11633.t1_1	BRAKERILHT00000004087_1
g11635.t1_1	BRAKERILHT00000003423_1
g11636.t1_1	BRAKERILHT00000003593_1
g11637.t1_1	BRAKERILHT00000002450_1
g11639.t2_1	BRAKERILHT00000002544_1
g11643.t1_1	BRAKERILHT00000004018_1
g11644.t1_1	BRAKERILHT00000003289_1
g11645.t1_1	BRAKERILHT00000002649_1
g11646.t1_1	BRAKERILHT00000003624_1
g11647.t1_1	BRAKERILHT00000002948_1
g11648.t1_1	BRAKERILHT00000004131_1
g11649.t1_1	BRAKERILHT00000003454_1
g11650.t1_1	BRAKERILHT00000003135_1
g11652.t1_1	BRAKERILHT00000003571_1
g11653.t1_1	BRAKERILHT00000003701_1
g11654.t1_1	BRAKERILHT00000002908_1
g11655.t1_1	BRAKERILHT00000002283_1
g11656.t1_1	BRAKERILHT00000003898_1
g11657.t2_1	BRAKERILHT00000003848_1
g11659.t1_1	BRAKERILHT00000003217_1
g11660.t1_1	BRAKERILHT00000002600_1
g11661.t1_1	BRAKERILHT00000004229_1
g11662.t1_1	BRAKERILHT00000002624_1
g11663.t1_1	BRAKERILHT00000004378_1
g11664.t1_1	BRAKERILHT00000002725_1
g11665.t1_1	BRAKERILHT00000003909_1
g11666.t1_1	BRAKERILHT00000002279_1
g11667.t1_1	BRAKERILHT00000003850_1
g11668.t2_1	BRAKERILHT00000004214_1
g11669.t1_1	BRAKERILHT00000002599_1
g11670.t1_1	BRAKERILHT00000002955_1
g11671.t1_1	BRAKERILHT00000003540_1
g11672.t1_1	BRAKERILHT00000003889_1
g11673.t1_1	BRAKERILHT00000004360_1
g11674.t1_1	BRAKERILHT00000002876_1
g11675.t1_1	BRAKERILHT00000004411_1
g11676.t1_1	BRAKERILHT00000003115_1
g11677.t1_1	BRAKERILHT00000002339_1
g11678.t1_1	BRAKERILHT00000003038_1
g11679.t1_1	BRAKERILHT00000002381_1
g11680.t1_1	BRAKERILHT00000004039_1
g11681.t1_1	BRAKERILHT00000003697_1
g11682.t1_1	BRAKERILHT00000003076_1
g11685.t1_1	BRAKERILHT00000004103_1
g11686.t1_1	BRAKERILHT00000003463_1
g11688.t1_1	BRAKERILHT00000004355_1
g11689.t1_1	BRAKERILHT00000003032_1
g11690.t1_1	BRAKERILHT00000003369_1
g11691.t1_1	BRAKERILHT00000004016_1
g11692.t1_1	BRAKERILHT00000002656_1
g11693.t1_1	BRAKERILHT00000003536_1
g11694.t1_1	BRAKERILHT00000003907_1
g11695.t1_1	BRAKERILHT00000004038_1
g11696.t1_1	BRAKERILHT00000002785_1
g11697.t1_1	BRAKERILHT00000002714_1
g11698.t1_1	BRAKERILHT00000003091_1
g11699.t1_1	BRAKERILHT00000004124_1
g11700.t1_1	BRAKERILHT00000002267_1
g11701.t1_1	BRAKERILHT00000003724_1
g11702.t2_1	BRAKERILHT00000002734_1
g11703.t1_1	BRAKERILHT00000003475_1
g11705.t1_1	BRAKERILHT00000004069_1
g11707.t1_1	BRAKERILHT00000003795_1
g11708.t1_1	BRAKERILHT00000004320_1
g11709.t1_1	BRAKERILHT00000002586_1
g11710.t1_1	BRAKERILHT00000003145_1
g11711.t2_1	BRAKERILHT00000004014_1
g11712.t1_1	BRAKERILHT00000002518_1
g11715.t2_1	BRAKERILHT00000004042_1
g11716.t1_1	BRAKERILHT00000003390_1
g11717.t1_1	BRAKERILHT00000003126_1
g11718.t2_1	BRAKERILHT00000003608_1
g11720.t2_1	BRAKERILHT00000003363_1
g11721.t1_1	BRAKERILHT00000003885_1
g11722.t1_1	BRAKERILHT00000002277_1
g11723.t1_1	BRAKERILHT00000002784_1
g11724.t4_1	BRAKERILHT00000003268_1
g11726.t1_1	BRAKERILHT00000003861_1
g11727.t1_1	BRAKERILHT00000004265_1
g11728.t1_1	BRAKERILHT00000002761_1
g11729.t1_1	BRAKERILHT00000002708_1
g11730.t1_1	BRAKERILHT00000003774_1
g11731.t1_1	BRAKERILHT00000004174_1
g11732.t1_1	BRAKERILHT00000003197_1
g11734.t1_1	BRAKERILHT00000002968_1
g11735.t1_1	BRAKERILHT00000003835_1
g11736.t2_1	BRAKERILHT00000003541_1
g11737.t1_1	BRAKERILHT00000004007_1
g11738.t1_1	BRAKERILHT00000002341_1
g11739.t1_1	BRAKERILHT00000002525_1
g11741.t1_1	BRAKERILHT00000003163_1
g11742.t1_1	BRAKERILHT00000003773_1
g11743.t2_1	BRAKERILHT00000004423_1
g11744.t1_1	BRAKERILHT00000014886_1
g11745.t1_1	BRAKERILHT00000002225_1
g11746.t2_1	BRAKERILHT00000003062_1
g11747.t1_1	BRAKERILHT00000002584_1
g11748.t1_1	BRAKERILHT00000004139_1
g11749.t1_1	BRAKERILHT00000001730_1
g11751.t3_1	BRAKERILHT00000003677_1
g11752.t1_1	BRAKERILHT00000002871_1
g11754.t1_1	BRAKERILHT00000002715_1
g11755.t1_1	BRAKERILHT00000004415_1
g11757.t1_1	BRAKERILHT00000003595_1
g11761.t1_1	BRAKERILHT00000012486_1
g11762.t1_1	BRAKERILHT00000002479_1
g11764.t1_1	BRAKERILHT00000004255_1
g11774.t1_1	BRAKERILHT00000004137_1
g11776.t1_1	BRAKERILHT00000010577_1
g11778.t1_1	BRAKERILHT00000003386_1
g11782.t1_1	BRAKERILHT00000003418_1
g11783.t1_1	BRAKERILHT00000003025_1
g11785.t1_1	BRAKERILHT00000004222_1
g11786.t1_1	BRAKERILHT00000003232_1
g11787.t1_1	BRAKERILHT00000002259_1
g11788.t1_1	BRAKERILHT00000003747_1
g11794.t1_1	BRAKERILHT00000002989_1
g11796.t1_1	BRAKERILHT00000002230_1
g11798.t1_1	BRAKERILHT00000003869_1
g11800.t1_1	BRAKERILHT00000003116_1
g11801.t1_1	BRAKERILHT00000003444_1
g11802.t1_1	BRAKERILHT00000003168_1
g11803.t1_1	BRAKERILHT00000004421_1
g11804.t1_1	BRAKERILHT00000002659_1
g11807.t2_1	BRAKERILHT00000002840_1
g11809.t1_1	BRAKERILHT00000003320_1
g11810.t1_1	BRAKERILHT00000003568_1
g11812.t1_1	BRAKERILHT00000003522_1
g11813.t1_1	BRAKERILHT00000004028_1
g11814.t1_1	BRAKERILHT00000002375_1
g11816.t1_1	BRAKERILHT00000007312_1
g11817.t1_1	BRAKERILHT00000003556_1
g11818.t1_1	BRAKERILHT00000002820_1
g11820.t2_1	BRAKERILHT00000004285_1
g11826.t1_1	BRAKERILHT00000004256_1
g11828.t1_1	BRAKERILHT00000002750_1
g11829.t1_1	BRAKERILHT00000004143_1
g11830.t1_1	BRAKERILHT00000003080_1
g11832.t1_1	BRAKERILHT00000002672_1
g11833.t1_1	BRAKERILHT00000004437_1
g11834.t1_1	BRAKERILHT00000002253_1
g11835.t1_1	BRAKERILHT00000004026_1
g11836.t1_1	BRAKERILHT00000004138_1
g11837.t1_1	BRAKERILHT00000003077_1
g11838.t5_1	BRAKERILHT00000003748_1
g11839.t1_1	BRAKERILHT00000002324_1
g11840.t2_1	BRAKERILHT00000003100_1
g11841.t1_1	BRAKERILHT00000002601_1
g11842.t1_1	BRAKERILHT00000002919_1
g11843.t1_1	BRAKERILHT00000002688_1
g11845.t1_1	BRAKERILHT00000002251_1
g11844.t1_1	BRAKERILHT00000004020_1
g11846.t1_1	BRAKERILHT00000003543_1
g11847.t1_1	BRAKERILHT00000002781_1
g11848.t1_1	BRAKERILHT00000002577_1
g11851.t1_1	BRAKERILHT00000003155_1
g11853.t1_1	BRAKERILHT00000003615_1
