g8.t1_1	CALCHIM00000023384_1
g11803.t1_1	CALCHIM00000013520_1
g11804.t1_1	CALCHIM00000013518_1
g11806.t1_1	CALCHIM00000013517_1
g11807.t2_1	CALCHIM00000013513_1
g11809.t1_1	CALCHIM00000013506_1
g11810.t1_1	CALCHIM00000013505_1
g11811.t1_1	CALCHIM00000031472_1
g11812.t1_1	CALCHIM00000013502_1
g11813.t1_1	CALCHIM00000013499_1
g11814.t1_1	CALCHIM00000013498_1
g11815.t1_1	CALCHIM00000013497_1
g11816.t1_1	CALCHIM00000012405_1
g11817.t1_1	CALCHIM00000013493_1
g11818.t1_1	CALCHIM00000058888_1
g11820.t2_1	CALCHIM00000058879_1
g11825.t1_1	CALCHIM00000044103_1
g11826.t1_1	CALCHIM00000042470_1
g11827.t1_1	CALCHIM00000042464_1
g11828.t1_1	CALCHIM00000042456_1
g11829.t1_1	CALCHIM00000042451_1
g11830.t1_1	CALCHIM00000042450_1
g11832.t1_1	CALCHIM00000042449_1
g11833.t1_1	CALCHIM00000042443_1
g11834.t1_1	CALCHIM00000042429_1
g11835.t1_1	CALCHIM00000042426_1
g11836.t1_1	CALCHIM00000042425_1
g11837.t1_1	CALCHIM00000042421_1
g11838.t5_1	CALCHIM00000042417_1
g11839.t1_1	CALCHIM00000042411_1
g11840.t2_1	CALCHIM00000042409_1
g11841.t1_1	CALCHIM00000042407_1
g11842.t1_1	CALCHIM00000042406_1
g11843.t1_1	CALCHIM00000042405_1
g11844.t1_1	CALCHIM00000042402_1
g11846.t1_1	CALCHIM00000042393_1
g11847.t1_1	CALCHIM00000042385_1
g11848.t1_1	CALCHIM00000042384_1
g11850.t1_1	CALCHIM00000049074_1
g11851.t1_1	CALCHIM00000042371_1
g11854.t1_1	CALCHIM00000042369_1
g11855.t1_1	CALCHIM00000042368_1
g11856.t1_1	CALCHIM00000042367_1
g11857.t1_1	CALCHIM00000042362_1
g11858.t1_1	CALCHIM00000042356_1
g11859.t1_1	CALCHIM00000042351_1
g11860.t1_1	CALCHIM00000042348_1
g11861.t1_1	CALCHIM00000042344_1
g11862.t2_1	CALCHIM00000042333_1
g11863.t1_1	CALCHIM00000042332_1
g11864.t2_1	CALCHIM00000042331_1
g11867.t1_1	CALCHIM00000042330_1
g11868.t2_1	CALCHIM00000042327_1
g11870.t1_1	CALCHIM00000042323_1
g11871.t1_1	CALCHIM00000042321_1
g11872.t1_1	CALCHIM00000042316_1
g11873.t2_1	CALCHIM00000042312_1
g11874.t1_1	CALCHIM00000042311_1
g11875.t1_1	CALCHIM00000042308_1
g11878.t1_1	CALCHIM00000042306_1
g11879.t1_1	CALCHIM00000042305_1
g11881.t2_1	CALCHIM00000042300_1
g11882.t1_1	CALCHIM00000042296_1
g11883.t1_1	CALCHIM00000042295_1
g11884.t1_1	CALCHIM00000042293_1
g11885.t1_1	CALCHIM00000042291_1
g11886.t2_1	CALCHIM00000042288_1
g11888.t1_1	CALCHIM00000042285_1
g11889.t1_1	CALCHIM00000042284_1
g11890.t1_1	CALCHIM00000042282_1
g11891.t1_1	CALCHIM00000042277_1
g11892.t1_1	CALCHIM00000042272_1
g11893.t1_1	CALCHIM00000042269_1
g11894.t1_1	CALCHIM00000002653_1
g11895.t1_1	CALCHIM00000042220_1
g11896.t2_1	CALCHIM00000042264_1
g11897.t4_1	CALCHIM00000042260_1
g11898.t2_1	CALCHIM00000042263_1
g11899.t1_1	CALCHIM00000042247_1
g11901.t1_1	CALCHIM00000042239_1
g11902.t1_1	CALCHIM00000042246_1
g11905.t1_1	CALCHIM00000042232_1
g11906.t2_1	CALCHIM00000042228_1
g11907.t1_1	CALCHIM00000042226_1
g11908.t1_1	CALCHIM00000042224_1
g11913.t1_1	CALCHIM00000042214_1
g11914.t1_1	CALCHIM00000042206_1
g11915.t1_1	CALCHIM00000042201_1
g11916.t1_1	CALCHIM00000042200_1
g11917.t1_1	CALCHIM00000042199_1
g11918.t1_1	CALCHIM00000042197_1
g11919.t2_1	CALCHIM00000000250_1
g11920.t1_1	CALCHIM00000000239_1
g11922.t1_1	CALCHIM00000000235_1
g11923.t2_1	CALCHIM00000000234_1
g11924.t1_1	CALCHIM00000000224_1
g11925.t1_1	CALCHIM00000000218_1
g11926.t4_1	CALCHIM00000000215_1
g11927.t1_1	CALCHIM00000000214_1
g11928.t1_1	CALCHIM00000000212_1
g11929.t1_1	CALCHIM00000000209_1
g11930.t2_1	CALCHIM00000046425_1
g11931.t1_1	CALCHIM00000046423_1
g11933.t1_1	CALCHIM00000046422_1
g11934.t3_1	CALCHIM00000046416_1
g11935.t1_1	CALCHIM00000035011_1
g11938.t1_1	CALCHIM00000046415_1
g11939.t1_1	CALCHIM00000046411_1
g11940.t1_1	CALCHIM00000046409_1
g11941.t1_1	CALCHIM00000046408_1
g11942.t1_1	CALCHIM00000046406_1
g11943.t1_1	CALCHIM00000046396_1
g11945.t1_1	CALCHIM00000046391_1
g11946.t1_1	CALCHIM00000046385_1
g11947.t1_1	CALCHIM00000046383_1
g11949.t1_1	CALCHIM00000046382_1
g11952.t1_1	CALCHIM00000046371_1
g11953.t1_1	CALCHIM00000046369_1
g11954.t1_1	CALCHIM00000046367_1
g11956.t2_1	CALCHIM00000046355_1
g11957.t1_1	CALCHIM00000046348_1
g11958.t1_1	CALCHIM00000046346_1
g11961.t1_1	CALCHIM00000046337_1
g11962.t1_1	CALCHIM00000046336_1
g11964.t1_1	CALCHIM00000046334_1
g11965.t1_1	CALCHIM00000046317_1
g11966.t1_1	CALCHIM00000046321_1
g11968.t1_1	CALCHIM00000046333_1
g11969.t1_1	CALCHIM00000046332_1
g11970.t1_1	CALCHIM00000046330_1
g11971.t1_1	CALCHIM00000046327_1
g11972.t1_1	CALCHIM00000046324_1
g11974.t3_1	CALCHIM00000046313_1
g11975.t1_1	CALCHIM00000046312_1
g11976.t1_1	CALCHIM00000046309_1
g11977.t7_1	CALCHIM00000046302_1
g11978.t2_1	CALCHIM00000046297_1
g11979.t1_1	CALCHIM00000046289_1
g11980.t1_1	CALCHIM00000046288_1
g11981.t2_1	CALCHIM00000046279_1
g11982.t1_1	CALCHIM00000046281_1
g11983.t1_1	CALCHIM00000046277_1
g11984.t1_1	CALCHIM00000046276_1
g11985.t1_1	CALCHIM00000050491_1
g11986.t1_1	CALCHIM00000034813_1
g11988.t1_1	CALCHIM00000034822_1
g11989.t1_1	CALCHIM00000034818_1
g11990.t1_1	CALCHIM00000034824_1
g11991.t1_1	CALCHIM00000019661_1
g11992.t1_1	CALCHIM00000015040_1
g11993.t1_1	CALCHIM00000043638_1
g11996.t1_1	CALCHIM00000034832_1
g11997.t1_1	CALCHIM00000034833_1
g11999.t1_1	CALCHIM00000019663_1
g12004.t1_1	CALCHIM00000043643_1
g12005.t1_1	CALCHIM00000043650_1
g12006.t1_1	CALCHIM00000043646_1
g12008.t1_1	CALCHIM00000039024_1
g12013.t1_1	CALCHIM00000041705_1
g12015.t2_1	CALCHIM00000041718_1
g12016.t1_1	CALCHIM00000041721_1
g12026.t1_1	CALCHIM00000038570_1
g12028.t1_1	CALCHIM00000041731_1
g12029.t1_1	CALCHIM00000041742_1
g12030.t2_1	CALCHIM00000041746_1
g12032.t1_1	CALCHIM00000004527_1
g12033.t1_1	CALCHIM00000004520_1
g12036.t1_1	CALCHIM00000015525_1
g12037.t1_1	CALCHIM00000015527_1
g12045.t1_1	CALCHIM00000057038_1
g12054.t1_1	CALCHIM00000054236_1
g12056.t1_1	CALCHIM00000057007_1
g12058.t1_1	CALCHIM00000057008_1
g12059.t1_1	CALCHIM00000057009_1
g12060.t1_1	CALCHIM00000057031_1
g12062.t2_1	CALCHIM00000057049_1
g12063.t1_1	CALCHIM00000057054_1
g12064.t1_1	CALCHIM00000057056_1
g12065.t1_1	CALCHIM00000057060_1
g12067.t1_1	CALCHIM00000055698_1
g12071.t1_1	CALCHIM00000055704_1
g12074.t1_1	CALCHIM00000009343_1
g12078.t2_1	CALCHIM00000055789_1
g12079.t1_1	CALCHIM00000055809_1
g12080.t1_1	CALCHIM00000026900_1
g12081.t1_1	CALCHIM00000043647_1
g12082.t1_1	CALCHIM00000043645_1
g12084.t1_1	CALCHIM00000023171_1
g12089.t1_1	CALCHIM00000017450_1
g12094.t1_1	CALCHIM00000054317_1
g12095.t1_1	CALCHIM00000028121_1
g12096.t1_1	CALCHIM00000033209_1
g12098.t2_1	CALCHIM00000033215_1
g12099.t4_1	CALCHIM00000033219_1
g12101.t1_1	CALCHIM00000033221_1
g12102.t1_1	CALCHIM00000033227_1
g12104.t1_1	CALCHIM00000043332_1
g12105.t1_1	CALCHIM00000008512_1
g12107.t1_1	CALCHIM00000008523_1
g12108.t1_1	CALCHIM00000008527_1
g12110.t1_1	CALCHIM00000008529_1
g12113.t1_1	CALCHIM00000008530_1
g12114.t1_1	CALCHIM00000008531_1
g12117.t1_1	CALCHIM00000008548_1
g12118.t1_1	CALCHIM00000008549_1
g12119.t1_1	CALCHIM00000008552_1
g12123.t2_1	CALCHIM00000008553_1
g12124.t1_1	CALCHIM00000008558_1
g12125.t2_1	CALCHIM00000008561_1
g12126.t1_1	CALCHIM00000008568_1
g12128.t1_1	CALCHIM00000030308_1
g12129.t1_1	CALCHIM00000008571_1
g12130.t1_1	CALCHIM00000008573_1
g12131.t1_1	CALCHIM00000049125_1
g12133.t1_1	CALCHIM00000049127_1
g12134.t1_1	CALCHIM00000049132_1
g12135.t2_1	CALCHIM00000049135_1
g12136.t1_1	CALCHIM00000049136_1
g12137.t1_1	CALCHIM00000049137_1
g12138.t1_1	CALCHIM00000049146_1
g12139.t1_1	CALCHIM00000049150_1
g12140.t1_1	CALCHIM00000049152_1
g12141.t1_1	CALCHIM00000049153_1
g12143.t2_1	CALCHIM00000049155_1
g12144.t1_1	CALCHIM00000049164_1
g12145.t1_1	CALCHIM00000035898_1
g12146.t1_1	CALCHIM00000049170_1
g12147.t1_1	CALCHIM00000049173_1
g12148.t1_1	CALCHIM00000049176_1
g12149.t1_1	CALCHIM00000049179_1
g12150.t1_1	CALCHIM00000049183_1
g12151.t1_1	CALCHIM00000049185_1
g12153.t1_1	CALCHIM00000049204_1
g12155.t1_1	CALCHIM00000049213_1
g12156.t1_1	CALCHIM00000049217_1
g12157.t1_1	CALCHIM00000049218_1
g12160.t3_1	CALCHIM00000049240_1
g12161.t1_1	CALCHIM00000049246_1
g12162.t1_1	CALCHIM00000049247_1
g12164.t1_1	CALCHIM00000049251_1
g12165.t1_1	CALCHIM00000049254_1
g12166.t1_1	CALCHIM00000049261_1
g12167.t1_1	CALCHIM00000049266_1
g12168.t1_1	CALCHIM00000049268_1
g12169.t1_1	CALCHIM00000049271_1
g12170.t1_1	CALCHIM00000049272_1
g12172.t2_1	CALCHIM00000049279_1
g12173.t1_1	CALCHIM00000049280_1
g12174.t1_1	CALCHIM00000049282_1
g12175.t2_1	CALCHIM00000049285_1
g12176.t2_1	CALCHIM00000049292_1
g12177.t2_1	CALCHIM00000049294_1
g12178.t1_1	CALCHIM00000049297_1
g12179.t1_1	CALCHIM00000056532_1
g12181.t1_1	CALCHIM00000047447_1
g12182.t1_1	CALCHIM00000033483_1
g12183.t1_1	CALCHIM00000033484_1
g12184.t1_1	CALCHIM00000033488_1
g12185.t1_1	CALCHIM00000033492_1
g12186.t1_1	CALCHIM00000024990_1
g12187.t1_1	CALCHIM00000024963_1
g12188.t1_1	CALCHIM00000017502_1
g12189.t3_1	CALCHIM00000017030_1
g12190.t1_1	CALCHIM00000042154_1
g12191.t4_1	CALCHIM00000017026_1
g12192.t1_1	CALCHIM00000029260_1
g12193.t1_1	CALCHIM00000017010_1
g12194.t1_1	CALCHIM00000017008_1
g12195.t1_1	CALCHIM00000017003_1
g12196.t1_1	CALCHIM00000031545_1
g12197.t2_1	CALCHIM00000058248_1
g12199.t1_1	CALCHIM00000058247_1
g12200.t1_1	CALCHIM00000058246_1
g12202.t1_1	CALCHIM00000031534_1
g12204.t1_1	CALCHIM00000058236_1
g12205.t1_1	CALCHIM00000031529_1
g12206.t1_1	CALCHIM00000031527_1
g12209.t1_1	CALCHIM00000041530_1
g12210.t2_1	CALCHIM00000041542_1
g12211.t2_1	CALCHIM00000041543_1
g12212.t1_1	CALCHIM00000041544_1
g12213.t1_1	CALCHIM00000041547_1
g12214.t1_1	CALCHIM00000041554_1
g12215.t1_1	CALCHIM00000041559_1
g12217.t1_1	CALCHIM00000041568_1
g12219.t1_1	CALCHIM00000041580_1
g12220.t1_1	CALCHIM00000041577_1
g12221.t1_1	CALCHIM00000005422_1
g12222.t1_1	CALCHIM00000041571_1
g12223.t1_1	CALCHIM00000041581_1
g12224.t1_1	CALCHIM00000041587_1
g12225.t1_1	CALCHIM00000041588_1
g12226.t1_1	CALCHIM00000041589_1
g12227.t1_1	CALCHIM00000028318_1
g12228.t1_1	CALCHIM00000041616_1
g12229.t1_1	CALCHIM00000041622_1
g12230.t1_1	CALCHIM00000033515_1
g12233.t1_1	CALCHIM00000033501_1
g12234.t1_1	CALCHIM00000033497_1
g12235.t2_1	CALCHIM00000033496_1
g12237.t1_1	CALCHIM00000033494_1
g12239.t1_1	CALCHIM00000024994_1
g12240.t1_1	CALCHIM00000024997_1
g12241.t1_1	CALCHIM00000024998_1
g12242.t1_1	CALCHIM00000024999_1
g12243.t1_1	CALCHIM00000025001_1
g12246.t1_1	CALCHIM00000052181_1
g12247.t1_1	CALCHIM00000025030_1
g12248.t1_1	CALCHIM00000025044_1
g12249.t1_1	CALCHIM00000025045_1
g12250.t1_1	CALCHIM00000025046_1
g12251.t1_1	CALCHIM00000025047_1
g12252.t1_1	CALCHIM00000025049_1
g12253.t1_1	CALCHIM00000025052_1
g12254.t1_1	CALCHIM00000025054_1
g12255.t1_1	CALCHIM00000025057_1
g12256.t1_1	CALCHIM00000025059_1
g12258.t1_1	CALCHIM00000041421_1
g12261.t1_1	CALCHIM00000002476_1
g12262.t1_1	CALCHIM00000042080_1
g12263.t1_1	CALCHIM00000025086_1
g12264.t1_1	CALCHIM00000039111_1
g12265.t1_1	CALCHIM00000025090_1
g12266.t1_1	CALCHIM00000025099_1
g12267.t2_1	CALCHIM00000025101_1
g12268.t1_1	CALCHIM00000025102_1
g12269.t1_1	CALCHIM00000025107_1
g12270.t1_1	CALCHIM00000025109_1
g12271.t1_1	CALCHIM00000025112_1
g12272.t1_1	CALCHIM00000023196_1
g12273.t1_1	CALCHIM00000023204_1
g12274.t1_1	CALCHIM00000023205_1
g12277.t1_1	CALCHIM00000023206_1
g12278.t2_1	CALCHIM00000023211_1
g12279.t1_1	CALCHIM00000023221_1
g12280.t1_1	CALCHIM00000023224_1
g12281.t3_1	CALCHIM00000023226_1
g12282.t1_1	CALCHIM00000023227_1
g12283.t2_1	CALCHIM00000023232_1
g12284.t1_1	CALCHIM00000043439_1
g12285.t1_1	CALCHIM00000043455_1
g12286.t1_1	CALCHIM00000043464_1
g12290.t1_1	CALCHIM00000013772_1
g12291.t1_1	CALCHIM00000013770_1
g12292.t1_1	CALCHIM00000013767_1
g12293.t1_1	CALCHIM00000013763_1
g12294.t1_1	CALCHIM00000013761_1
g12295.t1_1	CALCHIM00000013759_1
g12296.t2_1	CALCHIM00000013757_1
g12297.t2_1	CALCHIM00000013754_1
g12298.t1_1	CALCHIM00000019535_1
g12299.t1_1	CALCHIM00000019534_1
g12300.t1_1	CALCHIM00000019532_1
g12301.t1_1	CALCHIM00000013747_1
g12302.t1_1	CALCHIM00000013746_1
g12303.t1_1	CALCHIM00000013743_1
g12304.t1_1	CALCHIM00000013741_1
g12308.t1_1	CALCHIM00000010453_1
g12309.t1_1	CALCHIM00000032072_1
g12310.t1_1	CALCHIM00000032065_1
g12312.t1_1	CALCHIM00000031379_1
g12313.t1_1	CALCHIM00000031389_1
g12314.t1_1	CALCHIM00000031390_1
g12315.t1_1	CALCHIM00000031398_1
g12318.t1_1	CALCHIM00000031400_1
g12321.t1_1	CALCHIM00000031407_1
g12322.t1_1	CALCHIM00000031409_1
g12323.t1_1	CALCHIM00000022284_1
g12324.t2_1	CALCHIM00000031419_1
g12325.t1_1	CALCHIM00000002036_1
g12326.t1_1	CALCHIM00000002048_1
g12327.t1_1	CALCHIM00000031436_1
g12328.t1_1	CALCHIM00000016298_1
g12330.t1_1	CALCHIM00000022394_1
g12331.t1_1	CALCHIM00000022391_1
g12332.t1_1	CALCHIM00000022389_1
g12334.t1_1	CALCHIM00000022387_1
g12335.t1_1	CALCHIM00000022384_1
g12336.t1_1	CALCHIM00000022381_1
g12337.t1_1	CALCHIM00000022377_1
g12338.t1_1	CALCHIM00000022368_1
g12340.t1_1	CALCHIM00000022364_1
g12342.t1_1	CALCHIM00000022363_1
g12343.t1_1	CALCHIM00000044686_1
g12345.t2_1	CALCHIM00000022359_1
g12348.t1_1	CALCHIM00000022358_1
g12349.t1_1	CALCHIM00000022356_1
g12350.t1_1	CALCHIM00000022350_1
g12351.t1_1	CALCHIM00000022349_1
g12353.t1_1	CALCHIM00000022346_1
g12354.t1_1	CALCHIM00000022340_1
g12355.t1_1	CALCHIM00000022336_1
g12356.t1_1	CALCHIM00000022335_1
g12357.t1_1	CALCHIM00000027756_1
g12358.t1_1	CALCHIM00000027758_1
g12359.t1_1	CALCHIM00000022325_1
g12360.t1_1	CALCHIM00000022321_1
g12361.t2_1	CALCHIM00000043711_1
g12362.t1_1	CALCHIM00000043713_1
g12363.t1_1	CALCHIM00000048006_1
g12364.t1_1	CALCHIM00000048008_1
g12365.t1_1	CALCHIM00000022300_1
g12367.t1_1	CALCHIM00000022292_1
g12368.t1_1	CALCHIM00000022291_1
g12369.t1_1	CALCHIM00000022288_1
g12370.t1_1	CALCHIM00000007458_1
g12371.t1_1	CALCHIM00000042863_1
g12372.t1_1	CALCHIM00000007462_1
g12373.t1_1	CALCHIM00000048033_1
g12374.t1_1	CALCHIM00000007467_1
g12377.t1_1	CALCHIM00000000327_1
g12378.t1_1	CALCHIM00000000324_1
g12379.t1_1	CALCHIM00000040929_1
g12380.t1_1	CALCHIM00000040931_1
g12381.t1_1	CALCHIM00000002595_1
g12383.t1_1	CALCHIM00000002596_1
g12384.t1_1	CALCHIM00000002597_1
g12385.t1_1	CALCHIM00000043954_1
g12386.t1_1	CALCHIM00000043957_1
g12387.t1_1	CALCHIM00000043958_1
g12388.t1_1	CALCHIM00000043964_1
g12389.t1_1	CALCHIM00000043965_1
g12390.t2_1	CALCHIM00000043966_1
g12391.t1_1	CALCHIM00000043968_1
g12392.t1_1	CALCHIM00000019008_1
g12393.t1_1	CALCHIM00000020526_1
g12394.t1_1	CALCHIM00000020525_1
g12395.t1_1	CALCHIM00000020518_1
g12592.t1_1	CALCHIM00000057103_1
g12598.t1_1	CALCHIM00000012499_1
g12600.t1_1	CALCHIM00000012510_1
g12603.t1_1	CALCHIM00000047812_1
g12604.t1_1	CALCHIM00000011394_1
g12605.t2_1	CALCHIM00000044949_1
g12608.t1_1	CALCHIM00000046693_1
g12610.t1_1	CALCHIM00000015551_1
g12611.t1_1	CALCHIM00000015552_1
g12613.t1_1	CALCHIM00000015556_1
g12614.t1_1	CALCHIM00000015561_1
g12615.t1_1	CALCHIM00000015564_1
g12616.t1_1	CALCHIM00000015567_1
g12617.t1_1	CALCHIM00000015569_1
g12618.t1_1	CALCHIM00000015575_1
g12620.t1_1	CALCHIM00000015584_1
g12621.t1_1	CALCHIM00000015590_1
g12622.t1_1	CALCHIM00000015591_1
g12623.t1_1	CALCHIM00000015592_1
g12624.t2_1	CALCHIM00000015598_1
g12625.t1_1	CALCHIM00000034269_1
g12626.t1_1	CALCHIM00000034270_1
g12627.t1_1	CALCHIM00000034272_1
g12628.t2_1	CALCHIM00000015611_1
g12630.t1_1	CALCHIM00000015623_1
g12631.t1_1	CALCHIM00000042567_1
g12632.t1_1	CALCHIM00000015625_1
g12633.t1_1	CALCHIM00000015626_1
g12634.t1_1	CALCHIM00000015629_1
g12635.t1_1	CALCHIM00000015634_1
g12636.t1_1	CALCHIM00000015635_1
g12637.t1_1	CALCHIM00000015636_1
g12638.t2_1	CALCHIM00000012203_1
g12639.t1_1	CALCHIM00000037589_1
g12640.t2_1	CALCHIM00000012206_1
g12641.t1_1	CALCHIM00000012209_1
g12642.t1_1	CALCHIM00000033578_1
g12643.t1_1	CALCHIM00000033577_1
g12644.t1_1	CALCHIM00000033574_1
g12645.t1_1	CALCHIM00000033572_1
g12646.t1_1	CALCHIM00000033564_1
g12647.t1_1	CALCHIM00000033560_1
g12648.t1_1	CALCHIM00000033559_1
g12649.t1_1	CALCHIM00000033557_1
g12650.t1_1	CALCHIM00000033553_1
g12651.t2_1	CALCHIM00000033549_1
g12652.t1_1	CALCHIM00000033545_1
g12653.t1_1	CALCHIM00000033544_1
g12655.t1_1	CALCHIM00000033542_1
g12656.t1_1	CALCHIM00000033541_1
g12657.t1_1	CALCHIM00000033539_1
g12658.t1_1	CALCHIM00000033538_1
g12659.t1_1	CALCHIM00000033537_1
g12660.t1_1	CALCHIM00000033535_1
g12661.t1_1	CALCHIM00000033532_1
g12663.t1_1	CALCHIM00000042141_1
g12664.t1_1	CALCHIM00000042143_1
g12665.t1_1	CALCHIM00000044623_1
g12666.t1_1	CALCHIM00000044622_1
g12667.t1_1	CALCHIM00000044620_1
g12668.t1_1	CALCHIM00000036852_1
g12670.t1_1	CALCHIM00000034332_1
g12673.t1_1	CALCHIM00000044586_1
g12674.t1_1	CALCHIM00000044585_1
g12675.t1_1	CALCHIM00000044583_1
g12676.t1_1	CALCHIM00000033429_1
g12677.t1_1	CALCHIM00000044581_1
g12678.t1_1	CALCHIM00000044577_1
g12679.t1_1	CALCHIM00000044576_1
g12680.t1_1	CALCHIM00000044574_1
g12681.t1_1	CALCHIM00000044573_1
g12682.t2_1	CALCHIM00000044567_1
g12683.t1_1	CALCHIM00000044560_1
g12685.t1_1	CALCHIM00000044559_1
g12686.t1_1	CALCHIM00000044557_1
g12688.t1_1	CALCHIM00000044545_1
g12689.t1_1	CALCHIM00000044544_1
g12690.t2_1	CALCHIM00000044540_1
g12691.t1_1	CALCHIM00000044537_1
g12692.t1_1	CALCHIM00000044536_1
g12693.t1_1	CALCHIM00000044535_1
g12694.t1_1	CALCHIM00000044533_1
g12695.t1_1	CALCHIM00000044530_1
g12696.t1_1	CALCHIM00000044520_1
g12698.t1_1	CALCHIM00000044517_1
g12699.t1_1	CALCHIM00000044514_1
g12700.t2_1	CALCHIM00000044511_1
g12701.t1_1	CALCHIM00000044502_1
g12702.t2_1	CALCHIM00000044500_1
g12703.t1_1	CALCHIM00000044498_1
g12704.t1_1	CALCHIM00000044499_1
g12705.t2_1	CALCHIM00000044496_1
g12706.t1_1	CALCHIM00000044495_1
g12707.t1_1	CALCHIM00000044492_1
g12708.t1_1	CALCHIM00000044486_1
g12709.t1_1	CALCHIM00000044484_1
g12710.t1_1	CALCHIM00000044478_1
g12714.t1_1	CALCHIM00000040178_1
g12718.t1_1	CALCHIM00000017361_1
g12719.t2_1	CALCHIM00000039821_1
g12720.t1_1	CALCHIM00000013510_1
g12721.t1_1	CALCHIM00000039818_1
g12724.t1_1	CALCHIM00000040883_1
g12725.t1_1	CALCHIM00000035063_1
g12726.t2_1	CALCHIM00000035067_1
g12730.t1_1	CALCHIM00000055225_1
g12731.t1_1	CALCHIM00000055224_1
g12733.t1_1	CALCHIM00000055223_1
g12734.t2_1	CALCHIM00000055219_1
g12735.t1_1	CALCHIM00000055217_1
g12736.t1_1	CALCHIM00000055213_1
g12737.t3_1	CALCHIM00000055210_1
g12738.t1_1	CALCHIM00000055206_1
g12739.t2_1	CALCHIM00000055202_1
g12740.t1_1	CALCHIM00000055203_1
g12741.t1_1	CALCHIM00000001356_1
g12744.t1_1	CALCHIM00000055196_1
g12745.t1_1	CALCHIM00000055192_1
g12746.t1_1	CALCHIM00000055187_1
g12747.t1_1	CALCHIM00000055181_1
g12748.t1_1	CALCHIM00000055185_1
g12749.t1_1	CALCHIM00000055177_1
g12750.t1_1	CALCHIM00000055174_1
g12751.t1_1	CALCHIM00000055169_1
g12752.t1_1	CALCHIM00000055168_1
g12753.t1_1	CALCHIM00000055164_1
g12755.t1_1	CALCHIM00000011424_1
g12756.t1_1	CALCHIM00000036627_1
g12759.t1_1	CALCHIM00000011430_1
g12760.t1_1	CALCHIM00000011432_1
g12761.t1_1	CALCHIM00000011438_1
g12762.t1_1	CALCHIM00000011442_1
g12764.t1_1	CALCHIM00000024320_1
g12765.t1_1	CALCHIM00000024319_1
g12766.t1_1	CALCHIM00000024317_1
g12767.t1_1	CALCHIM00000017071_1
g12768.t1_1	CALCHIM00000017073_1
g12769.t1_1	CALCHIM00000013632_1
g12770.t1_1	CALCHIM00000013635_1
g12771.t1_1	CALCHIM00000013637_1
g12772.t1_1	CALCHIM00000013645_1
g12773.t1_1	CALCHIM00000013650_1
g12774.t2_1	CALCHIM00000013656_1
g12775.t2_1	CALCHIM00000013660_1
g12776.t1_1	CALCHIM00000013661_1
g12778.t2_1	CALCHIM00000013665_1
g12779.t1_1	CALCHIM00000007383_1
g12780.t1_1	CALCHIM00000007384_1
g12782.t1_1	CALCHIM00000001897_1
g12785.t1_1	CALCHIM00000017217_1
g12787.t2_1	CALCHIM00000025743_1
g12788.t1_1	CALCHIM00000025742_1
g12797.t1_1	CALCHIM00000024523_1
g12799.t2_1	CALCHIM00000054041_1
g12805.t2_1	CALCHIM00000027161_1
g12808.t1_1	CALCHIM00000011398_1
g12809.t1_1	CALCHIM00000027163_1
g12811.t2_1	CALCHIM00000027168_1
g12812.t1_1	CALCHIM00000027174_1
g12813.t1_1	CALCHIM00000025472_1
g12814.t1_1	CALCHIM00000027175_1
g12815.t2_1	CALCHIM00000030952_1
g12816.t2_1	CALCHIM00000043279_1
g12817.t1_1	CALCHIM00000030095_1
g12818.t1_1	CALCHIM00000042958_1
g12819.t1_1	CALCHIM00000030084_1
g12821.t1_1	CALCHIM00000026017_1
g12822.t1_1	CALCHIM00000026016_1
g12823.t1_1	CALCHIM00000026015_1
g12824.t2_1	CALCHIM00000058685_1
g12825.t2_1	CALCHIM00000058693_1
g12828.t1_1	CALCHIM00000058701_1
g12829.t1_1	CALCHIM00000058706_1
g12830.t1_1	CALCHIM00000058710_1
g12831.t1_1	CALCHIM00000058712_1
g12832.t1_1	CALCHIM00000058715_1
g12836.t1_1	CALCHIM00000007498_1
g12837.t1_1	CALCHIM00000058720_1
g12838.t1_1	CALCHIM00000058721_1
g12839.t1_1	CALCHIM00000058723_1
g12840.t1_1	CALCHIM00000058726_1
g12843.t2_1	CALCHIM00000028648_1
g12845.t2_1	CALCHIM00000028643_1
g12846.t1_1	CALCHIM00000028636_1
g12847.t1_1	CALCHIM00000028635_1
g12848.t1_1	CALCHIM00000028631_1
g12850.t1_1	CALCHIM00000028629_1
g12851.t1_1	CALCHIM00000028627_1
g12852.t1_1	CALCHIM00000028624_1
g12854.t1_1	CALCHIM00000028623_1
g12855.t1_1	CALCHIM00000027767_1
g12856.t1_1	CALCHIM00000023164_1
g12857.t1_1	CALCHIM00000023163_1
g12858.t1_1	CALCHIM00000023160_1
g12859.t1_1	CALCHIM00000023152_1
g12860.t1_1	CALCHIM00000023150_1
g12861.t1_1	CALCHIM00000023148_1
g12863.t1_1	CALCHIM00000023144_1
g12865.t1_1	CALCHIM00000023139_1
g12866.t2_1	CALCHIM00000023138_1
g12868.t1_1	CALCHIM00000023137_1
g12869.t1_1	CALCHIM00000023135_1
g12870.t1_1	CALCHIM00000023134_1
g12871.t2_1	CALCHIM00000023128_1
g12873.t1_1	CALCHIM00000023125_1
g12874.t1_1	CALCHIM00000023126_1
g12875.t1_1	CALCHIM00000023122_1
g12876.t1_1	CALCHIM00000023120_1
