g6.t1_1	rna-XM_008203325.3_1
g11201.t1_1	rna-XM_968952.5_1
g11202.t1_1	rna-XM_008194217.3_1
g11204.t2_1	rna-XM_064357335.1_1
g11205.t1_1	rna-XM_962589.4_1
g11206.t1_1	rna-XM_963765.5_1
g11208.t1_1	rna-XM_064357328.1_1
g11209.t1_1	rna-XM_015979456.2_1
g11211.t1_1	rna-XM_965356.4_1
g11212.t1_1	rna-XM_965640.5_1
g11214.t1_1	rna-XM_008202535.3_1
g11215.t1_1	rna-XM_965428.4_1
g11217.t1_1	rna-XM_008196366.3_1
g11218.t1_1	rna-NM_001160237.1_1
g11219.t1_1	rna-XM_008198839.3_1
g11220.t1_1	rna-XM_008198749.2_1
g11221.t1_1	rna-XM_964038.5_1
g11222.t4_1	rna-XM_008198260.2_1
g11223.t1_1	rna-XM_963571.5_1
g11225.t1_1	rna-XM_963420.4_1
g11226.t1_1	rna-XM_969427.4_1
g11227.t1_1	rna-XM_961880.5_1
g11229.t1_1	rna-XM_064356605.1_1
g11230.t1_1	rna-XM_015980253.2_1
g11231.t1_1	rna-XM_008194299.3_1
g11233.t1_1	rna-XM_015979142.2_1
g11234.t1_1	rna-XM_064358920.1_1
g11235.t1_1	rna-XM_008194298.3_1
g11236.t1_1	rna-XM_962131.5_1
g11237.t1_1	rna-XM_964752.4_1
g11238.t1_1	rna-XM_962044.5_1
g11239.t1_1	rna-XM_008195508.3_1
g11240.t1_1	rna-XM_064357221.1_1
g11242.t1_1	rna-XM_008197580.3_1
g11244.t1_1	rna-XM_064356547.1_1
g11248.t1_1	rna-XM_969543.4_1
g11249.t1_1	rna-XM_967926.5_1
g11250.t1_1	rna-XM_962276.4_1
g11251.t1_1	rna-XM_970454.4_1
g11252.t1_1	rna-XM_015978253.2_1
g11258.t1_1	rna-XM_064358584.1_1
g11259.t1_1	rna-XM_965321.4_1
g11261.t1_1	rna-XM_064359994.1_1
g11262.t1_1	rna-XM_961822.4_1
g11263.t1_1	rna-XM_962997.4_1
g11264.t2_1	rna-XM_961796.5_1
g11266.t1_1	rna-XM_008198277.3_1
g11267.t1_1	rna-NM_001168441.1_1
g11268.t1_1	rna-XM_015982256.2_1
g11276.t1_1	rna-NM_001168309.1_1
g11277.t1_1	rna-NM_001168310.1_1
g11280.t1_1	rna-XM_968676.5_1
g11281.t1_1	rna-XM_064357411.1_1
g11282.t5_1	rna-XM_015982312.2_1
g11283.t1_1	rna-XM_968704.4_1
g11285.t1_1	rna-XM_015982455.2_1
g11287.t1_1	rna-XM_015978881.2_1
g11289.t1_1	rna-XM_015982931.2_1
g11290.t1_1	rna-XM_008198951.3_1
g11291.t1_1	rna-XM_969472.4_1
g11293.t1_1	rna-XM_001815384.4_1
g11294.t1_1	rna-XM_008198787.3_1
g11295.t1_1	rna-XM_008194327.3_1
g11297.t1_1	rna-XM_969373.4_1
g11299.t1_1	rna-XM_064357415.1_1
g11300.t1_1	rna-XM_064357423.1_1
g11301.t1_1	rna-XM_964723.4_1
g11302.t1_1	rna-XM_064357630.1_1
g11303.t1_1	rna-XM_964581.4_1
g11304.t1_1	rna-XM_968534.4_1
g11305.t1_1	rna-XM_964497.5_1
g11307.t1_1	rna-XM_015977678.2_1
g11308.t1_1	rna-NM_001170813.1_1
g11309.t2_1	rna-XM_064359826.1_1
g11310.t1_1	rna-XM_966970.4_1
g11311.t1_1	rna-XM_008192630.3_1
g11312.t1_1	rna-XM_964917.3_1
g11313.t1_1	rna-XM_008202815.3_1
g11314.t1_1	rna-XM_008200581.3_1
g11315.t1_1	rna-XM_961824.4_1
g11316.t1_1	rna-XM_969614.4_1
g11317.t1_1	rna-XM_969682.4_1
g11318.t1_1	rna-XM_965858.4_1
g11320.t1_1	rna-XM_967999.5_1
g11321.t1_1	rna-XM_064357720.1_1
g11322.t1_1	rna-XM_008196357.3_1
g11323.t1_1	rna-XM_964867.4_1
g11324.t1_1	rna-XM_969683.3_1
g11325.t1_1	rna-XM_008198530.2_1
g11328.t3_1	rna-XM_008198532.3_1
g11333.t2_1	rna-XM_008198533.3_1
g11334.t1_1	rna-XM_967091.5_1
g11336.t1_1	rna-XM_008198535.3_1
g11337.t1_1	rna-XM_015982497.2_1
g11338.t1_1	rna-XM_008203153.3_1
g11339.t1_1	rna-XM_008192870.3_1
g11340.t1_1	rna-XM_008202685.3_1
g11341.t1_1	rna-XM_965979.4_1
g11342.t1_1	rna-XM_064357733.1_1
g11346.t1_1	rna-XM_966459.5_1
g11347.t1_1	rna-XM_008194733.3_1
g11348.t1_1	rna-XM_008194736.3_1
g11349.t1_1	rna-XM_962830.4_1
g11350.t1_1	rna-XM_064356568.1_1
g11351.t2_1	rna-XM_015980502.2_1
g11352.t1_1	rna-XM_008195417.3_1
g11353.t1_1	rna-XM_966284.5_1
g11354.t2_1	rna-XM_008196085.3_1
g11355.t1_1	rna-XM_001813170.4_1
g11356.t1_1	rna-XM_966817.4_1
g11358.t1_1	rna-XM_966926.4_1
g11359.t1_1	rna-XM_966979.4_1
g11360.t1_1	rna-XM_963149.4_1
g11361.t1_1	rna-NM_001170663.1_1
g11362.t1_1	rna-XM_970238.4_1
g11364.t2_1	rna-XM_008202215.3_1
g11365.t1_1	rna-XM_965930.5_1
g11366.t1_1	rna-XM_064356799.1_1
g11370.t1_1	rna-XM_008195392.3_1
g11371.t1_1	rna-XM_008195391.3_1
g11372.t1_1	rna-XM_064356721.1_1
g11373.t1_1	rna-XM_015980049.1_1
g11374.t2_1	rna-XM_962447.4_1
g11375.t1_1	rna-XM_064357086.1_1
g11376.t1_1	rna-XM_064357099.1_1
g11378.t1_1	rna-XM_064357100.1_1
g11379.t1_1	rna-XM_963129.5_1
g11381.t1_1	rna-XM_008201615.3_1
g11382.t1_1	rna-XM_971400.4_1
g11383.t1_1	rna-XM_963595.4_1
g11384.t1_1	rna-XM_008192695.3_1
g11385.t1_1	rna-XM_064359758.1_1
g11386.t1_1	rna-XM_008199396.3_1
g11387.t1_1	rna-XM_967623.5_1
g11388.t1_1	rna-XM_008198690.3_1
g11390.t1_1	rna-XM_962350.5_1
g11391.t1_1	rna-XM_008199033.3_1
g11392.t1_1	rna-XM_967761.5_1
g11393.t1_1	rna-XM_008198568.3_1
g11395.t1_1	rna-XM_968362.4_1
g11396.t1_1	rna-XM_970504.4_1
g11397.t1_1	rna-XM_965180.4_1
g11398.t2_1	rna-XM_008200921.3_1
g11400.t1_1	rna-XM_008192933.3_1
g11401.t1_1	rna-XM_961536.4_1
g11402.t1_1	rna-XM_015978151.2_1
g11403.t1_1	rna-XM_008192932.3_1
g11404.t1_1	rna-XM_008202059.3_1
g11407.t1_1	rna-XM_966968.4_1
g11411.t1_1	rna-XM_008198818.3_1
g11412.t2_1	rna-XM_008202061.3_1
g11413.t1_1	rna-XM_961358.4_1
g11414.t1_1	rna-XM_008203336.3_1
g11415.t1_1	rna-XM_008193135.3_1
g11416.t1_1	rna-XM_963422.5_1
g11420.t1_1	rna-XM_008193133.3_1
g11421.t2_1	rna-XM_963107.4_1
g11424.t1_1	rna-XM_963028.4_1
g11426.t1_1	rna-XM_008200742.3_1
g11427.t1_1	rna-XM_064359874.1_1
g11429.t1_1	rna-XM_015984966.2_1
g11430.t1_1	rna-XM_008196235.3_1
g11431.t1_1	rna-XM_971050.5_1
g11432.t1_1	rna-XM_962533.5_1
g11433.t1_1	rna-XM_963369.4_1
g11434.t1_1	rna-XM_961623.4_1
g11435.t1_1	rna-XM_008193060.3_1
g11436.t1_1	rna-XM_064355367.1_1
g11437.t1_1	rna-XM_008194259.3_1
g11440.t1_1	rna-XM_008192699.3_1
g11441.t2_1	rna-XM_965828.4_1
g11442.t1_1	rna-XM_015982604.2_1
g11447.t1_1	rna-XM_962260.4_1
g11448.t2_1	rna-XM_962179.5_1
g11449.t1_1	rna-XM_015978064.2_1
g11450.t1_1	rna-XM_970885.4_1
g11451.t1_1	rna-XM_008192940.3_1
g11452.t1_1	rna-XM_001807329.3_1
g11453.t1_1	rna-XM_961973.4_1
g11456.t1_1	rna-XM_967671.4_1
g11457.t1_1	rna-XM_064359509.1_1
g11458.t1_1	rna-XM_015977696.2_1
g11461.t1_1	rna-XM_008192323.3_1
g11462.t1_1	rna-XM_967017.4_1
g11465.t1_1	rna-XM_969320.5_1
g11469.t2_1	rna-XM_968842.4_1
g11478.t1_1	rna-XM_971075.4_1
g11480.t1_1	rna-XM_064355539.1_1
g11483.t1_1	rna-XM_008198103.3_1
g11488.t1_1	rna-XM_962547.4_1
g11489.t1_1	rna-XM_008203001.3_1
g11494.t1_1	rna-XM_064355998.1_1
g11498.t1_1	rna-XM_969706.4_1
g11520.t1_1	rna-XM_008198398.3_1
g11523.t1_1	rna-XM_962957.4_1
g11525.t1_1	rna-XM_966590.4_1
g11526.t1_1	rna-XM_962307.4_1
g11527.t1_1	rna-XM_008202210.3_1
g11529.t2_1	rna-XM_008193555.3_1
g11533.t1_1	rna-XM_008203029.3_1
g11535.t1_1	rna-XM_008203174.2_1
g11536.t1_1	rna-XM_961787.4_1
g11538.t5_1	rna-XM_015984993.2_1
g11544.t1_1	rna-XM_008203168.3_1
g11549.t1_1	rna-XM_008203171.3_1
g11551.t1_1	rna-XM_064356264.1_1
g11552.t1_1	rna-XM_015978266.2_1
g11553.t1_1	rna-XM_970159.5_1
g11554.t1_1	rna-XM_969790.4_1
g11559.t1_1	rna-XM_969360.4_1
g11561.t1_1	rna-XM_966781.5_1
g11562.t2_1	rna-XM_008196360.2_1
g11563.t1_1	rna-XM_970293.4_1
g11564.t1_1	rna-NM_001170737.1_1
g11565.t1_1	rna-XM_970310.4_1
g11568.t1_1	rna-XM_962469.4_1
g11569.t2_1	rna-XM_008202411.3_1
g11570.t1_1	rna-XM_008192237.3_1
g11571.t1_1	rna-XM_064356444.1_1
g11573.t1_1	rna-XM_966718.4_1
g11576.t3_1	rna-XM_966885.4_1
g11578.t1_1	rna-XM_970270.5_1
g11579.t2_1	rna-XM_008197826.3_1
g11580.t1_1	rna-XM_970333.4_1
g11581.t1_1	rna-NM_001160217.1_1
g11582.t2_1	rna-XM_967343.5_1
g11583.t1_1	rna-XM_966782.5_1
g11586.t1_1	rna-XM_969831.5_1
g11587.t1_1	rna-XM_015982971.2_1
g11588.t1_1	rna-XM_064357483.1_1
g11590.t1_1	rna-XM_967180.4_1
g11592.t1_1	rna-XM_966708.4_1
g11593.t1_1	rna-XM_008195826.3_1
g11594.t1_1	rna-XM_963999.4_1
g11595.t1_1	rna-XM_966364.4_1
g11596.t1_1	rna-XM_015982418.2_1
g11598.t1_1	rna-XM_008195190.3_1
g11599.t1_1	rna-XM_962803.4_1
g11600.t1_1	rna-XM_962727.3_1
g11602.t2_1	rna-XM_962646.4_1
g11603.t1_1	rna-XM_064356963.1_1
g11604.t1_1	rna-XM_008195322.3_1
g11605.t1_1	rna-XM_964383.5_1
g11606.t4_1	rna-XM_008196190.3_1
g11607.t1_1	rna-XM_015979167.2_1
g11608.t1_1	rna-XM_962190.5_1
g11613.t1_1	rna-XM_008196188.3_1
g11614.t1_1	rna-XM_015980592.2_1
g11617.t1_1	rna-XM_015980594.2_1
g11621.t1_1	rna-XM_969960.5_1
g11622.t1_1	rna-XM_064356594.1_1
g11623.t1_1	rna-XM_008198906.3_1
g11624.t1_1	rna-XM_008199167.3_1
g11625.t1_1	rna-XM_966326.4_1
g11626.t1_1	rna-XM_967092.4_1
g11627.t1_1	rna-XM_968184.4_1
g11630.t1_1	rna-XM_008198909.3_1
g11632.t1_1	rna-XM_968115.4_1
g11635.t1_1	rna-XM_966250.4_1
g11636.t1_1	rna-XM_015979602.2_1
g11637.t1_1	rna-XM_015982894.2_1
g11639.t2_1	rna-XM_001812277.4_1
g11643.t1_1	rna-XM_008199052.3_1
g11645.t1_1	rna-XM_968616.4_1
g11646.t1_1	rna-XM_008197871.3_1
g11647.t1_1	rna-XM_064357259.1_1
g11648.t1_1	rna-NM_001170627.1_1
g11649.t1_1	rna-XM_008201591.3_1
g11650.t1_1	rna-XM_964125.5_1
g11652.t1_1	rna-XM_961842.5_1
g11653.t1_1	rna-XM_962688.4_1
g11654.t1_1	rna-XM_008201649.3_1
g11655.t1_1	rna-XM_962457.4_1
g11656.t1_1	rna-XM_963562.5_1
g11657.t2_1	rna-XM_963333.4_1
g11658.t1_1	rna-XM_001808338.4_1
g11659.t1_1	rna-XM_015978977.1_1
g11660.t1_1	rna-XM_008195429.3_1
g11661.t1_1	rna-XM_008201309.3_1
g11662.t1_1	rna-XM_969915.5_1
g11663.t1_1	rna-XM_001810193.4_1
g11664.t1_1	rna-XM_965331.4_1
g11665.t1_1	rna-XM_008203352.2_1
g11666.t1_1	rna-XM_968335.5_1
g11667.t1_1	rna-XM_967007.4_1
g11669.t1_1	rna-XM_962389.2_1
g11670.t1_1	rna-XM_966826.5_1
g11671.t1_1	rna-XM_964367.4_1
g11672.t1_1	rna-XM_008197290.3_1
g11673.t1_1	rna-XM_015985042.2_1
g11674.t1_1	rna-XM_968083.4_1
g11676.t1_1	rna-XM_968124.4_1
g11677.t1_1	rna-XM_961698.4_1
g11678.t1_1	rna-XM_968158.2_1
g11679.t1_1	rna-XM_015985251.2_1
g11680.t1_1	rna-XM_968260.4_1
g11681.t1_1	rna-XM_968226.4_1
g11682.t1_1	rna-XM_966804.4_1
g11685.t1_1	rna-XM_015985358.2_1
g11686.t1_1	rna-XM_064356468.1_1
g11688.t1_1	rna-XM_962520.5_1
g11689.t1_1	rna-XM_008194776.3_1
g11690.t1_1	rna-XM_970927.4_1
g11691.t1_1	rna-XM_064356530.1_1
g11693.t1_1	rna-XM_970972.5_1
g11694.t1_1	rna-XM_967826.4_1
g11695.t1_1	rna-XM_008194851.3_1
g11697.t1_1	rna-XM_008195856.3_1
g11698.t1_1	rna-XM_008195853.3_1
g11699.t1_1	rna-XM_008195434.3_1
g11702.t2_1	rna-XM_015980574.2_1
g11703.t1_1	rna-XM_969942.5_1
g11704.t1_1	rna-XM_064358225.1_1
g11705.t1_1	rna-XM_968713.4_1
g11707.t1_1	rna-XM_008202770.3_1
g11708.t1_1	rna-XM_008202833.3_1
g11710.t1_1	rna-NM_001168440.1_1
g11711.t2_1	rna-XM_966802.4_1
g11712.t1_1	rna-XM_008195349.3_1
g11713.t2_1	rna-XM_963563.4_1
g11714.t1_1	rna-XM_064359062.1_1
g11715.t2_1	rna-XM_008202698.3_1
g11716.t1_1	rna-XM_963640.4_1
g11717.t1_1	rna-XM_008192255.3_1
g11718.t2_1	rna-XM_015980074.2_1
g11720.t2_1	rna-XM_008202175.3_1
g11722.t1_1	rna-XM_008193007.3_1
g11723.t1_1	rna-XM_963938.5_1
g11724.t4_1	rna-XM_008202926.3_1
g11725.t1_1	rna-XM_064357654.1_1
g11726.t1_1	rna-XM_961710.4_1
g11727.t1_1	rna-XM_966667.4_1
g11728.t1_1	rna-XM_008197361.3_1
g11729.t1_1	rna-XM_008197362.3_1
g11730.t1_1	rna-XM_008193583.3_1
g11731.t1_1	rna-XM_966685.4_1
g11734.t1_1	rna-XM_963867.5_1
g11736.t2_1	rna-XM_008194568.3_1
g11737.t1_1	rna-XM_064359169.1_1
g11738.t1_1	rna-XM_966140.4_1
g11739.t1_1	rna-XM_967806.4_1
g11740.t1_1	rna-XM_001812838.4_1
g11741.t1_1	rna-XM_968485.4_1
g11742.t1_1	rna-XM_964698.5_1
g11743.t2_1	rna-XM_064358591.1_1
g11744.t1_1	rna-XM_968065.5_1
g11745.t1_1	rna-XM_969601.5_1
g11746.t2_1	rna-XM_008202608.3_1
g11748.t1_1	rna-XM_969722.4_1
g11750.t1_1	rna-XM_064354721.1_1
g11751.t3_1	rna-XM_015979243.2_1
g11752.t1_1	rna-XM_001811894.4_1
g11753.t1_1	rna-XM_015982381.2_1
g11754.t1_1	rna-XM_967240.4_1
g11755.t1_1	rna-XM_962369.3_1
g11757.t1_1	rna-XM_008196091.3_1
g11774.t1_1	rna-XM_015980675.2_1
g11776.t1_1	rna-XM_008199562.3_1
g11778.t1_1	rna-XM_008193586.3_1
g11782.t1_1	rna-XM_965801.4_1
g11783.t1_1	rna-XM_963688.5_1
g11785.t1_1	rna-XM_008200988.3_1
g11786.t1_1	rna-XM_064357190.1_1
g11787.t1_1	rna-XM_015982282.2_1
g11788.t1_1	rna-NM_001110541.1_1
g11794.t1_1	rna-XM_008195359.3_1
g11798.t1_1	rna-XM_064357441.1_1
g11799.t1_1	rna-XM_962750.5_1
g11801.t1_1	rna-XM_969906.5_1
g11802.t1_1	rna-XM_064357434.1_1
g11803.t1_1	rna-XM_968315.5_1
g11806.t1_1	rna-XM_015984918.2_1
g11807.t2_1	rna-XM_970081.4_1
g11809.t1_1	rna-XM_008201453.3_1
g11810.t1_1	rna-XM_970445.4_1
g11812.t1_1	rna-XM_008202997.3_1
g11813.t1_1	rna-XM_064356236.1_1
g11815.t1_1	rna-XM_008203297.3_1
g11817.t1_1	rna-XM_064359544.1_1
g11818.t1_1	rna-XM_008197557.3_1
g11826.t1_1	rna-XM_962148.4_1
g11827.t1_1	rna-XM_015978734.2_1
g11828.t1_1	rna-XM_064358805.1_1
g11829.t1_1	rna-XM_963490.4_1
g11834.t1_1	rna-XM_008203132.3_1
g11835.t1_1	rna-XM_008202921.3_1
g11836.t1_1	rna-XM_001815577.4_1
g11837.t1_1	rna-XM_008203133.3_1
g11838.t5_1	rna-NM_001170681.1_1
g11839.t1_1	rna-XM_968253.5_1
g11840.t2_1	rna-XM_008199687.3_1
g11842.t1_1	rna-XM_064357727.1_1
g11843.t1_1	rna-XM_015977454.2_1
g11844.t1_1	rna-XM_008199839.3_1
g11846.t1_1	rna-XM_064356410.1_1
g11847.t1_1	rna-XM_008203198.3_1
g11848.t1_1	rna-XM_966934.4_1
g11849.t1_1	rna-XM_008197588.3_1
g11851.t1_1	rna-XM_008199382.3_1
g11852.t1_1	rna-XM_008195739.3_1
g11853.t1_1	rna-XM_008195749.3_1
g11854.t1_1	rna-XM_968678.4_1
g11855.t1_1	rna-XM_964727.4_1
g11856.t1_1	rna-XM_008195748.3_1
g11857.t1_1	rna-XM_008197594.3_1
g11858.t1_1	rna-XM_970589.4_1
g11859.t1_1	rna-XM_970150.5_1
g11860.t1_1	rna-XM_008198577.2_1
g11861.t1_1	rna-XM_969389.4_1
g11862.t2_1	rna-XM_015982629.2_1
g11863.t1_1	rna-XM_963713.5_1
g11864.t2_1	rna-XM_966881.4_1
g11866.t1_1	rna-XM_001810026.1_1
g11867.t1_1	rna-XM_969104.4_1
g11868.t2_1	rna-XM_969562.5_1
g11870.t1_1	rna-XM_015983106.2_1
g11872.t1_1	rna-XM_963923.5_1
g11873.t2_1	rna-XM_064359362.1_1
g11874.t1_1	rna-XM_966024.4_1
g11876.t1_1	rna-XM_064354897.1_1
g11878.t1_1	rna-XM_964969.4_1
g11879.t1_1	rna-XM_964897.3_1
g11880.t2_1	rna-XM_008197742.3_1
g11881.t2_1	rna-XM_015982061.2_1
g11882.t1_1	rna-XM_008197675.3_1
g11883.t1_1	rna-XM_962030.4_1
g11884.t1_1	rna-XM_008202162.3_1
g11885.t1_1	rna-XM_962286.4_1
g11886.t2_1	rna-XM_008194762.3_1
g11888.t1_1	rna-XM_967575.4_1
g11890.t1_1	rna-XM_964256.4_1
g11891.t1_1	rna-XM_015982726.2_1
g11892.t1_1	rna-XM_008203401.3_1
g11893.t1_1	rna-XM_008203402.3_1
g11896.t2_1	rna-NM_001080100.1_1
g11897.t4_1	rna-XM_015984082.2_1
g11899.t1_1	rna-XM_008203403.3_1
g11901.t1_1	rna-XM_008201669.3_1
g11902.t1_1	rna-XM_008193353.3_1
g11905.t1_1	rna-XM_965135.5_1
g11906.t2_1	rna-XM_001814595.4_1
g11907.t1_1	rna-XM_962146.5_1
g11908.t1_1	rna-XM_001807977.4_1
g11909.t1_1	rna-XM_962308.5_1
g11915.t1_1	rna-XM_962708.5_1
g11916.t1_1	rna-XM_967580.4_1
g11918.t1_1	rna-XM_966470.4_1
g11919.t2_1	rna-XM_015980488.2_1
g11920.t1_1	rna-XM_967016.4_1
g11922.t1_1	rna-XM_001812692.4_1
g11923.t2_1	rna-XM_008192240.3_1
g11924.t1_1	rna-XM_008198964.3_1
g11925.t1_1	rna-XM_962908.4_1
g11926.t4_1	rna-XM_964400.4_1
g11927.t1_1	rna-XM_969671.4_1
g11928.t1_1	rna-XM_969687.4_1
g11929.t1_1	rna-XM_961589.4_1
g11930.t2_1	rna-XM_966701.4_1
g11931.t1_1	rna-XM_966004.4_1
g11933.t1_1	rna-XM_008203404.3_1
g11938.t1_1	rna-XM_008196092.3_1
g11942.t1_1	rna-XM_064357007.1_1
g11943.t1_1	rna-NM_001162519.1_1
g11945.t1_1	rna-XM_008196722.3_1
g11947.t1_1	rna-XM_966909.4_1
g11949.t1_1	rna-XM_001810170.4_1
g11952.t1_1	rna-XM_015980061.2_1
g11953.t1_1	rna-XM_008195657.3_1
g11954.t1_1	rna-XM_008195658.3_1
g11957.t1_1	rna-XM_008195660.3_1
g11958.t1_1	rna-XM_963010.4_1
g11961.t1_1	rna-XM_008192218.3_1
g11964.t1_1	rna-XM_008192216.3_1
g11965.t1_1	rna-XM_008202782.3_1
g11966.t1_1	rna-XM_064356478.1_1
g11968.t1_1	rna-XM_008202907.3_1
g11969.t1_1	rna-XM_008197135.3_1
g11970.t1_1	rna-XM_963660.5_1
g11971.t1_1	rna-XM_965027.4_1
g11972.t1_1	rna-XM_961639.5_1
g11974.t3_1	rna-XM_008192187.3_1
g11975.t1_1	rna-XM_964082.5_1
g11976.t1_1	rna-XM_008198539.3_1
g11978.t2_1	rna-XM_962035.4_1
g11979.t1_1	rna-XM_008192160.3_1
g11980.t1_1	rna-XM_008196142.3_1
g11981.t2_1	rna-XM_001814212.4_1
g11983.t1_1	rna-XM_064358669.1_1
g11984.t1_1	rna-XM_965991.5_1
g11985.t1_1	rna-XM_970455.4_1
g11986.t1_1	rna-XM_064358106.1_1
g11987.t1_1	rna-XM_064358107.1_1
g11988.t1_1	rna-XM_962142.4_1
g11989.t1_1	rna-XM_968415.5_1
g11990.t1_1	rna-XM_961372.4_1
g11991.t1_1	rna-XM_967613.5_1
g11993.t1_1	rna-XM_008194570.3_1
g11996.t1_1	rna-XM_008193584.3_1
g11997.t1_1	rna-XM_008199539.3_1
g11999.t1_1	rna-XM_964810.4_1
g12004.t1_1	rna-XM_008193858.3_1
g12005.t1_1	rna-XM_970453.5_1
g12006.t1_1	rna-XM_064359032.1_1
g12013.t1_1	rna-XM_967687.3_1
g12015.t2_1	rna-XM_008203356.3_1
g12016.t1_1	rna-XM_008203357.3_1
g12028.t1_1	rna-XM_963049.4_1
g12029.t1_1	rna-XM_008202569.3_1
g12030.t2_1	rna-XM_008202580.3_1
g12032.t1_1	rna-XM_966278.4_1
g12033.t1_1	rna-XM_015981935.2_1
g12036.t1_1	rna-XM_015985072.2_1
g12037.t1_1	rna-XM_064355460.1_1
g12045.t1_1	rna-XM_064357726.1_1
g12054.t1_1	rna-XM_015983073.2_1
g12056.t1_1	rna-XM_970161.4_1
g12058.t1_1	rna-XM_963706.5_1
g12059.t1_1	rna-XM_015985230.2_1
g12062.t2_1	rna-XM_963843.5_1
g12063.t1_1	rna-XM_962550.5_1
g12065.t1_1	rna-XM_008200530.3_1
g12067.t1_1	rna-XM_967248.5_1
g12071.t1_1	rna-XM_969700.4_1
g12078.t2_1	rna-XM_008194692.3_1
g12081.t1_1	rna-XM_968425.5_1
g12082.t1_1	rna-XM_970244.4_1
g12089.t1_1	rna-XM_964667.5_1
g12091.t1_1	rna-XM_064356498.1_1
g12092.t1_1	rna-XM_064358155.1_1
g12094.t1_1	rna-XM_008203398.3_1
g12095.t1_1	rna-XM_008202868.3_1
g12096.t1_1	rna-XM_967649.5_1
g12098.t2_1	rna-XM_967609.5_1
g12099.t4_1	rna-XM_015985206.2_1
g12101.t1_1	rna-XM_008193879.3_1
g12102.t1_1	rna-XM_964142.5_1
g12108.t1_1	rna-XM_064355997.1_1
g12110.t1_1	rna-XM_015983054.2_1
g12113.t1_1	rna-XM_008192165.3_1
g12114.t1_1	rna-XM_008192166.3_1
g12117.t1_1	rna-XM_968005.5_1
g12119.t1_1	rna-XM_966890.4_1
g12124.t1_1	rna-XM_064356409.1_1
g12125.t2_1	rna-XM_008198965.3_1
g12129.t1_1	rna-XM_001808874.4_1
g12130.t1_1	rna-XM_008198330.3_1
g12132.t2_1	rna-XM_969666.5_1
g12133.t1_1	rna-XM_008195168.3_1
g12134.t1_1	rna-XM_963020.4_1
g12137.t1_1	rna-XM_961299.4_1
g12138.t1_1	rna-XM_969333.5_1
g12139.t1_1	rna-XM_961770.5_1
g12140.t1_1	rna-XM_970343.5_1
g12141.t1_1	rna-XM_969313.5_1
g12143.t2_1	rna-XM_008197662.3_1
g12144.t1_1	rna-XM_970444.5_1
g12146.t1_1	rna-XM_008201978.3_1
g12147.t1_1	rna-XM_968212.4_1
g12148.t1_1	rna-XM_969386.4_1
g12149.t1_1	rna-XM_964366.4_1
g12150.t1_1	rna-XM_008193805.3_1
g12151.t1_1	rna-XM_964162.5_1
g12152.t1_1	rna-XM_015979995.2_1
g12153.t1_1	rna-XM_015980084.2_1
g12155.t1_1	rna-XM_964527.5_1
g12156.t1_1	rna-XM_064354895.1_1
g12160.t3_1	rna-XM_015981359.2_1
g12161.t1_1	rna-XM_008193970.3_1
g12164.t1_1	rna-XM_008195701.3_1
g12165.t1_1	rna-XM_965289.4_1
g12166.t1_1	rna-XM_965353.4_1
g12167.t1_1	rna-XM_965426.5_1
g12169.t1_1	rna-XM_963785.5_1
g12170.t1_1	rna-XM_008202759.2_1
g12171.t1_1	rna-XM_015983646.2_1
g12172.t2_1	rna-XM_968294.4_1
g12173.t1_1	rna-XM_008202690.3_1
g12174.t1_1	rna-XM_968258.5_1
g12176.t2_1	rna-XM_064356448.1_1
g12178.t1_1	rna-XM_015982738.2_1
g12179.t1_1	rna-XM_015979748.2_1
g12182.t1_1	rna-XM_962693.5_1
g12184.t1_1	rna-XM_064357130.1_1
g12185.t1_1	rna-XM_008202164.3_1
g12187.t1_1	rna-XM_064356370.1_1
g12188.t1_1	rna-XM_967964.4_1
g12192.t1_1	rna-XM_008192083.3_1
g12193.t1_1	rna-XM_015985415.2_1
g12196.t1_1	rna-XM_008200074.3_1
g12197.t2_1	rna-XM_008198824.3_1
g12198.t1_1	rna-XM_964420.5_1
g12200.t1_1	rna-XM_969720.4_1
g12202.t1_1	rna-XM_008197730.3_1
g12203.t1_1	rna-XM_015984893.2_1
g12204.t1_1	rna-XM_964912.5_1
g12205.t1_1	rna-XM_969949.4_1
g12206.t1_1	rna-XM_966844.4_1
g12209.t1_1	rna-XM_008203449.3_1
g12210.t2_1	rna-XM_962178.4_1
g12211.t2_1	rna-XM_008203453.3_1
g12212.t1_1	rna-XM_008203442.3_1
g12213.t1_1	rna-XM_962093.5_1
g12214.t1_1	rna-XM_966840.5_1
g12215.t1_1	rna-XM_964302.4_1
g12217.t1_1	rna-XM_008200717.3_1
g12219.t1_1	rna-XM_970252.5_1
g12220.t1_1	rna-XM_064356064.1_1
g12222.t1_1	rna-XM_964868.5_1
g12223.t1_1	rna-XM_008195821.3_1
g12224.t1_1	rna-XM_008195852.3_1
g12225.t1_1	rna-XM_963516.4_1
g12226.t1_1	rna-NM_001134911.1_1
g12228.t1_1	rna-XM_008200532.3_1
g12233.t1_1	rna-XM_971281.5_1
g12234.t1_1	rna-XM_970021.5_1
g12235.t2_1	rna-XM_970011.4_1
g12237.t1_1	rna-XM_008202163.3_1
g12239.t1_1	rna-XM_008194812.3_1
g12240.t1_1	rna-XM_008192450.3_1
g12243.t1_1	rna-XM_969779.4_1
