ortholog_number	focal_transcript	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	chromosome	C_chinensis_dNdS	C_chinensis_dS	C_chinensis_dN	C_chinensis_positive_selection	B_siliquastri_dNdS	B_siliquastri_dS	B_siliquastri_dN	B_siliquastri_positive_selection	A_obtectus_dNdS	A_obtectus_dS	A_obtectus_dN	A_obtectus_positive_selection
6119	g10022.t1		1.0		1.0	2	0					0.1296338516255528	2.1931	0.2843	False				
1409	g11717.t1	1.58261741176237	2.18867328857176e-29	0.257474970320579	0.139924127475739	5	0	0.0389199708100218	0.4111	0.016	False	0.029484582489309	0.8886	0.0262	False	0.0177726218097447	2.155	0.0383	False
7119	g4777.t1	8.02577375219542	7.851219107192929e-122	7.39301699806054	1.12620634125883e-78	3	0	0.1984072810011376	0.4395	0.0872	False	0.1734097673905853	0.9071	0.1573	False	0.1881350633109269	1.2794	0.2407	False
376	g1300.t1		1.0		1.0	5	0	0.0237211553977731	0.6197	0.0147	False	0.0516379789006107	0.9005	0.0465	False	0.0303541315345699	1.3046	0.0396	False
8721	g14718.t1	-1.55721175848866	1.25568817781716e-21	-0.615104887990594	0.0003669083762138	4	0	0.0934598304400484	0.4954	0.0463	False	0.1171891891891891	0.925	0.1084	False	0.0777464494569757	1.9152	0.1489	False
93	g1139.t1	-1.03276658938631	1.44923231900663e-08	-0.32945630737405	0.0957395130955387	5	0	0.0284510010537407	0.4745	0.0135	False	0.0547372819387861	0.9573	0.0524	False	0.0337473634872275	1.2801	0.0432	False
8764	g3319.t1	1.49494111551023	1.18656959877251e-27	-0.0052635906792431	0.984071548829552	5	0	0.0023722234203148	0.4637	0.0011	False	0.0100426338228327	1.0555	0.0106	False	0.0075203897892172	0.9441	0.0071	False
333	g1351.t1	-7.9006008549587	1.64449981208287e-66	-1.26709952406916	0.194611249205189	5	0	0.01591723040191	0.2513	0.004	False	0.0	0.5011	0.0	False	0.0153292959878879	0.5284	0.0081	False
8049	g2449.t1	-0.947387939635174	7.18124314593312e-05	0.0033510961254942	0.994475003872473	5	0	0.1201986754966887	0.302	0.0363	False	0.2189638318670576	0.9207	0.2016	False				
5995	g10908.t1	1.19549382022171	1.737296413774e-30	0.300877395186358	0.0125105711487386	5	0	0.0257098144422088	0.4473	0.0115	False	0.0205312834484771	1.0277	0.0211	False	0.0162962962962962	1.2825	0.0209	False
2017	g12130.t1	-0.567765720996923	6.0046297765835e-08	-0.146933775020011	0.258764039006849	4	0	0.2472701655512504	0.2839	0.0702	False	0.2009007559916358	0.6217	0.1249	False	0.1932488392521018	0.7969	0.154	False
7671	g3467.t1	-13.2505107019765	5.00511180545851e-09	-4.19829435908635	0.0158584985614346	4	0	0.0537131519274376	0.7056	0.0379	False	0.011605415860735	1.1374	0.0132	False	0.0160536821540813	1.1773	0.0189	False
5507	g5451.t2	-0.116012806122231	0.30327805537531	0.182128094630238	0.18266380637448	5	0	0.1451673561489281	0.2659	0.0386	False	0.1417399804496578	0.5115	0.0725	False	0.1359106010268801	0.6622	0.09	False
2854	g8828.t1	-0.242758784927519	0.0115368078235544	0.0322771151525946	0.808520420666456	5	0	0.5425083240843507	0.4505	0.2444	True	0.0417962003454231	0.2895	0.0121	False	0.0575233777274015	0.3529	0.0203	False
8498	g5278.t1	-0.512710077669967	2.31361720323278e-06	-0.331520352086203	0.0041453383847155	5	0	0.0312368087800759	0.2369	0.0074	False	0.0485093481556341	0.5937	0.0288	False	0.0280640881722624	0.9799	0.0275	False
5193	g6435.t1	-0.533136661080846	0.0012781553573476	0.28415117441364	0.125958116599813	2	0	0.1108610016882386	0.5331	0.0591	False	0.1469502548778344	1.1378	0.1672	False				
2483	g9048.t1	-0.290419741719178	0.0206645662543434	0.139884135271556	0.338860268475162	5	0	0.037191093711769	0.4087	0.0152	False	0.0359447004608294	1.085	0.039	False	0.0375321845910081	1.0098	0.0379	False
7634	g3509.t2	-2.27042915645646	2.14082942818685e-35	-0.524652179638699	0.0060111448048341	3	0	0.1234915526950925	0.4972	0.0614	False	0.1453176567656765	0.9696	0.1409	False	0.1233003708281829	1.2944	0.1596	False
2052	g11394.t1	0.985531012515005	1.86351900273802e-13	0.0085440247225227	0.967256804221685	4	0	0.1951754385964912	0.4104	0.0801	False	0.1463932858812281	0.9413	0.1378	False	0.1973927670311185	1.189	0.2347	False
2811	g13190.t1		1.0		1.0	4	0	0.2178999999999999	3.0	0.6537	False	0.3108864415959559	2.2156	0.6888	False	0.2472333333333333	3.0	0.7417	False
5542	g6325.t2	-3.48693290972294	1.52772628995559e-105	-0.402186799464664	0.0134355894529248	5	0	0.1409894898743912	0.3901	0.055	True	0.0624284077892325	0.6984	0.0436	False	0.0554473711181715	0.9757	0.0541	False
6671	g3917.t1		1.0		1.0	3	0	0.6502732240437159	0.0732	0.0476	False	0.8832116788321167	0.3014	0.2662	False	1.1116361488481985	0.3386	0.3764	True
3017	g7736.t1	0.581174432079352	1.91250163286104e-06	-0.245094233983513	0.0845323523121232	4	0	0.025960752248569	0.4892	0.0127	False	0.1102223427331887	0.7376	0.0813	True	0.048451761494498	1.1723	0.0568	False
3854	g3065.t1	-10.8965163334152	1.76754478011852e-07	-4.61312190974417	0.0090569623033582	3	0					0.185996036614136	1.0597	0.1971	False	0.1366858477191226	2.3982	0.3278	False
1361	g11663.t1	-5.3784767605294	3.61458521957529e-09	-1.24329024024481	0.231836150030305	5	0	0.1019884541372674	0.4677	0.0477	False	0.0778101209135692	0.8932	0.0695	False	0.0565312843029637	1.6398	0.0927	False
4507	g9462.t1	-2.80181673536603	2.3752272371175298e-18	-0.476301477197613	0.151877179907108	4	0	0.0212033345415005	0.5518	0.0117	False	0.0485103880831046	1.0204	0.0495	False	0.0496905239299102	1.1471	0.057	False
9049	g14710.t2	9.95984956969271	2.80250682471478e-09	4.63574387087168	0.0014723891521085	3	0	0.1413251627728839	0.2611	0.0369	False	0.3514587353842661	0.8809	0.3096	False	0.3054437619148485	0.9442	0.2884	False
4995	g5969.t1	0.487638401429005	0.0002563685114315	-0.381681165456977	0.0076990263788583	4	0					0.1058971141781681	0.797	0.0844	False	0.1133737558631735	0.8741	0.0991	False
3052	g8340.t1	1.1012323486284	8.9976522394047e-25	0.331645808635715	0.0050699929858403	5	0	0.1533519553072625	0.358	0.0549	False	0.1781445645987479	0.8785	0.1565	True	0.1696070195090077	1.0713	0.1817	False
6634	g10372.t1	0.832722248141927	1.0184147609048402e-09	0.267667960907696	0.0959075913608249	5	0	0.052695336159903	0.3302	0.0174	False	0.0720326625838436	0.6858	0.0494	False	0.0461608085684115	1.3258	0.0612	False
4542	g6156.t1	-4.45705860974969	1.77463636182326e-74	-3.1143117682673	2.68706273106512e-46	3	0	0.197352587244284	0.4986	0.0984	False	0.2378821774794929	0.8046	0.1914	False	0.1648176231143746	1.2529	0.2065	False
1324	g11883.t1	-0.189471053857646	0.069043832285786	0.0102444661658593	0.950591720516321	5	0	0.0637254901960784	0.2448	0.0156	False	0.0485644907870304	0.7001	0.034	False	0.0442680139540478	0.8313	0.0368	False
3811	g12819.t1	-1.55035388217626	5.01093250102751e-59	-0.644330454798938	1.49568000339327e-12	5	0	0.0146097654748173	0.5202	0.0076	False	0.0348848142924306	1.0635	0.0371	False	0.0341568562427458	1.8093	0.0618	False
4193	g13231.t1	-3.16724114111659	5.03033790574048e-13	-0.589553045045092	0.304110762173755	4	0	0.2557304611985639	0.3621	0.0926	False	0.1421389396709323	0.8752	0.1244	False	0.1802778051423505	1.0151	0.183	False
3483	g4873.t1	-8.66445320835459	0.0	0.0	1.0	3	0					0.1970270782048854	1.0562	0.2081	False	0.1724792708399266	1.5799	0.2725	False
7004	g2247.t1	-2.93976636023541	3.17665655293243e-12	-0.419429732474421	0.482825277511122	4	0	0.0844344904815229	0.4465	0.0377	False	0.2072107249772224	0.7683	0.1592	True	0.1075044358626448	0.9581	0.103	False
2662	g8065.t1	3.33857019106333	4.7615339158722e-11	0.196859171567811	0.758589781004298	4	0	0.0600620567375886	0.4512	0.0271	False	0.0922445111356815	0.6331	0.0584	False	0.2361897062786311	0.7422	0.1753	False
7847	g13996.t1	-1.42439924131973	4.93093345463072e-81	0.570351248608122	8.91036369343092e-09	5	0	0.2073863636363636	0.2112	0.0438	False	0.1849457881567973	0.4796	0.0887	False	0.1556948798328108	0.5742	0.0894	False
5372	g7110.t1	0.335115420853108	0.000133930375073	-0.20420057627429	0.0597719159814348	5	0	0.0	0.3335	0.0	False	0.0036840893391664	0.8686	0.0032	False	0.0063580369560898	1.0066	0.0064	False
8679	g9664.t1	1.86252045694101	9.58901467687342e-17	0.0211303496896881	0.949617300458359	5	0	0.0930129060970182	0.4494	0.0418	True	0.0536483487795326	0.7661	0.0411	False	0.0506783719074221	0.7518	0.0381	False
7490	g4187.t1	2.09571759426329	4.57282519125227e-41	0.950409153944383	9.70932935972568e-08	5	0					0.1353145747707872	0.9489	0.1284	False	0.1126990608411596	1.2245	0.138	False
2627	g8025.t1	-0.44382509755427	0.0018305692542275	-0.530182139196625	0.0005356385071418	5	0	0.0931768158473954	0.2726	0.0254	False	0.0730816077953715	0.821	0.06	False	0.0811508668388048	0.8133	0.066	False
7041	g4720.t1	1.27075575221779	3.13662516093124e-33	0.166026939638242	0.204044276050904	5	0					0.0390691353830473	0.5887	0.023	False	0.0214723926380368	1.141	0.0245	False
5337	g6902.t1	-11.0563665842005	9.350689952293661e-23	-3.50496066158216	6.6106086714561e-05	3	0	0.4159723633407844	0.4921	0.2047	False	0.2336829836829836	1.3728	0.3208	True	0.2904896421845575	1.9116	0.5553	False
7802	g13930.t2	-1.13941936716511	0.0006014520856541	-0.167486767902151	0.687826539958344	3	0	0.2801177536231884	0.4416	0.1237	True	0.0729545454545454	0.44	0.0321	False	0.1767290249433106	0.7056	0.1247	True
3662	g2645.t2	0.125556258656158	0.121505474563084	-0.0419838319277439	0.69887072046419	4	0					0.0679199514857489	0.9894	0.0672	False	0.0648484848484848	1.32	0.0856	False
6004	g10747.t1	-0.984449993599992	1.12031471218351e-14	-0.389985883423579	0.0040578136660157	4	0	0.0510770597379524	0.4503	0.023	False	0.0592362548884288	0.8694	0.0515	False	0.0555865254439754	1.2557	0.0698	False
4372	g13540.t2	-3.68095874947829	7.56506642300812e-21	-1.19948740749944	0.0032585133132064	4	0	0.2809106830122592	0.2855	0.0802	True	0.2541206822416512	0.6977	0.1773	False	0.1424867267563896	0.8099	0.1154	False
1514	g5640.t1	2.10120149466152	6.94089999739647e-53	1.35393372849595	5.22904812055545e-17	3	0	0.525220080894599	0.8406	0.4415	True	0.5318186712609023	0.9287	0.4939	False	0.3300202466408982	1.6299	0.5379	False
6847	g14611.t1		1.0		1.0	4	0	0.2122128637059724	2.612	0.5543	False	0.1813456464379947	3.79	0.6873	False				
1986	g12169.t1	1.74889067392726	3.4177434477784298e-40	0.606873720969519	0.0001011290711309	5	0	0.077289211242067	0.4412	0.0341	False	0.087019161504106	0.6941	0.0604	False	0.084670670473565	1.0157	0.086	False
6041	g10720.t1		1.0		1.0	4	0	0.0638850069874226	0.5009	0.032	True	0.0532319391634981	0.9731	0.0518	False	0.0349232746239322	1.3229	0.0462	False
3627	g12655.t1	-0.398898451325003	0.0034496450782329	-0.530743805053068	0.000272375143541	5	0	0.302007564736689	0.3437	0.1038	True	0.04970465350814	0.6941	0.0345	False	0.08337852494577	0.7376	0.0615	False
6802	g3590.t1	5.0360680376147	1.26313362979127e-09	5.19236963429627	8.204179959963391e-09	5	0	0.1241817481709665	0.5194	0.0645	False	0.1404018811457888	1.1695	0.1642	False	0.1346023113528212	1.471	0.198	False
1551	g3210.t1	1.51819047719742	1.13695103410444e-30	0.338149319129911	0.0260469522997719	5	0					0.0401759870325344	0.8637	0.0347	False	0.0308559351884466	1.4195	0.0438	False
4337	g13432.t1	3.2166048156978	1.03628470536083e-67	1.49378401447847	6.36966648378437e-16	5	0	0.0318918918918918	0.37	0.0118	True	0.0013063357282821	1.531	0.002	False	0.0018870060761595	2.6497	0.005	False
1180	g11604.t1	0.262623237966732	0.150281040538258	-0.404209332753044	0.0286783402525677	5	0	0.1008708272859216	0.2756	0.0278	False	0.097551130247578	0.7432	0.0725	False	0.061727101236638	0.9542	0.0589	False
6490	g9753.t1	0.78872339469424	5.22057533032763e-08	-0.13481377196392	0.432475429756516	5	0	0.0763954588457899	0.4228	0.0323	False	0.0927349936875932	0.8713	0.0808	False	0.0764919221892515	1.2132	0.0928	False
4888	g6874.t1	-7.22485087542527	5.67371887974643e-08	-6.67223432884703	0.0001820866956749	5	0	0.0721559499563572	0.6874	0.0496	False	0.0623857404021937	1.3128	0.0819	False	0.0691805002629009	1.3313	0.0921	False
3949	g13072.t4	-2.56393448468713	1.254212291281e-09	-1.07710152258209	1.70477850343186e-05	5	0	0.0144346431435445	0.3741	0.0054	False	0.0488987394375952	0.7219	0.0353	False	0.0124329873388844	0.8767	0.0109	False
6729	g7018.t1		1.0		1.0	3	0	0.1187888198757764	0.5152	0.0612	False	0.1426982465323213	1.5284	0.2181	False	0.1031892057651027	1.3044	0.1346	False
1239	g11923.t2	0.778547189779053	7.79336473018137e-10	-0.641449556087216	9.55574745606922e-07	5	0	0.0916820702402957	0.2705	0.0248	False	0.0686040971891376	0.4198	0.0288	False	0.1021448927553622	0.6667	0.0681	False
991	g203.t1		1.0		1.0	5	0					0.0648890986314299	0.8476	0.055	False	0.0539227792870667	1.2147	0.0655	False
2949	g8676.t1		1.0		1.0	4	0	0.0417859187178019	0.3494	0.0146	False	0.0189298334174659	0.7924	0.015	False	0.0287674264217747	0.9038	0.026	False
8585	g2128.t2	0.0039455036871227	0.971345390841224	-0.277027665211034	0.0133686666184382	5	0	0.0176861917897128	0.6163	0.0109	False	0.0218185845608594	0.9029	0.0197	False	0.0218852587150226	1.2794	0.028	False
8154	g5169.t1	0.480240770047881	1.49133407058535e-07	0.217546621108684	0.0702636610872829	5	0					0.1296477060963705	1.1269	0.1461	False	0.1226415094339622	1.113	0.1365	False
503	g11749.t1		1.0		1.0	2	0					0.8530734632683659	0.0667	0.0569	False				
8917	g1835.t1	-0.903852758130829	0.0123236335666732	4.09922902882569	4.0422863114972794e-12	5	0	0.0414529037553868	0.4873	0.0202	False					0.0339809466656664	1.3331	0.0453	False
5888	g12571.t1	-1.17445205265623	0.0012646825522248	-0.315566533332184	0.464493337087637	5	0	0.030588776448942	0.4348	0.0133	False	0.0199637023593466	0.9918	0.0198	False	0.0247197206395883	1.0882	0.0269	False
7729	g7486.t2	1.34693890023934	3.11107927267453e-07	-0.498971229405717	0.122269236134188	5	0	0.0371584699453551	0.6405	0.0238	False	0.0570239196511166	1.5134	0.0863	False	0.0444133024308737	1.8553	0.0824	False
197	g765.t1	-0.327077771547151	0.0321445135352769	0.0311260202015618	0.92374060767946	5	0	0.0796703296703296	0.4368	0.0348	False	0.114941335271519	0.9631	0.1107	False	0.0792727272727272	1.375	0.109	False
546	g111.t1	-8.15200705960956	2.3934006032572603e-46	-1.87039911786144	0.0004563379442097	4	0	0.0901989957225218	0.5377	0.0485	False	0.0806911592014762	1.1922	0.0962	False	0.0922028635501121	1.1594	0.1069	False
8111	g9562.t1		1.0		1.0	3	0	0.0927511415525114	0.3504	0.0325	False	0.0772561531449407	0.8776	0.0678	False	0.0833705856057219	0.8948	0.0746	False
8952	g3386.t2	2.970744234542	4.9508829455009703e-54	0.172773044329952	0.466469131446599	4	0	0.0573154800783801	0.6124	0.0351	False	0.0697083383758925	0.8263	0.0576	False	0.0693652087295119	1.1043	0.0766	False
5073	g6648.t1		1.0		1.0	3	0	0.0642877371849334	0.3531	0.0227	False	0.0482543640897755	0.802	0.0387	False	0.0518645520788684	1.1665	0.0605	False
5830	g10610.t1	-1.25434247690542	4.65085497158916e-21	-0.728191113108336	2.91543011777677e-07	3	0	0.0528775927548933	0.3423	0.0181	False	0.0440741146804078	0.9121	0.0402	False	0.0388255538825553	0.9298	0.0361	False
7305	g4533.t1	-0.223246225042194	0.114973610695472	-0.106129467335313	0.532060853152153	3	0	0.1508951406649616	0.5083	0.0767	False	0.1070327265492887	1.0053	0.1076	False	0.1053104575163398	1.224	0.1289	False
2563	g2775.t1	0.326078935990533	0.075866981820518	-1.77684103873786	2.10338877855629e-32	4	0					0.112736660929432	0.8134	0.0917	False	0.145572025845686	0.7893	0.1149	False
929	g275.t1	0.165268398383456	0.0512886719390762	-0.31423124682838	0.0015506821757914	5	0	0.0276140242010549	0.3223	0.0089	False	0.0875370919881305	0.6066	0.0531	True	0.0555555555555555	0.684	0.038	False
5036	g6118.t1	-0.346240376145952	0.0230182068183073	-0.506487836346339	0.0013533580150633	5	0	0.0672915969199866	0.2987	0.0201	False	0.0793904208998548	0.689	0.0547	False	0.0630947455523376	0.9668	0.061	False
2526	g7759.t1	1.07323159566548	7.084172325250559e-13	0.377251250448536	0.0224129353473833	3	0					0.0931453427328633	0.6667	0.0621	False	0.1950232348973167	0.6671	0.1301	False
7340	g4487.t1	0.581630567522932	2.0393457431215e-05	-0.243051953232731	0.145538985572548	4	0	0.1184649610678531	0.3596	0.0426	False	0.2189389774601429	0.7276	0.1593	False	0.1654403567447045	0.897	0.1484	False
5875	g10577.t1	-1.72697350840515	1.0081557393826499e-11	0.273149236718263	0.661715677895419	4	0	0.0740389178927384	0.4214	0.0312	False	0.0941162109375	0.8192	0.0771	False	0.0632870864461045	0.937	0.0593	False
7791	g13914.t1	-12.0082162453797	5.5103785189913595e-11	-6.95129699026196	0.000203367324251	4	0					0.0485302273987798	1.4424	0.07	False				
8578	g14786.t1	-0.886369033157367	7.26281320541322e-20	-0.119571268872252	0.361936266252324	4	0	0.0333549924193199	0.4617	0.0154	False	0.0153710247349823	0.566	0.0087	False	0.03568170299037	0.9865	0.0352	False
4073	g13317.t1	-1.41831133735045	1.04870283610831e-16	-0.601814079358743	0.0009130213279624	3	0	0.2012213740458015	0.3275	0.0659	False	0.0499674932664623	1.0767	0.0538	False	0.0905412240768841	1.1862	0.1074	False
1615	g5613.t1	-1.55529804986305	5.85331395497648e-13	-0.0874116004864616	0.75564277916433	2	0	0.0690966719492868	0.3155	0.0218	False	0.4360902255639097	0.6118	0.2668	False				
3563	g12600.t1	-0.472585836348767	0.328671520897259	-0.161360237830268	0.772763036576939	5	0	0.0401176223482461	0.4761	0.0191	False	0.044131455399061	0.852	0.0376	False				
6305	g10341.t1	-6.82111702022217	6.88196644889904e-06	-6.04084536092776	0.0019918729214926	4	0	0.1895604395604395	0.5096	0.0966	False	0.2041928029052492	1.2116	0.2474	True	0.1772085729221118	1.1478	0.2034	False
4830	g6752.t1	-0.672103910598932	8.17275343617971e-07	-0.207101709004982	0.162485113658009	4	0	0.0361293048806254	0.4733	0.0171	False	0.0903038763019435	0.9313	0.0841	True	0.0500415627597672	1.203	0.0602	False
6791	g3828.t1	-4.4348277277883	4.70126672501644e-52	-0.835066360798925	0.0085311009854756	5	0	0.2048675292667899	0.3246	0.0665	False	0.0905615607698391	0.7586	0.0687	False	0.0998765867418899	1.1344	0.1133	False
1281	g11965.t1	-0.0497487258746083	0.660025078427622	-0.151002963460209	0.270357810699438	5	0	0.1275944198707043	0.2939	0.0375	False	0.2658124872889973	0.4917	0.1307	True	0.1000313906037459	0.9557	0.0956	False
1650	g11341.t1	-1.62609542632396	0.0159197684924833	0.504301330631918	0.616264552524248	5	0	0.0904659777734451	0.5129	0.0464	True	0.019567118495846	0.9148	0.0179	False	0.0104553296042657	1.9129	0.02	False
4036	g13201.t1	1.01499183842332	2.9717322833067e-15	0.211516411591055	0.157395252818119	4	0	0.0933904201230934	0.3737	0.0349	False	0.0636730154316696	0.7193	0.0458	False	0.063400576368876	1.0757	0.0682	False
4875	g6858.t1	0.754030941136521	4.12832281773335e-18	-0.135700548824338	0.193979753047474	5	0	0.0543193717277486	0.3056	0.0166	False	0.0491400491400491	0.6105	0.03	False	0.0505070993914807	0.986	0.0498	False
6340	g9920.t2	-1.12987272302086	9.68964114211963e-12	-0.274516412985979	0.143302988042591	3	0	0.1903078202995008	0.4808	0.0915	False	0.1469497564167818	1.3753	0.2021	False	0.0879608026131591	1.7144	0.1508	False
3526	g2708.t1		1.0		1.0	5	0	0.0150965029619721	0.5233	0.0079	False	0.0570754210921574	0.9321	0.0532	False	0.0464892439482169	2.0779	0.0966	False
1138	g11818.t1	-10.3050993997194	3.25150357484981e-08	-2.65056211154238	0.109051729102753	5	0	0.227155311591863	0.6194	0.1407	True	0.0444027517198248	0.7995	0.0355	False	0.0371837854312709	0.9843	0.0366	False
6428	g9728.t1	0.887032179854689	3.87161548583492e-07	-0.0088575781358008	0.974626569326239	5	0	0.0998645248693632	0.5167	0.0516	False	0.1033444816053511	0.897	0.0927	False	0.0865582056547148	1.2662	0.1096	False
602	g480.t2	2.51921484909455	3.54612309337334e-34	-0.127105019952376	0.66699055783636	5	0	0.1247750449910018	0.3334	0.0416	False	0.1256564621493531	0.7807	0.0981	True	0.1368779822767552	0.7335	0.1004	True
8255	g14296.t1	-6.29261236590083	6.47381206836998e-08	-2.61995714588503	0.024873522849436	2	0					0.1513662879950875	0.9771	0.1479	False				
8684	g2214.t1	2.44900010144661	2.96179231027355e-14	0.585730894631631	0.21140226577288	5	0	0.1321308724832214	0.4768	0.063	False	0.1031542056074766	0.856	0.0883	False	0.1404948985575231	0.8527	0.1198	False
8210	g14230.t1	0.656722575503741	1.06639613533164e-13	-0.0880696337195442	0.414343421488983	5	0	0.1026287360460929	0.2777	0.0285	False	0.0781272440040212	0.6963	0.0544	False	0.0871080139372822	0.8036	0.07	False
647	g988.t1	-0.0999997746932179	0.404151184775136	-0.369285170266143	0.0028831686533684	5	0	0.0	0.3155	0.0	False	0.0093042632967643	0.7201	0.0067	False	0.0142172888314453	1.3153	0.0187	False
296	g894.t1	-0.0293851378582585	0.886690000244403	-0.0018355563543985	0.997843599894961	5	0					0.0732220718688918	0.6651	0.0487	False	0.0434875979813164	0.9313	0.0405	False
7428	g4456.t1		1.0		1.0	5	0	0.1292743953294411	0.8393	0.1085	False	0.0971226653205451	0.9905	0.0962	False	0.1390820584144645	1.0785	0.15	False
1029	g13652.t1	1.19207478115041	4.9878763475064695e-18	0.308173964631014	0.0550075347071992	5	0	0.0336081166772352	0.3154	0.0106	False	0.0390267024806446	0.6329	0.0247	False	0.024479568234387	1.0376	0.0254	False
6539	g9811.t1	-0.706354854293198	4.55330579967573e-13	-0.539216845657448	1.02726607961146e-05	5	0	0.0187659937446687	0.3517	0.0066	False	0.044253525692981	0.6169	0.0273	False	0.0483266398929049	0.747	0.0361	False
713	g689.t1	0.38709976238072	0.0067458541459366	0.213802515959458	0.246000298330481	5	0	0.2375362097880774	0.6559	0.1558	False	0.0908322771440642	0.7101	0.0645	False	0.0676282809174745	0.8458	0.0572	False
8344	g2375.t1	-0.0415549687547967	0.700440119279434	-0.266910233854185	0.0221372802810657	5	0	0.0213827512473271	0.2806	0.006	False	0.022795142345212	1.0046	0.0229	False	0.0277645262856597	1.0481	0.0291	False
8795	g14549.t2	-2.0730271762071	2.05461610142594e-15	-0.323812045636166	0.251993964998298	4	0	0.10107421875	0.4096	0.0414	True	0.0963806425376169	0.7377	0.0711	False	0.0853345768244346	0.8578	0.0732	False
27	g1202.t1	0.827057528435084	1.28138185869698e-17	-0.169279478379867	0.140957770474806	5	0	0.0649211862142666	0.3743	0.0243	False	0.0812062344702959	0.8854	0.0719	False	0.074098854227649	1.1957	0.0886	False
8301	g13736.t1	1.85451708206272	3.94702684022989e-24	0.200488768239125	0.382159804447622	5	0	0.0454106280193236	0.3105	0.0141	False	0.0262614340513425	0.6778	0.0178	False	0.027865796831314	1.073	0.0299	False
756	g1025.t1	-0.716178578982287	0.0406121873754035	-0.112833113825779	0.805261044622046	2	0					0.1942661531878476	0.4674	0.0908	True				
387	g1287.t2		1.0		1.0	5	0	0.0647350561211172	0.3831	0.0248	False	0.0436102677339221	0.7246	0.0316	False				
62	g1102.t1	0.482549833168882	5.95647820196819e-07	-0.334243478737698	0.0013688788437058	5	0	0.097962382445141	0.3828	0.0375	False	0.065198366394399	0.6856	0.0447	False	0.0620846609012289	1.0985	0.0682	False
7539	g4351.t1	-0.0917576807130162	0.524346534019095	-0.708203597552513	9.92001215574417e-07	5	0	0.0510445832435925	0.4643	0.0237	False	0.0657308009909165	0.6055	0.0398	False	0.0491145218417945	1.2705	0.0624	False
5162	g6396.t1	-0.244774468171817	0.0328305942084823	-0.258809526586909	0.0595247890862982	5	0	0.2681917741542954	0.4109	0.1102	True	0.004768017604988	0.5453	0.0026	False	0.0097928436911487	0.7965	0.0078	False
5921	g10120.t1	0.9906349753728	4.49437172032463e-13	-0.116316924202462	0.497507155849965	5	0	0.0697893744105627	0.3181	0.0222	False	0.0430427720628045	0.7388	0.0318	False	0.044227696964601	1.1893	0.0526	False
7214	g4099.t1	4.50188346781781	1.33081905833394e-50	3.11091575401548	2.18906653180145e-24	4	0	0.1675538069891229	0.4321	0.0724	False	0.1993637327677624	0.7544	0.1504	False	0.146785239701523	0.9783	0.1436	False
2472	g9032.t1	0.292141884549318	0.641118938753388	-0.0331171013160174	0.956064841533248	5	0	0.0163576881134133	0.0917	0.0015	False	0.0302541347317466	0.2479	0.0075	False	0.030570814425603	0.4187	0.0128	False
838	g399.t1	2.83179359166497	9.63533827099979e-38	1.64371804498467	1.57373756125881e-10	4	0	0.0522699386503067	0.4075	0.0213	False	0.0759493670886076	0.9006	0.0684	False	0.0825451418744626	1.0467	0.0864	False
5127	g6249.t1	-6.12380976875032	3.90790480649131e-11	0.101105393358459	0.929411823169405	4	0	0.1413632119514472	0.5355	0.0757	False	0.1058823529411764	0.935	0.099	False	0.0848375451263537	1.6066	0.1363	False
2437	g7187.t1	2.15157769799857	1.21590250665551e-93	0.583433547345974	8.1997101412422e-06	5	0	0.0177777777777777	0.2475	0.0044	False	0.0217428522513268	0.5841	0.0127	False				
7251	g4311.t1	-0.498832287315781	2.7393548173725498e-12	-0.533815271301858	8.76762369837268e-12	5	0	0.0296119809394145	0.2938	0.0087	False	0.039568345323741	0.556	0.022	False	0.0195277947880519	1.4697	0.0287	False
5964	g10259.t2	0.82287264232109	2.52541630819403e-13	0.579803509634362	9.00510271804319e-06	4	0	0.0518617021276595	0.3008	0.0156	False	0.1152067814025173	0.7786	0.0897	False	0.0793556085918854	0.838	0.0665	False
7680	g3459.t1	0.841141195680972	0.0003114557777567	0.397010543903812	0.180137062308477	3	0	0.0261610221050496	0.4931	0.0129	False	0.037094837935174	0.833	0.0309	False	0.0396245148479104	1.1079	0.0439	False
8469	g1761.t1	0.364455790780731	0.0008522291307821	-0.219959556515256	0.0765676414446	5	0	0.1478378378378378	0.37	0.0547	False	0.1441328310311148	0.7167	0.1033	False				
4162	g5039.t1	-2.49019181126787	4.97245051491131e-28	-0.798176813268617	0.0016207871664182	2	0	0.0883362936648904	0.8445	0.0746	False	0.1388336873843623	1.4593	0.2026	False				
1704	g11240.t1	0.510490250022406	0.0002417887597106	0.813983973001525	4.72469066622666e-08	5	0	0.0344226579520697	0.459	0.0158	False	0.0526929354161809	0.8578	0.0452	False	0.0415259441203561	1.3028	0.0541	False
3472	g4885.t1	2.82567838534212	7.759550775224319e-36	1.39502682112379	5.68202427043053e-09	4	0	0.0898017673752089	0.4187	0.0376	False	0.1070221554637626	0.7989	0.0855	False	0.0897415818324197	1.277	0.1146	False
6214	g9690.t1	-0.107884861733052	0.680224766755381	-0.971805767911407	0.0001568773852298	5	0	0.0516464471403812	0.577	0.0298	False	0.1257831325301204	1.245	0.1566	True	0.0551287128712871	1.2625	0.0696	False
