Cmac_transcript_ID	conservation_rank	abdomen_sex_bias_category	head_thorax_sex_bias_category
g2353.t2	4	1	1
g8451.t1	4	0	0
g4903.t3	5	-1	-1
g13568.t1	5	1	0
g6074.t1	2	-1	-1
g8373.t1	4	1	0
g5244.t2	5	-1	-1
g330.t1	5	-1	-1
g9538.t1	5	1	0
g5105.t1	5	1	-1
g8595.t1	3	0	0
g11261.t1	5	0	0
g512.t1	5	1	0
g3443.t1	5	1	0
g3182.t1	5	0	0
g886.t1	5	-1	-1
g6380.t1	5	1	0
g1228.t2	5	-1	-1
g9222.t1	5	-1	-1
g4163.t1	5	0	0
g10590.t1	5	0	0
g14826.t1	5	0	0
g5364.t1	5	1	1
g9167.t1	5	-1	-1
g10778.t1	4	1	-1
g1049.t1	5	0	0
g4058.t2	4	-1	0
g4605.t1	4	1	0
g9761.t1	5	1	1
g7847.t1	5	-1	-1
g8196.t1	2	0	0
g183.t1	5	0	-1
g7622.t1	2	-1	0
g12195.t1	3	1	1
g10089.t1	5	1	-1
g2221.t1	3	1	1
g8319.t1	5	1	1
g9832.t1	5	0	0
g5982.t1	5	-1	0
g3144.t2	5	1	0
g3793.t1	5	1	0
g3087.t1	5	1	0
g6019.t1	2	0	0
g13361.t1	5	1	1
g12736.t1	5	-1	0
g2453.t1	5	-1	0
g14116.t1	5	1	0
g1371.t1	5	-1	-1
g3342.t1	5	1	-1
g6612.t1	5	1	0
g998.t2	4	-1	0
g8410.t1	5	-1	0
g9239.t1	2	-1	-1
g10682.t1	4	-1	-1
g14772.t2	5	0	0
g1330.t1	5	-1	-1
g9627.t1	5	1	0
g8857.t1	3	-1	-1
g6285.t1	3	0	0
g11219.t1	5	0	0
g3542.t1	4	0	0
g4632.t1	5	1	-1
g923.t1	5	1	0
g6355.t2	4	0	0
g8806.t1	5	-1	0
g7361.t1	3	1	0
g12101.t1	5	1	0
g11997.t1	5	-1	-1
g1755.t1	5	0	1
g4964.t1	5	1	0
g7862.t1	3	1	1
g8376.t1	4	-1	-1
g12951.t1	2	1	0
g9486.t2	4	1	0
g11918.t1	5	1	1
g7752.t1	4	-1	0
g4027.t2	5	-1	0
g10317.t1	5	-1	-1
g11465.t1	5	1	0
g12745.t1	4	0	0
g10042.t1	4	1	1
g3798.t1	5	-1	-1
g13392.t1	5	1	1
g12230.t1	3	-1	0
g12273.t1	5	0	-1
g10175.t1	5	0	0
g4955.t1	5	1	1
g7693.t1	4	1	1
g5075.t1	3	-1	1
g3757.t1	4	-1	-1
g147.t2	3	0	1
g5689.t1	4	0	0
g1135.t1	5	1	1
g4558.t1	3	0	0
g2498.t1	5	0	-1
g6542.t2	3	-1	0
g14120.t1	5	-1	-1
g1355.t1	5	-1	0
g9383.t1	2	1	0
g8135.t1	4	-1	0
g4752.t1	5	-1	-1
g14070.t1	5	1	1
g6481.t1	5	-1	-1
g370.t1	3	1	1
g5288.t2	5	-1	-1
g1268.t1	5	1	0
g13885.t1	5	-1	0
g14531.t1	4	-1	0
g11401.t1	5	-1	-1
g6306.t1	5	1	0
g2277.t1	5	1	0
g6427.t1	5	0	-1
g926.t1	5	1	0
g9640.t1	5	1	1
g9142.t1	4	0	0
g14702.t1	3	-1	0
g13227.t1	5	-1	0
g5449.t3	5	-1	0
g7647.t1	5	1	1
g8345.t1	5	-1	0
g9454.t1	3	-1	0
g13210.t1	5	1	0
g11231.t1	5	0	0
g7009.t1	5	0	0
g4898.t1	5	1	0
g10067.t1	5	1	0
g2254.t1	3	-1	-1
g11690.t1	5	1	0
g10948.t1	5	1	0
g13591.t1	5	0	0
g10061.t1	3	-1	-1
g12864.t1	5	-1	0
g5856.t1	3	1	1
g6409.t2	5	0	-1
g4083.t1	3	0	-1
g9245.t1	4	1	0
g10229.t1	3	-1	-1
g6253.t1	4	-1	0
g10919.t1	5	-1	-1
g7167.t2	4	1	1
g4315.t1	5	1	1
g7326.t2	5	-1	-1
g2324.t1	5	1	0
g680.t1	5	1	0
g14568.t1	3	1	0
g1206.t1	5	0	-1
g7967.t1	4	-1	-1
g1047.t1	4	-1	-1
g6563.t1	2	-1	-1
g5465.t1	4	1	1
g1283.t1	5	0	0
g10786.t1	5	1	-1
g9209.t1	5	1	1
g1117.t1	5	0	0
g10959.t1	4	0	0
g5776.t1	5	1	1
g8291.t1	5	-1	-1
g11122.t1	5	-1	0
g13408.t1	4	0	1
g269.t1	5	1	1
g859.t1	5	-1	-1
g2045.t1	5	-1	-1
g5742.t1	5	-1	0
g7965.t1	4	0	0
g220.t1	3	1	1
g2100.t1	5	1	1
g880.t1	5	1	0
g13322.t1	5	1	1
g12663.t1	3	1	1
g11588.t1	5	1	0
g6026.t1	5	1	1
g9739.t1	5	1	0
g8978.t2	4	-1	-1
g9272.t1	5	1	0
g2664.t1	4	1	0
g13514.t1	4	1	0
g5875.t1	4	1	1
g11842.t1	5	1	0
g12219.t1	5	1	0
g9076.t1	5	1	0
g9723.t1	5	1	0
g10684.t1	5	1	1
g11425.t1	2	0	0
g4196.t1	4	-1	0
g14335.t1	3	-1	-1
g10465.t1	4	1	1
g4805.t1	5	1	0
g8272.t1	4	0	0
g8093.t1	5	-1	-1
g7145.t1	5	0	0
g8085.t1	5	-1	0
g7126.t1	5	-1	-1
g2157.t1	5	-1	-1
g552.t1	5	1	1
g13950.t1	5	-1	0
g611.t1	2	-1	0
g11082.t1	4	-1	0
g2657.t1	5	1	0
g13545.t1	5	-1	-1
g3646.t1	5	1	1
g3906.t1	4	-1	-1
g1812.t1	4	1	0
g11958.t1	5	0	0
g13507.t1	5	0	1
g2244.t1	4	-1	-1
g6878.t1	5	1	1
g8885.t1	5	1	1
g3714.t1	5	-1	-1
g13034.t1	5	-1	-1
g13460.t1	5	-1	1
g11012.t1	5	1	0
g13292.t1	4	-1	-1
g12673.t1	4	0	-1
g534.t1	5	-1	-1
g12560.t1	5	0	0
g11291.t1	4	-1	-1
g13894.t1	5	-1	0
g8681.t1	5	-1	-1
g6928.t1	4	-1	-1
g6198.t1	5	-1	-1
g14476.t1	3	-1	0
g7973.t1	5	1	0
g5188.t1	4	1	0
g5604.t1	4	-1	0
g6987.t1	5	-1	0
g10694.t1	5	1	1
g13001.t1	4	1	1
g6009.t1	5	0	0
g12910.t1	4	-1	-1
g10288.t1	4	1	1
g13266.t1	3	1	0
g2939.t1	3	-1	-1
g5948.t1	5	1	1
g7714.t1	5	-1	-1
g10419.t1	5	-1	-1
g12847.t1	5	1	-1
g7046.t2	3	-1	0
g11545.t1	5	0	0
g13559.t1	4	1	0
g4296.t1	4	-1	-1
g9116.t1	5	1	0
g10245.t1	4	1	0
g6227.t1	5	-1	-1
g8786.t1	4	-1	-1
g344.t3	4	1	1
g10110.t1	4	0	-1
g7206.t1	5	0	0
g4112.t1	5	-1	0
g6389.t1	5	1	0
g6265.t1	4	-1	-1
g7378.t1	5	1	1
g11274.t1	3	-1	-1
g1017.t1	4	0	-1
g2385.t1	3	-1	-1
g1097.t1	4	-1	0
g2416.t1	4	-1	0
g712.t1	5	1	0
g4075.t2	4	-1	-1
g1065.t1	3	1	1
g2309.t1	5	1	0
g9822.t1	5	-1	-1
g502.t1	5	1	1
g12186.t1	5	1	0
g10071.t1	5	-1	-1
g3818.t1	4	1	0
g5061.t1	5	1	0
g11445.t1	3	1	1
g12634.t1	5	1	1
g10151.t1	4	0	0
g11366.t1	4	-1	0
g13371.t1	4	-1	-1
g3768.t2	4	-1	-1
g10020.t1	5	-1	-1
g4918.t1	5	0	0
g13942.t1	4	1	1
g5718.t1	5	1	0
g6461.t1	4	0	0
g14093.t2	5	1	1
g4846.t1	5	-1	0
g8118.t1	5	-1	1
g9124.t1	4	-1	-1
g14758.t1	4	-1	-1
g10668.t1	5	1	0
g14150.t3	4	-1	-1
g6517.t1	3	0	0
g8175.t1	4	-1	-1
g4778.t1	5	0	-1
g8866.t2	4	-1	-1
g1864.t1	5	1	-1
g13691.t1	5	0	0
g576.t1	4	1	1
g7357.t1	5	1	0
g4540.t1	5	0	-1
g9323.t1	4	-1	-1
g1234.t2	5	1	0
g13817.t1	2	-1	-1
g14448.t1	5	1	0
g12657.t1	5	0	0
g10331.t1	5	0	0
g11146.t1	5	0	1
g14672.t1	5	0	1
g11660.t1	5	-1	-1
g4017.t1	5	-1	0
g2370.t1	5	0	-1
g4673.t1	5	-1	-1
g618.t1	5	0	0
g14740.t1	5	0	0
g716.t1	5	1	0
g2148.t1	5	0	0
g948.t1	5	1	-1
g5631.t1	5	1	0
g10485.t1	2	1	1
g11627.t1	5	1	0
g5018.t1	3	-1	0
g13055.t1	5	1	-1
g4003.t1	3	-1	-1
g9091.t2	5	0	-1
g13099.t1	4	1	0
g13483.t1	5	-1	-1
g11929.t1	5	-1	-1
g8913.t1	5	1	0
g3841.t1	5	0	-1
g10305.t1	3	1	0
g11810.t1	5	-1	0
g5178.t1	4	-1	0
g8565.t2	5	-1	0
g6809.t1	4	1	0
g5547.t1	5	-1	0
g7508.t1	5	0	0
g4389.t1	5	1	0
g6958.t2	4	-1	0
g3305.t1	5	1	0
g9584.t1	4	1	1
g12393.t1	5	0	-1
g2066.t1	5	1	1
g740.t1	3	1	-1
g243.t1	5	-1	0
g4383.t1	5	0	0
g5137.t1	3	1	1
g848.t1	5	0	-1
g2041.t1	4	-1	-1
g304.t1	5	-1	0
g3427.t1	5	-1	-1
g10932.t2	5	-1	-1
g3196.t1	3	-1	1
g9875.t1	5	1	0
g11751.t3	5	1	0
g6838.t1	5	1	0
g3733.t1	5	-1	0
g10052.t1	4	1	0
g8277.t1	4	-1	-1
g12335.t1	5	1	0
g11847.t1	5	-1	0
g5907.t1	5	0	0
g7672.t1	3	0	0
g10549.t1	5	1	1
g3212.t1	4	0	0
g9009.t1	5	0	-1
g10196.t1	5	-1	-1
g5793.t2	5	1	1
g11564.t1	5	1	0
g12547.t1	5	0	0
g4426.t2	5	1	1
g10872.t1	5	1	0
g14043.t1	5	0	0
g14253.t1	4	1	1
g4834.t1	3	0	0
g12322.t1	5	-1	-1
g10493.t1	5	1	-1
g4663.t2	5	1	1
g6652.t2	4	-1	-1
g4539.t1	5	-1	0
g12477.t1	4	0	0
g10614.t1	3	1	1
g2078.t1	4	-1	0
g9515.t1	5	1	0
g10581.t1	5	1	0
g7761.t1	4	1	0
g4483.t1	4	1	1
g13923.t2	5	1	0
g228.t1	5	1	-1
g13313.t2	5	-1	-1
g5608.t1	4	-1	0
g6748.t1	5	1	0
g12613.t1	5	1	0
g10335.t1	5	-1	-1
g3821.t1	4	1	0
g11977.t7	5	-1	-1
g11337.t1	5	0	-1
g13197.t1	5	-1	0
g9913.t3	5	-1	-1
g2713.t1	3	-1	-1
g6695.t1	5	-1	-1
g11603.t1	5	1	0
g9868.t1	5	-1	1
g14291.t2	5	1	1
g484.t1	5	1	0
g9669.t1	5	1	1
g4230.t1	4	1	0
g451.t3	5	1	0
g14234.t1	5	1	1
g900.t1	3	1	0
g14738.t1	5	1	1
g4581.t1	5	1	1
g8069.t1	4	1	1
g7106.t1	4	0	-1
g13992.t1	5	1	0
g4184.t1	4	-1	0
g8020.t1	5	1	0
g2531.t1	2	0	1
g13935.t1	3	1	1
g6906.t2	5	0	0
g2583.t1	3	0	0
g10742.t1	5	0	-1
g3611.t1	5	0	-1
g13537.t1	2	-1	-1
g12348.t1	5	-1	-1
g12173.t1	4	1	1
g10716.t1	4	0	0
g12719.t2	5	0	1
g12496.t1	5	0	0
g13428.t2	4	1	0
g3595.t1	5	0	-1
g11608.t1	5	1	0
g9758.t2	5	-1	-1
g3896.t1	3	0	0
g11972.t1	5	1	1
g13024.t1	4	-1	-1
g13883.t1	3	1	0
g197.t1	5	-1	0
g2123.t1	5	1	1
g544.t2	5	0	0
g5166.t1	5	-1	-1
g5084.t1	4	1	-1
g8522.t3	5	-1	-1
g771.t1	5	1	-1
g14351.t1	5	-1	0
g102.t1	3	-1	-1
g3379.t1	5	-1	-1
g11844.t1	5	0	-1
g9977.t1	5	-1	0
g10160.t1	5	-1	-1
g11191.t1	5	-1	-1
g14729.t1	5	1	1
g1306.t1	5	0	-1
g1143.t3	5	0	0
g4853.t1	5	1	1
g1344.t1	5	1	-1
g3324.t1	4	-1	-1
g9396.t1	4	1	1
g10894.t1	4	-1	-1
g381.t1	5	1	1
g12136.t1	4	-1	0
g14857.t1	5	1	0
g8835.t1	5	1	0
g6768.t1	5	-1	-1
g6440.t1	5	-1	-1
g2286.t1	5	-1	-1
g9054.t2	5	-1	-1
g3518.t1	4	1	1
g11390.t1	5	-1	0
g6318.t1	3	-1	0
g8483.t1	5	0	0
g3925.t1	3	-1	0
g7732.t1	5	0	-1
g11667.t1	5	1	0
g9458.t1	4	0	0
g3086.t1	5	-1	-1
g5972.t1	5	-1	-1
g8332.t1	5	0	0
g10364.t1	5	-1	-1
g12824.t2	3	-1	-1
g6161.t1	5	0	0
g11879.t1	5	0	-1
g7416.t1	3	-1	-1
g13235.t2	5	0	0
g4869.t1	4	0	0
g7632.t1	4	0	0
g11323.t1	5	0	0
g10283.t1	5	1	-1
g3944.t1	5	1	1
g11702.t2	5	1	0
g409.t2	5	-1	0
g14659.t1	3	-1	-1
g10128.t1	4	-1	-1
g393.t1	5	-1	-1
g7553.t1	4	1	0
g14632.t1	5	-1	-1
g4307.t1	5	0	0
g10890.t1	5	-1	0
g8223.t1	5	1	1
g5507.t1	3	-1	-1
g10799.t1	5	-1	-1
g4136.t1	3	1	1
g9195.t1	5	-1	0
g8440.t1	5	0	0
g13748.t1	5	0	0
g6686.t1	5	1	0
g496.t1	5	-1	-1
g6085.t2	4	0	-1
g9999.t1	4	1	0
g8370.t1	5	0	0
g2232.t1	5	-1	0
g12769.t1	5	0	-1
g13418.t2	5	-1	0
g7614.t1	5	-1	0
g10996.t1	4	1	0
g11161.t1	5	1	0
g8283.t1	5	1	1
g9801.t2	5	1	1
g11103.t1	3	-1	0
g4005.t1	4	-1	1
g11647.t1	5	1	1
g2753.t1	5	1	1
g133.t1	5	1	1
g7492.t1	3	-1	-1
g3412.t1	4	-1	-1
g7509.t1	3	-1	-1
g5174.t1	4	0	-1
g3168.t1	4	-1	-1
g3373.t1	5	1	1
g8375.t1	2	0	0
g8251.t1	5	-1	0
g4737.t2	5	0	0
g8042.t1	5	-1	-1
g14022.t1	5	-1	-1
g7091.t1	5	-1	-1
g10987.t2	5	-1	0
g8001.t1	5	0	-1
g4691.t1	4	-1	-1
g6924.t1	5	1	0
g13954.t2	5	-1	-1
g2373.t2	4	1	0
g2557.t1	5	0	0
g9825.t1	4	1	0
g13447.t1	5	1	1
g12373.t1	5	-1	0
g3660.t1	5	-1	0
g5923.t1	5	-1	-1
g7881.t1	4	-1	-1
g10851.t1	5	0	0
g12696.t1	3	0	-1
g3640.t2	5	-1	-1
g5635.t4	4	-1	-1
g12443.t1	5	0	-1
g11868.t2	5	0	1
g9682.t1	4	-1	0
g2347.t1	2	-1	0
g58.t2	2	-1	0
g632.t1	3	-1	-1
g14254.t2	5	0	0
g4420.t1	5	0	0
g5757.t1	5	1	0
g10933.t1	5	1	0
g4509.t1	4	-1	-1
g7936.t1	4	-1	-1
g303.t1	5	1	0
g12029.t1	5	1	1
g6792.t1	5	-1	0
g5136.t1	4	-1	0
g3258.t3	5	-1	-1
g9151.t1	5	1	1
g4465.t1	5	1	1
g10841.t1	5	1	0
g2093.t3	5	0	0
g7781.t1	5	1	-1
g8951.t1	4	1	1
g4994.t1	5	1	0
g13341.t1	5	0	-1
g11361.t1	5	1	0
g2688.t1	5	1	0
g9934.t1	5	-1	-1
g6839.t1	5	-1	0
g13147.t1	5	1	0
g11752.t1	5	1	1
g13169.t1	3	0	-1
g6716.t1	5	1	1
g9898.t1	5	0	0
g2735.t1	3	-1	-1
g10828.t3	5	1	0
g9171.t1	5	1	1
g9405.t1	4	0	0
g4051.t1	5	-1	0
g2412.t1	3	0	0
g10589.t2	5	1	0
g4160.t1	3	0	0
g9221.t1	4	-1	-1
g5356.t1	4	1	1
g10094.t1	5	-1	-1
g12190.t1	3	-1	0
g3155.t1	4	-1	-1
g6104.t1	4	1	0
g2222.t1	5	1	0
g9824.t1	5	1	0
g8307.t1	3	-1	-1
g4598.t1	5	1	0
g7624.t1	5	-1	0
g176.t1	5	-1	0
g7848.t1	4	-1	-1
g9782.t1	5	-1	-1
g11441.t2	5	1	1
g11504.t1	5	1	0
g10204.t2	5	1	0
g6006.t1	5	-1	1
g13000.t1	5	1	0
g430.t1	5	-1	-1
g2467.t1	5	1	1
g5294.t1	4	0	0
g4329.t2	5	1	0
g3407.t1	5	1	1
g341.t1	5	1	0
g3302.t1	4	-1	0
g8787.t1	4	-1	-1
g9539.t1	4	-1	-1
g10242.t1	5	0	0
g13816.t1	4	1	0
g4625.t1	5	0	0
g2504.t1	4	0	0
g7359.t1	5	1	0
g6343.t2	5	-1	-1
g8805.t1	5	1	1
g3539.t1	5	-1	-1
g11215.t1	4	0	0
g8863.t1	5	1	0
g6281.t1	3	0	0
g4021.t1	5	1	1
g8356.t1	5	0	1
g12982.t1	5	0	0
g10961.t1	2	0	0
g9494.t1	5	0	0
g14674.t3	5	1	0
g11147.t1	4	-1	-1
g10309.t1	5	1	-1
g8191.t1	5	0	0
g12203.t1	5	1	0
g1752.t2	5	0	0
g12006.t1	4	1	1
g12660.t1	4	1	1
g10184.t1	4	0	0
g11365.t1	5	1	0
g4745.t1	5	0	1
g3116.t2	5	-1	0
g14777.t1	4	1	-1
g1325.t1	4	0	0
g2460.t1	3	-1	-1
g1372.t1	5	1	0
g3341.t1	4	-1	-1
g3519.t1	3	1	1
g10989.t1	2	-1	0
g2282.t1	5	1	0
g934.t1	5	-1	0
g7407.t1	5	0	0
g12396.t1	5	1	0
g377.t2	5	-1	0
g10897.t1	5	-1	1
g14523.t1	5	-1	-1
g1271.t1	5	1	1
g13886.t1	5	1	1
g3408.t1	5	1	0
g11908.t1	5	1	1
g10362.t1	5	0	-1
g5975.t1	4	1	0
g14694.t1	5	-1	0
g12925.t1	5	0	0
g3114.t1	4	0	0
g11188.t2	5	1	0
g3754.t1	3	-1	-1
g4937.t1	5	-1	-1
g10181.t1	5	1	0
g9975.t1	3	0	0
g28.t1	4	-1	-1
g3807.t1	5	-1	-1
g11722.t1	5	0	0
g13389.t1	3	0	0
g10041.t2	3	1	1
g12739.t2	5	-1	-1
g12279.t1	5	1	1
g5348.t2	5	-1	-1
g7411.t1	5	1	1
g14065.t1	5	1	0
g6490.t1	5	0	0
g4747.t1	5	-1	-1
g8150.t2	5	-1	-1
g6640.t1	4	1	-1
g14128.t2	4	-1	-1
g8416.t2	4	1	1
g979.t1	3	-1	0
g1040.t1	5	1	1
g5479.t1	5	0	0
g4141.t1	5	1	0
g1116.t1	4	1	0
g1277.t1	5	1	0
g2318.t1	5	1	-1
g676.t1	5	1	1
g1213.t1	5	-1	0
g13801.t1	3	-1	0
g9797.t1	5	-1	-1
g3153.t2	5	-1	-1
g11685.t1	4	0	0
g3947.t1	4	1	0
g12870.t1	5	1	0
g9718.t2	5	-1	-1
g5860.t2	5	1	0
g13579.t1	5	0	-1
g11324.t1	5	0	0
g7020.t1	3	0	0
g9713.t1	5	1	0
g4899.t1	5	1	1
g11234.t1	4	-1	0
g13209.t1	5	0	-1
g10916.t2	4	-1	0
g4327.t2	5	-1	0
g7174.t1	5	1	0
g6258.t1	5	0	0
g14586.t1	5	1	1
g7333.t1	3	-1	0
g9244.t2	4	-1	0
g4085.t3	5	0	-1
g10221.t1	5	1	0
g6408.t1	5	1	0
g410.t2	4	-1	-1
g13517.t1	4	-1	0
g2661.t1	2	0	0
g12228.t1	5	1	0
g9720.t1	5	0	-1
g9077.t1	5	0	0
g11839.t1	5	1	-1
g5874.t1	5	1	0
g8983.t1	5	1	0
g9870.t1	5	-1	0
g9289.t1	5	1	1
g6031.t1	5	1	-1
g11580.t1	4	0	0
g8273.t1	4	-1	-1
g4843.t1	5	1	-1
g14818.t1	2	0	0
g7142.t1	5	1	0
g8089.t1	5	-1	0
g4216.t1	5	-1	0
g11431.t1	4	-1	-1
g10689.t1	5	-1	-1
g11090.t1	4	-1	-1
g14288.t1	5	1	1
g2103.t2	5	1	1
g883.t1	4	-1	-1
g225.t1	5	1	1
g10586.t1	5	1	1
g816.t1	5	-1	0
g14650.t1	5	0	-1
g268.t1	5	0	0
g4517.t1	4	1	1
g6589.t1	2	-1	-1
g9941.t1	4	0	0
g12491.t1	5	-1	-1
g13029.t1	5	1	-1
g11011.t1	5	0	0
g13463.t1	5	0	0
g3715.t1	5	1	0
g8888.t2	5	1	0
g12667.t1	5	-1	-1
g13293.t1	5	1	-1
g13499.t1	5	-1	-1
g11953.t1	4	1	1
g13078.t1	4	1	1
g8933.t1	3	0	-1
g3899.t2	5	-1	-1
g6881.t1	5	1	0
g7972.t1	5	0	0
g6197.t1	5	1	-1
g6983.t1	5	1	0
g8528.t1	5	-1	0
g5593.t1	4	1	0
g9618.t1	5	1	1
g10571.t1	2	0	0
g5165.t1	4	-1	-1
g2141.t1	5	-1	-1
g8621.t2	4	0	1
g6937.t1	5	-1	-1
g13889.t1	5	1	-1
g11301.t1	5	-1	0
g612.t1	4	0	0
g11083.t1	5	-1	-1
g4565.t1	5	-1	-1
g2164.t1	5	0	0
g921.t1	5	1	0
g12345.t2	5	-1	0
g9061.t1	3	-1	-1
g3567.t1	4	0	0
g3955.t1	3	0	-1
g9715.t1	4	1	1
g12868.t1	5	1	0
g5862.t1	5	-1	-1
g3119.t1	2	1	1
g13584.t1	4	-1	-1
g7014.t1	2	-1	-1
g4901.t1	5	-1	-1
g9711.t1	3	-1	-1
g5053.t1	5	1	0
g11236.t1	5	1	0
g10914.t1	5	-1	-1
g7176.t1	5	-1	0
g4325.t1	5	1	0
g6256.t1	5	-1	-1
g7330.t1	5	-1	-1
g4088.t1	5	1	0
g9241.t1	5	-1	-1
g10224.t1	5	1	1
g6405.t1	2	-1	-1
g1042.t1	5	0	-1
g5483.t1	5	0	0
g1114.t1	5	-1	-1
g1280.t1	5	0	0
g2315.t1	5	0	0
g678.t2	5	1	0
g1209.t1	4	1	1
g8228.t1	4	-1	-1
g14560.t1	5	0	0
g10776.t1	3	-1	0
g10026.t2	4	1	1
g7903.t1	5	1	1
g5984.t2	4	-1	0
g11185.t1	5	0	0
g5080.t1	5	1	-1
g3750.t1	5	-1	-1
g10179.t1	5	-1	0
g4939.t1	5	1	0
g9973.t1	4	-1	-1
g25.t2	4	-1	-1
g3804.t1	5	-1	-1
g13387.t2	5	-1	-1
g11724.t4	5	1	-1
g12738.t1	5	-1	1
g10039.t1	4	1	1
g12277.t1	4	-1	0
g9387.t1	5	1	-1
g14063.t1	3	1	1
g6488.t1	5	-1	0
g8148.t1	5	0	0
g4749.t1	5	1	1
g1309.t1	4	-1	-1
g6638.t1	3	-1	-1
g14127.t1	5	1	1
g4763.t1	4	-1	-1
g8413.t1	5	1	0
g9648.t1	5	-1	0
g2280.t1	5	0	1
g931.t1	5	1	0
g6357.t1	3	-1	-1
g14572.t1	5	1	1
g12141.t1	4	-1	0
g376.t1	4	-1	0
g14525.t1	4	-1	-1
g1269.t1	5	1	0
g13848.t1	3	0	-1
g14467.t1	4	0	0
g14691.t1	3	0	0
g13610.t1	5	0	0
g8329.t1	5	0	-1
g6911.t1	3	-1	-1
g8038.t1	5	-1	0
g9432.t1	5	1	0
g11081.t1	4	1	0
g14011.t1	5	1	0
g2162.t4	5	1	0
g652.t1	5	-1	0
g13423.t1	4	1	0
g2618.t1	4	0	0
g12152.t1	5	1	1
g14371.t1	5	1	0
g13031.t1	5	1	0
g13465.t1	5	1	0
g11009.t3	3	1	0
g8891.t1	4	1	0
g3668.t1	5	-1	0
g12665.t1	5	1	0
g13295.t1	5	1	1
g11955.t1	3	-1	-1
g13501.t1	5	0	-1
g2240.t1	4	-1	-1
g3874.t1	2	-1	-1
g1807.t1	5	1	0
g6883.t1	5	1	1
g7968.t1	5	-1	0
g3160.t1	5	1	0
g6195.t1	5	1	0
g1273.t1	5	1	1
g6981.t1	3	-1	-1
g8529.t1	5	-1	-1
g5190.t1	5	1	0
g5591.t1	4	1	1
g1847.t1	3	-1	-1
g10044.t1	5	1	0
g8685.t1	5	0	-1
g6935.t1	5	1	1
g11297.t1	5	1	-1
g13891.t2	5	0	1
g2105.t1	4	-1	-1
g885.t1	4	-1	-1
g14086.t1	3	-1	-1
g7941.t1	5	1	1
g3216.t1	5	0	0
g819.t1	3	0	0
g14652.t1	4	-1	-1
g263.t1	5	1	1
g2694.t1	5	0	0
g13191.t1	5	-1	0
g13520.t1	5	1	1
g2596.t1	3	-1	-1
g12225.t1	5	1	0
g9079.t1	5	-1	0
g9853.t1	4	-1	0
g5871.t1	5	0	0
g11837.t1	5	1	0
g9872.t1	5	-1	0
g8981.t2	5	1	0
g9291.t1	5	1	0
g11582.t2	5	1	1
g6033.t1	5	1	1
g4809.t3	5	1	0
g12292.t1	5	1	0
g14816.t2	4	-1	0
g904.t1	5	-1	-1
g7140.t1	4	1	1
g971.t3	5	0	-1
g8087.t1	3	1	0
g11429.t1	5	-1	0
g4205.t1	5	1	1
g10687.t1	5	1	0
g5765.t1	5	1	0
g537.t1	5	0	0
g10635.t1	5	-1	-1
g7939.t1	5	1	0
g4505.t1	4	-1	-1
g12021.t1	2	-1	-1
g6795.t2	4	1	1
g834.t1	3	0	0
g3260.t1	5	-1	-1
g4463.t1	5	-1	-1
g9149.t1	4	-1	0
g10839.t2	4	1	0
g7778.t2	3	-1	0
g8949.t1	5	1	0
g4996.t1	5	1	1
g11359.t1	4	0	0
g13343.t1	5	-1	-1
g9932.t2	5	-1	-1
g2692.t1	5	-1	-1
g6841.t1	5	1	0
g13149.t1	4	-1	0
g13167.t1	5	-1	0
g11755.t1	5	0	0
g6715.t1	2	1	1
g2736.t2	5	-1	0
g9895.t1	5	-1	-1
g5869.t1	5	-1	-1
g9004.t1	5	-1	-1
g12222.t1	5	1	0
g3748.t1	5	-1	-1
g2345.t1	5	1	0
g14337.t1	5	0	0
g10469.t1	5	-1	0
g12325.t1	5	-1	-1
g635.t1	3	-1	0
g14256.t1	4	-1	0
g14061.t1	5	0	0
g438.t1	5	1	0
g8730.t1	4	0	0
g8249.t1	5	-1	-1
g8040.t1	4	-1	0
g4735.t2	5	1	1
g673.t1	5	1	1
g14020.t1	5	1	1
g7088.t1	5	1	1
g4689.t1	5	1	0
g7999.t1	5	0	-1
g7152.t1	5	1	-1
g13952.t1	5	-1	1
g10738.t1	5	1	0
g2620.t1	5	-1	-1
g12377.t1	5	-1	-1
g13445.t1	5	1	1
g3593.t2	5	1	0
g5921.t1	5	1	1
g7878.t1	5	1	0
g12694.t1	5	0	0
g139.t1	5	1	0
g3649.t1	4	0	0
g13347.t1	4	-1	-1
g5637.t1	5	1	0
g8918.t1	2	-1	-1
g13467.t2	5	1	1
g11313.t1	4	-1	-1
g6978.t1	4	-1	-1
g135.t1	5	-1	0
g5117.t1	4	-1	-1
g3411.t1	5	1	0
g1068.t1	3	-1	-1
g5147.t1	4	1	1
g3164.t1	3	-1	-1
g3397.t1	4	0	0
g4607.t1	4	1	0
g4953.t1	4	-1	0
g3111.t1	5	0	1
g14167.t1	5	0	0
g991.t1	5	0	0
g14774.t2	5	0	-1
g1327.t1	5	0	0
g8133.t1	5	1	1
g2459.t2	5	0	0
g6455.t1	5	0	-1
g1374.t1	3	1	0
g3339.t1	5	-1	-1
g9365.t2	3	0	0
g4627.t2	4	-1	0
g7360.t1	4	0	0
g12094.t1	4	-1	-1
g6345.t1	4	-1	0
g8803.t1	4	1	0
g654.t1	5	1	1
g11212.t1	5	1	0
g3537.t1	5	-1	-1
g8860.t1	5	1	0
g6304.t2	4	1	0
