g6.t1_1	g532.t1_1
g10850.t1_1	g6598.t1_1
g10851.t1_1	g7233.t1_1
g10852.t1_1	g7230.t1_1
g10853.t1_1	g13971.t1_1
g10854.t1_1	g7060.t3_1
g10856.t1_1	g10118.t1_1
g10857.t1_1	g4398.t1_1
g10858.t1_1	g16027.t1_1
g10859.t2_1	g7674.t1_1
g10860.t1_1	g17253.t1_1
g10861.t1_1	g9784.t1_1
g10862.t1_1	g3669.t1_1
g10863.t1_1	g2555.t1_1
g10864.t2_1	g2552.t2_1
g10865.t1_1	g2553.t1_1
g10867.t1_1	g2549.t1_1
g10868.t1_1	g2548.t1_1
g10871.t1_1	g2546.t1_1
g10872.t1_1	g4118.t1_1
g10873.t1_1	g1885.t1_1
g10874.t2_1	g15253.t1_1
g10875.t1_1	g15257.t1_1
g10876.t1_1	g15256.t1_1
g10877.t1_1	g15254.t1_1
g10878.t1_1	g15345.t1_1
g10879.t1_1	g15258.t1_1
g10880.t1_1	g15259.t1_1
g10881.t2_1	g15677.t1_1
g10882.t1_1	g15676.t1_1
g10883.t1_1	g14830.t2_1
g10884.t1_1	g15719.t1_1
g10885.t1_1	g15410.t1_1
g10886.t1_1	g14079.t1_1
g10887.t1_1	g13950.t1_1
g10888.t1_1	g13951.t1_1
g10889.t2_1	g15600.t1_1
g10890.t1_1	g15601.t1_1
g10891.t1_1	g13926.t1_1
g10892.t1_1	g13927.t1_1
g10893.t1_1	g15672.t1_1
g10895.t1_1	g5371.t1_1
g10896.t1_1	g13928.t3_1
g10897.t1_1	g12126.t1_1
g10898.t1_1	g15091.t1_1
g10899.t1_1	g15090.t1_1
g10901.t1_1	g15088.t1_1
g10903.t1_1	g4528.t1_1
g10904.t1_1	g15087.t1_1
g10905.t1_1	g15086.t1_1
g10906.t1_1	g14470.t1_1
g10907.t1_1	g15606.t1_1
g10908.t1_1	g7732.t2_1
g10909.t1_1	g15343.t1_1
g10910.t1_1	g14706.t1_1
g10911.t1_1	g15412.t1_1
g10912.t1_1	g10363.t1_1
g10913.t2_1	g16274.t1_1
g10914.t1_1	g14660.t1_1
g10915.t1_1	g14665.t1_1
g10916.t2_1	g15558.t1_1
g10917.t1_1	g15559.t1_1
g10918.t1_1	g15555.t1_1
g10919.t1_1	g15554.t1_1
g10920.t1_1	g15552.t1_1
g10921.t1_1	g14982.t1_1
g10922.t2_1	g14983.t3_1
g10923.t1_1	g5440.t1_1
g10924.t1_1	g5461.t1_1
g10925.t1_1	g4737.t1_1
g10927.t1_1	g4276.t2_1
g10928.t1_1	g7063.t1_1
g10929.t3_1	g7088.t1_1
g10931.t2_1	g7882.t1_1
g10932.t2_1	g16275.t1_1
g10933.t1_1	g7837.t1_1
g11129.t1_1	g12799.t1_1
g11130.t1_1	g12800.t1_1
g11131.t1_1	g12798.t1_1
g11132.t1_1	g12368.t1_1
g11134.t1_1	g13171.t1_1
g11135.t1_1	g13172.t1_1
g11137.t1_1	g3533.t1_1
g11138.t1_1	g3539.t1_1
g11139.t3_1	g4979.t2_1
g11140.t1_1	g3540.t1_1
g11141.t2_1	g5648.t1_1
g11144.t1_1	g5092.t1_1
g11145.t2_1	g5093.t1_1
g11146.t1_1	g5091.t1_1
g11147.t1_1	g10325.t1_1
g11148.t1_1	g13338.t1_1
g11154.t1_1	g10502.t1_1
g11155.t1_1	g12211.t1_1
g11156.t1_1	g14088.t1_1
g11158.t1_1	g12205.t1_1
g11159.t1_1	g13106.t1_1
g11160.t1_1	g12172.t2_1
g11161.t1_1	g12171.t1_1
g11162.t1_1	g12170.t1_1
g11163.t1_1	g3438.t1_1
g11164.t1_1	g4383.t1_1
g11165.t1_1	g4386.t1_1
g11166.t1_1	g2812.t1_1
g11167.t1_1	g3226.t1_1
g11168.t1_1	g3441.t1_1
g11169.t1_1	g3440.t1_1
g11170.t1_1	g2407.t1_1
g11173.t1_1	g4379.t1_1
g11174.t5_1	g2452.t1_1
g11175.t1_1	g4313.t1_1
g11176.t1_1	g4312.t1_1
g11177.t1_1	g2474.t1_1
g11178.t1_1	g2338.t1_1
g11180.t1_1	g2341.t1_1
g11181.t1_1	g2345.t1_1
g11183.t1_1	g2339.t1_1
g11184.t1_1	g2331.t1_1
g11185.t1_1	g2334.t1_1
g11186.t1_1	g2967.t1_1
g11187.t1_1	g2475.t1_1
g11188.t2_1	g4395.t1_1
g11189.t2_1	g4392.t1_1
g11190.t1_1	g7517.t1_1
g11191.t1_1	g7403.t1_1
g11192.t1_1	g7428.t1_1
g11193.t1_1	g7429.t1_1
g11194.t2_1	g7430.t1_1
g11199.t1_1	g11751.t1_1
g11200.t1_1	g13251.t1_1
g11201.t1_1	g7071.t1_1
g11202.t1_1	g6201.t1_1
g11204.t2_1	g13199.t1_1
g11205.t1_1	g12457.t1_1
g11206.t1_1	g13842.t1_1
g11209.t1_1	g5755.t1_1
g11211.t1_1	g12982.t2_1
g11212.t1_1	g12987.t1_1
g11214.t1_1	g17002.t1_1
g11215.t1_1	g12983.t1_1
g11217.t1_1	g12986.t1_1
g11218.t1_1	g12979.t1_1
g11219.t1_1	g12978.t1_1
g11220.t1_1	g12206.t1_1
g11221.t1_1	g13309.t1_1
g11222.t4_1	g12168.t2_1
g11223.t1_1	g16564.t1_1
g11225.t1_1	g16561.t1_1
g11226.t1_1	g327.t1_1
g11227.t1_1	g2928.t1_1
g11229.t1_1	g6330.t1_1
g11230.t1_1	g6328.t1_1
g11231.t1_1	g5057.t1_1
g11233.t1_1	g5058.t1_1
g11234.t1_1	g5170.t1_1
g11235.t1_1	g5055.t1_1
g11236.t1_1	g6297.t1_1
g11237.t1_1	g7676.t1_1
g11238.t1_1	g6353.t1_1
g11239.t1_1	g7300.t1_1
g11240.t1_1	g13363.t1_1
g11242.t1_1	g10953.t1_1
g11244.t1_1	g12298.t1_1
g11248.t1_1	g1100.t1_1
g11249.t1_1	g828.t1_1
g11250.t1_1	g151.t1_1
g11251.t1_1	g11186.t1_1
g11252.t1_1	g16560.t1_1
g11259.t1_1	g16528.t1_1
g11260.t1_1	g14628.t1_1
g11261.t1_1	g14626.t1_1
g11262.t1_1	g12102.t1_1
g11263.t1_1	g13620.t1_1
g11264.t2_1	g2481.t1_1
g11266.t1_1	g13512.t1_1
g11267.t1_1	g13515.t1_1
g11268.t1_1	g13516.t1_1
g11276.t1_1	g13518.t1_1
g11277.t1_1	g13519.t1_1
g11278.t1_1	g13520.t1_1
g11279.t1_1	g13467.t1_1
g11280.t1_1	g13466.t1_1
g11281.t1_1	g12795.t1_1
g11282.t5_1	g13464.t1_1
g11283.t1_1	g13465.t1_1
g11285.t1_1	g13463.t1_1
g11289.t1_1	g12711.t1_1
g11290.t1_1	g12710.t1_1
g11291.t1_1	g12709.t1_1
g11293.t1_1	g12706.t1_1
g11294.t1_1	g12704.t2_1
g11295.t1_1	g4997.t1_1
g11297.t1_1	g12702.t1_1
g11299.t1_1	g12797.t1_1
g11301.t1_1	g3209.t1_1
g11302.t1_1	g3208.t1_1
g11303.t1_1	g3207.t1_1
g11304.t1_1	g4597.t1_1
g11305.t1_1	g3206.t1_1
g11307.t1_1	g3204.t1_1
g11308.t1_1	g3203.t1_1
g11309.t2_1	g3202.t1_1
g11310.t1_1	g2080.t1_1
g11311.t1_1	g3531.t1_1
g11312.t1_1	g4305.t1_1
g11313.t1_1	g171.t1_1
g11314.t1_1	g16604.t1_1
g11315.t1_1	g13339.t1_1
g11316.t1_1	g1129.t1_1
g11317.t1_1	g1134.t1_1
g11318.t1_1	g16163.t1_1
g11320.t1_1	g16161.t1_1
g11321.t1_1	g16173.t1_1
g11322.t1_1	g16135.t1_1
g11323.t1_1	g16366.t1_1
g11324.t1_1	g345.t1_1
g11325.t1_1	g13246.t1_1
g11328.t3_1	g13239.t1_1
g11333.t2_1	g13237.t1_1
g11334.t1_1	g13233.t1_1
g11336.t1_1	g13235.t1_1
g11337.t1_1	g13423.t1_1
g11338.t1_1	g1090.t1_1
g11339.t1_1	g4166.t1_1
g11340.t1_1	g827.t1_1
g11341.t1_1	g16755.t1_1
g11342.t1_1	g16757.t1_1
g11345.t1_1	g11949.t1_1
g11346.t1_1	g102.t1_1
g11347.t1_1	g8049.t1_1
g11348.t1_1	g8048.t1_1
g11349.t1_1	g14914.t1_1
g11350.t1_1	g7439.t1_1
g11353.t1_1	g7513.t1_1
g11354.t2_1	g6670.t1_1
g11355.t1_1	g6669.t1_1
g11356.t1_1	g6668.t1_1
g11358.t1_1	g6665.t1_1
g11359.t1_1	g6664.t1_1
g11360.t1_1	g15740.t1_1
g11361.t1_1	g6430.t2_1
g11362.t1_1	g6433.t1_1
g11363.t1_1	g7521.t1_1
g11364.t2_1	g7522.t1_1
g11365.t1_1	g7808.t1_1
g11366.t1_1	g6902.t1_1
g11370.t1_1	g7440.t1_1
g11372.t1_1	g8215.t1_1
g11373.t1_1	g8212.t1_1
g11374.t2_1	g8209.t1_1
g11375.t1_1	g6243.t1_1
g11376.t1_1	g6242.t1_1
g11377.t1_1	g11832.t1_1
g11378.t1_1	g6244.t1_1
g11379.t1_1	g10435.t1_1
g11381.t1_1	g16960.t1_1
g11382.t1_1	g11285.t1_1
g11383.t1_1	g8846.t1_1
g11384.t1_1	g3437.t1_1
g11385.t1_1	g3435.t1_1
g11386.t1_1	g15032.t1_1
g11387.t1_1	g10871.t1_1
g11388.t1_1	g12794.t1_1
g11390.t1_1	g12793.t1_1
g11391.t1_1	g12370.t1_1
g11392.t1_1	g12371.t1_1
g11393.t1_1	g13179.t1_1
g11395.t1_1	g3436.t1_1
g11396.t1_1	g11249.t1_1
g11397.t1_1	g4300.t1_1
g11398.t2_1	g4301.t1_1
g11399.t1_1	g8056.t1_1
g11400.t1_1	g4195.t1_1
g11401.t1_1	g4194.t1_1
g11402.t1_1	g4192.t1_1
g11403.t1_1	g4191.t1_1
g11404.t1_1	g3211.t1_1
g11407.t1_1	g3395.t1_1
g11412.t2_1	g3215.t1_1
g11413.t1_1	g2569.t1_1
g11415.t1_1	g2572.t1_1
g11416.t1_1	g2576.t1_1
g11420.t1_1	g2579.t1_1
g11421.t2_1	g2581.t1_1
g11424.t1_1	g2582.t1_1
g11426.t1_1	g2405.t1_1
g11427.t1_1	g2350.t1_1
g11429.t1_1	g4071.t1_1
g11430.t1_1	g16518.t1_1
g11431.t1_1	g3187.t1_1
g11432.t1_1	g3186.t1_1
g11433.t1_1	g13424.t1_1
g11434.t1_1	g2566.t1_1
g11435.t1_1	g2567.t1_1
g11436.t1_1	g2568.t1_1
g11437.t1_1	g3843.t1_1
g11440.t1_1	g3439.t1_1
g11441.t2_1	g10835.t1_1
g11442.t1_1	g2885.t1_1
g11447.t1_1	g2884.t1_1
g11448.t2_1	g2883.t1_1
g11449.t1_1	g3397.t2_1
g11450.t1_1	g4196.t1_1
g11451.t1_1	g4197.t1_1
g11452.t1_1	g4198.t1_1
g11453.t1_1	g4199.t1_1
g11456.t1_1	g13496.t1_1
g11457.t1_1	g17898.t1_1
g11458.t1_1	g3201.t1_1
g11462.t1_1	g4360.t1_1
g11465.t1_1	g2807.t1_1
g11469.t2_1	g5795.t1_1
g11478.t1_1	g9882.t1_1
g11483.t1_1	g10605.t1_1
g11488.t1_1	g709.t1_1
g11489.t1_1	g436.t1_1
g11494.t1_1	g496.t1_1
g11498.t1_1	g14444.t1_1
g11509.t1_1	g1117.t1_1
g11517.t5_1	g1123.t1_1
g11520.t1_1	g13418.t1_1
g11525.t1_1	g4664.t1_1
g11526.t1_1	g1226.t1_1
g11527.t1_1	g7531.t1_1
g11528.t1_1	g5947.t1_1
g11529.t2_1	g5946.t1_1
g11530.t1_1	g6332.t1_1
g11533.t1_1	g1126.t1_1
g11535.t1_1	g1125.t1_1
g11536.t1_1	g843.t1_1
g11549.t1_1	g1105.t1_1
g11551.t1_1	g1091.t1_1
g11552.t1_1	g16521.t1_1
g11553.t1_1	g6452.t1_1
g11554.t1_1	g6992.t1_1
g11559.t1_1	g2809.t1_1
g11561.t1_1	g12249.t1_1
g11562.t2_1	g16131.t1_1
g11563.t1_1	g434.t1_1
g11564.t1_1	g438.t1_1
g11565.t1_1	g437.t1_1
g11568.t1_1	g708.t1_1
g11569.t2_1	g704.t1_1
g11570.t1_1	g1791.t1_1
g11571.t1_1	g849.t1_1
g11573.t1_1	g10607.t1_1
g11575.t1_1	g11502.t1_1
g11576.t3_1	g11500.t1_1
g11578.t1_1	g11100.t1_1
g11579.t2_1	g11117.t1_1
g11580.t1_1	g11118.t1_1
g11581.t1_1	g10165.t1_1
g11582.t2_1	g10164.t1_1
g11583.t1_1	g12538.t1_1
g11586.t1_1	g3512.t1_1
g11587.t1_1	g12540.t1_1
g11588.t1_1	g12537.t1_1
g11590.t1_1	g7382.t1_1
g11592.t1_1	g7394.t1_1
g11593.t1_1	g6419.t1_1
g11594.t1_1	g17142.t1_1
g11595.t1_1	g4994.t1_1
g11596.t1_1	g12167.t1_1
g11598.t1_1	g17694.t1_1
g11599.t1_1	g8076.t1_1
g11600.t1_1	g8077.t1_1
g11602.t2_1	g8078.t1_1
g11603.t1_1	g8080.t1_1
g11604.t1_1	g7182.t1_1
g11605.t1_1	g7181.t1_1
g11606.t4_1	g6478.t1_1
g11607.t1_1	g4810.t1_1
g11608.t1_1	g16064.t1_1
g11613.t1_1	g6479.t1_1
g11614.t1_1	g6482.t1_1
g11617.t1_1	g6483.t1_1
g11621.t1_1	g6485.t1_1
g11622.t1_1	g6636.t2_1
g11623.t1_1	g12857.t1_1
g11624.t1_1	g12531.t1_1
g11625.t1_1	g12532.t1_1
g11626.t1_1	g12892.t1_1
g11627.t1_1	g12851.t1_1
g11630.t1_1	g12855.t1_1
g11632.t1_1	g12856.t1_1
g11633.t1_1	g12536.t1_1
g11635.t1_1	g12998.t1_1
g11636.t1_1	g4907.t1_1
g11637.t1_1	g12279.t1_1
g11638.t1_1	g12899.t1_1
g11639.t2_1	g12902.t1_1
g11641.t1_1	g12802.t1_1
g11643.t1_1	g12401.t1_1
g11645.t1_1	g12400.t1_1
g11646.t1_1	g13677.t1_1
g11647.t1_1	g13670.t1_1
g11648.t1_1	g13669.t1_1
g11649.t1_1	g13639.t1_1
g11650.t1_1	g13720.t1_1
g11652.t1_1	g15211.t1_1
g11653.t1_1	g16707.t1_1
g11654.t1_1	g16710.t1_1
g11655.t1_1	g16711.t1_1
g11656.t1_1	g1205.t1_1
g11657.t2_1	g1540.t1_1
g11658.t1_1	g1541.t1_1
g11659.t1_1	g5370.t1_1
g11660.t1_1	g7434.t1_1
g11661.t1_1	g3927.t1_1
g11662.t1_1	g1477.t1_1
g11663.t1_1	g15097.t1_1
g11664.t1_1	g1010.t1_1
g11665.t1_1	g557.t2_1
g11666.t1_1	g6597.t1_1
g11667.t1_1	g16912.t1_1
g11668.t2_1	g16911.t1_1
g11669.t1_1	g16915.t1_1
g11670.t1_1	g10609.t1_1
g11671.t1_1	g1192.t1_1
g11672.t1_1	g1191.t1_1
g11673.t1_1	g1212.t1_1
g11674.t1_1	g1815.t1_1
g11676.t1_1	g846.t1_1
g11677.t1_1	g453.t1_1
g11678.t1_1	g847.t1_1
g11679.t1_1	g1619.t1_1
g11680.t1_1	g588.t1_1
g11681.t1_1	g586.t1_1
g11682.t1_1	g1601.t1_1
g11684.t1_1	g585.t1_1
g11685.t1_1	g584.t1_1
g11686.t1_1	g568.t2_1
g11687.t1_1	g567.t1_1
g11688.t1_1	g3957.t1_1
g11689.t1_1	g7847.t2_1
g11690.t1_1	g8300.t1_1
g11691.t1_1	g8301.t1_1
g11693.t1_1	g8302.t1_1
g11694.t1_1	g7843.t1_1
g11695.t1_1	g7845.t1_1
g11696.t1_1	g7427.t1_1
g11697.t1_1	g6384.t1_1
g11698.t1_1	g6385.t1_1
g11699.t1_1	g7425.t1_1
g11700.t1_1	g7424.t2_1
g11702.t2_1	g6386.t1_1
g11703.t1_1	g1384.t1_1
g11704.t1_1	g2602.t1_1
g11705.t1_1	g866.t1_1
g11707.t1_1	g205.t1_1
g11708.t1_1	g207.t1_1
g11710.t1_1	g208.t1_1
g11711.t2_1	g209.t1_1
g11712.t1_1	g7148.t1_1
g11713.t2_1	g483.t1_1
g11714.t1_1	g8353.t1_1
g11715.t2_1	g857.t1_1
g11716.t1_1	g485.t1_1
g11717.t1_1	g1814.t1_1
g11718.t2_1	g7533.t1_1
g11720.t2_1	g7535.t1_1
g11722.t1_1	g16572.t1_1
g11723.t1_1	g16573.t1_1
g11724.t4_1	g328.t1_1
g11726.t1_1	g5973.t1_1
g11727.t1_1	g12253.t1_1
g11728.t1_1	g11563.t1_1
g11729.t1_1	g11564.t1_1
g11730.t1_1	g5890.t1_1
g11731.t1_1	g17477.t1_1
g11734.t1_1	g5048.t1_1
g11735.t1_1	g5889.t1_1
g11736.t2_1	g4697.t1_1
g11737.t1_1	g4852.t1_1
g11738.t1_1	g12265.t1_1
g11739.t1_1	g12372.t1_1
g11740.t1_1	g12394.t1_1
g11741.t1_1	g12393.t1_1
g11742.t1_1	g12157.t1_1
g11743.t2_1	g9281.t2_1
g11744.t1_1	g10909.t1_1
g11745.t1_1	g6043.t1_1
g11746.t2_1	g636.t1_1
g11748.t1_1	g6030.t1_1
g11751.t3_1	g6036.t1_1
g11752.t1_1	g6308.t1_1
g11753.t1_1	g16778.t1_1
g11754.t1_1	g6648.t1_1
g11755.t1_1	g2298.t1_1
g11757.t1_1	g6649.t1_1
g11774.t1_1	g6661.t1_1
g11776.t1_1	g14840.t1_1
g11778.t1_1	g5888.t1_1
g11782.t1_1	g16522.t1_1
g11783.t1_1	g13726.t1_1
g11785.t1_1	g13727.t1_1
g11786.t1_1	g8042.t1_1
g11787.t1_1	g13724.t1_1
g11788.t1_1	g12500.t1_1
g11794.t1_1	g7113.t1_1
g11798.t1_1	g12666.t1_1
g11799.t1_1	g12459.t1_1
g11801.t1_1	g5373.t1_1
g11802.t1_1	g12356.t1_1
g11803.t1_1	g13197.t1_1
g11804.t1_1	g12355.t1_1
g11806.t1_1	g6867.t1_1
g11807.t2_1	g1370.t1_1
g11809.t1_1	g15448.t1_1
g11810.t1_1	g11181.t1_1
g11812.t1_1	g435.t1_1
g11813.t1_1	g707.t1_1
g11815.t1_1	g488.t1_1
g11817.t1_1	g3495.t2_1
g11818.t1_1	g10913.t1_1
g11826.t1_1	g1823.t1_1
g11827.t1_1	g2090.t1_1
g11828.t1_1	g2089.t1_1
g11829.t1_1	g16239.t1_1
g11833.t1_1	g16553.t1_1
g11834.t1_1	g884.t1_1
g11835.t1_1	g331.t1_1
g11836.t1_1	g886.t1_1
g11837.t1_1	g879.t1_1
g11838.t5_1	g880.t1_1
g11839.t1_1	g14546.t1_1
g11840.t2_1	g13847.t1_1
g11842.t1_1	g16752.t1_1
g11843.t1_1	g1858.t1_1
g11844.t1_1	g14505.t1_1
g11846.t1_1	g1382.t1_1
g11847.t1_1	g1383.t1_1
g11848.t1_1	g10611.t1_1
g11849.t1_1	g10975.t1_1
g11850.t1_1	g12024.t1_1
g11851.t1_1	g15041.t1_1
g11852.t1_1	g10586.t1_1
g11853.t1_1	g10585.t1_1
g11854.t1_1	g12817.t1_1
g11855.t1_1	g17354.t1_1
g11856.t1_1	g10584.t1_1
g11857.t1_1	g10978.t1_1
g11858.t1_1	g11338.t1_1
g11859.t1_1	g5697.t1_1
g11860.t1_1	g13170.t1_1
g11861.t1_1	g10979.t1_1
g11862.t2_1	g1056.t1_1
g11863.t1_1	g486.t1_1
g11864.t2_1	g10610.t1_1
g11867.t1_1	g7782.t1_1
g11868.t2_1	g338.t1_1
g11870.t1_1	g641.t1_1
g11872.t1_1	g642.t1_1
g11873.t2_1	g17071.t1_1
g11874.t1_1	g17599.t1_1
g11876.t1_1	g15732.t1_1
g11878.t1_1	g9918.t1_1
g11879.t1_1	g9917.t1_1
g11880.t2_1	g11218.t1_1
g11881.t2_1	g11219.t1_1
g11882.t1_1	g11112.t1_1
g11883.t1_1	g7547.t1_1
g11884.t1_1	g7546.t1_1
g11885.t1_1	g7544.t1_1
g11886.t2_1	g7861.t1_1
g11888.t1_1	g7851.t1_1
g11889.t1_1	g8081.t1_1
g11890.t1_1	g13299.t1_1
g11891.t1_1	g13310.t1_1
g11892.t1_1	g1432.t1_1
g11893.t1_1	g1434.t1_1
g11896.t2_1	g1435.t1_1
g11897.t4_1	g16702.t1_1
g11899.t1_1	g1436.t1_1
g11901.t1_1	g16701.t1_1
g11902.t1_1	g4417.t1_1
g11905.t1_1	g16180.t1_1
g11907.t1_1	g459.t1_1
g11908.t1_1	g460.t1_1
g11909.t1_1	g461.t1_1
g11915.t1_1	g469.t1_1
g11916.t1_1	g9172.t1_1
g11917.t1_1	g3667.t1_1
g11918.t1_1	g16321.t1_1
g11919.t2_1	g6348.t1_1
g11920.t1_1	g1763.t1_1
g11922.t1_1	g6325.t1_1
g11923.t2_1	g1794.t1_1
g11924.t1_1	g12269.t1_1
g11925.t1_1	g12270.t1_1
g11926.t4_1	g13297.t1_1
g11927.t1_1	g5397.t1_1
g11928.t1_1	g5396.t1_1
g11929.t1_1	g5552.t1_1
g11930.t2_1	g5873.t1_1
g11931.t1_1	g9526.t1_1
g11933.t1_1	g1437.t1_1
g11934.t3_1	g16925.t1_1
g11935.t1_1	g13834.t1_1
g11940.t1_1	g6627.t1_1
g11943.t1_1	g7835.t1_1
g11945.t1_1	g8985.t1_1
g11946.t1_1	g305.t1_1
g11947.t1_1	g211.t1_1
g11949.t1_1	g7687.t1_1
g11952.t1_1	g7689.t1_1
g11953.t1_1	g7045.t1_1
g11954.t1_1	g7049.t1_1
g11956.t2_1	g7994.t1_1
g11957.t1_1	g7052.t1_1
g11958.t1_1	g6248.t1_1
g11961.t1_1	g1751.t1_1
g11964.t1_1	g1753.t1_1
g11965.t1_1	g1189.t1_1
g11966.t1_1	g1190.t1_1
g11969.t1_1	g10046.t1_1
g11970.t1_1	g6745.t1_1
g11971.t1_1	g7671.t1_1
g11972.t1_1	g6420.t1_1
g11974.t3_1	g1859.t1_1
g11975.t1_1	g1862.t1_1
g11976.t1_1	g13226.t1_1
g11978.t2_1	g16240.t1_1
g11979.t1_1	g1819.t1_1
g11980.t1_1	g6534.t1_1
g11981.t2_1	g5501.t1_1
g11983.t1_1	g5500.t1_1
g11984.t1_1	g5895.t1_1
g11985.t1_1	g5213.t1_1
g11986.t1_1	g16393.t4_1
g11988.t1_1	g16449.t1_1
g11989.t1_1	g11659.t1_1
g11990.t1_1	g6423.t1_1
g11991.t1_1	g5511.t2_1
g11993.t1_1	g4694.t1_1
g11996.t1_1	g5892.t1_1
g11997.t1_1	g14773.t1_1
g11999.t1_1	g4693.t1_1
g12004.t1_1	g5509.t2_1
g12005.t1_1	g5214.t1_1
g12006.t1_1	g5215.t1_1
g12013.t1_1	g562.t1_1
g12015.t2_1	g563.t1_1
g12016.t1_1	g566.t1_1
g12028.t1_1	g8692.t1_1
g12029.t1_1	g602.t1_1
g12030.t2_1	g608.t1_1
g12032.t1_1	g99.t1_1
g12033.t1_1	g100.t2_1
g12036.t1_1	g406.t1_1
g12037.t1_1	g10577.t1_1
g12042.t1_1	g1359.t1_1
g12045.t1_1	g16753.t1_1
g12054.t1_1	g640.t1_1
g12056.t1_1	g1355.t1_1
g12058.t1_1	g639.t1_1
g12062.t2_1	g852.t1_1
g12063.t1_1	g16836.t1_1
g12064.t1_1	g878.t1_1
g12065.t1_1	g16835.t1_1
g12067.t1_1	g10162.t1_1
g12071.t1_1	g6524.t1_1
g12078.t2_1	g8299.t1_1
g12081.t1_1	g856.t1_1
g12082.t1_1	g4770.t1_1
g12084.t1_1	g10434.t1_1
g12089.t1_1	g1188.t1_1
g12091.t1_1	g560.t1_1
g12092.t1_1	g4084.t1_1
g12095.t1_1	g237.t1_1
g12096.t1_1	g235.t1_1
g12098.t2_1	g234.t2_1
g12099.t4_1	g233.t3_1
g12101.t1_1	g5466.t1_1
g12102.t1_1	g645.t1_1
g12105.t1_1	g650.t1_1
g12108.t1_1	g654.t1_1
g12113.t1_1	g1825.t1_1
g12114.t1_1	g1827.t2_1
g12117.t1_1	g1631.t1_1
g12119.t1_1	g12542.t1_1
g12124.t1_1	g106.t1_1
g12125.t2_1	g12274.t1_1
g12129.t1_1	g13421.t1_1
g12130.t1_1	g13458.t1_1
g12132.t2_1	g344.t1_1
g12133.t1_1	g17726.t1_1
g12134.t1_1	g473.t1_1
g12137.t1_1	g13448.t1_1
g12138.t1_1	g13150.t1_1
g12139.t1_1	g13229.t1_1
g12140.t1_1	g447.t1_1
g12141.t1_1	g13151.t1_1
g12143.t2_1	g11093.t1_1
g12144.t1_1	g11179.t1_1
g12146.t1_1	g6232.t1_1
g12147.t1_1	g10000.t1_1
g12148.t1_1	g6552.t1_1
g12149.t1_1	g16802.t1_1
g12150.t1_1	g5589.t1_1
g12151.t1_1	g5591.t1_1
g12152.t1_1	g7802.t1_1
g12153.t1_1	g7803.t1_1
g12155.t1_1	g5586.t1_1
g12156.t1_1	g15634.t1_1
g12160.t3_1	g17554.t1_1
g12161.t1_1	g5310.t1_1
g12164.t1_1	g6903.t1_1
g12165.t1_1	g6790.t1_1
g12166.t1_1	g6789.t1_1
g12167.t1_1	g6788.t1_1
g12169.t1_1	g487.t1_1
g12170.t1_1	g983.t1_1
g12171.t1_1	g981.t1_1
g12172.t2_1	g589.t1_1
g12173.t1_1	g851.t1_1
g12174.t1_1	g850.t1_1
g12176.t2_1	g853.t1_1
g12177.t2_1	g854.t1_1
g12178.t1_1	g855.t1_1
g12179.t1_1	g7536.t1_1
g12182.t1_1	g7539.t1_1
g12184.t1_1	g7540.t2_1
g12185.t1_1	g7541.t1_1
g12186.t1_1	g582.t1_1
g12187.t1_1	g578.t1_1
g12188.t1_1	g577.t1_1
g12189.t3_1	g575.t1_1
g12192.t1_1	g1680.t1_1
g12193.t1_1	g1622.t1_1
g12194.t1_1	g1597.t1_1
g12196.t1_1	g14213.t1_1
g12199.t1_1	g15171.t1_1
g12202.t1_1	g11190.t1_1
g12203.t1_1	g15523.t1_1
g12204.t1_1	g14367.t1_1
g12205.t1_1	g10797.t1_1
g12206.t1_1	g15522.t1_1
g12209.t1_1	g12113.t1_1
g12210.t2_1	g6929.t1_1
g12211.t2_1	g12103.t1_1
g12212.t1_1	g12104.t1_1
g12213.t1_1	g12105.t1_1
g12214.t1_1	g14323.t1_1
g12215.t1_1	g4160.t1_1
g12217.t1_1	g16185.t1_1
g12219.t1_1	g6429.t1_1
g12220.t1_1	g1374.t1_1
g12222.t1_1	g16186.t1_1
g12223.t1_1	g6251.t1_1
g12224.t1_1	g6388.t1_1
g12225.t1_1	g6387.t1_1
g12226.t1_1	g16834.t1_1
g12228.t1_1	g16818.t1_1
g12231.t2_1	g1634.t1_1
g12233.t1_1	g6646.t1_1
g12234.t1_1	g11057.t1_1
g12235.t2_1	g11056.t1_1
g12237.t1_1	g7542.t1_1
g12239.t1_1	g7895.t1_1
g12240.t1_1	g3039.t1_1
g12241.t1_1	g6728.t1_1
g12242.t1_1	g6993.t1_1
g12243.t1_1	g10780.t1_1
g12248.t1_1	g7009.t1_1
g12249.t1_1	g7014.t1_1
g12250.t1_1	g7015.t1_1
g12252.t1_1	g16751.t1_1
g12253.t1_1	g1216.t1_1
g12254.t1_1	g1186.t1_1
g12255.t1_1	g1187.t1_1
g12256.t1_1	g16179.t1_1
g12258.t1_1	g14244.t1_1
g12266.t1_1	g1592.t1_1
g12267.t2_1	g638.t1_1
g12269.t1_1	g635.t1_1
g12270.t1_1	g634.t1_1
g12271.t1_1	g632.t1_1
g12273.t1_1	g5770.t1_1
g12277.t1_1	g12662.t1_1
g12278.t2_1	g12543.t2_1
g12279.t1_1	g12545.t1_1
g12280.t1_1	g7520.t1_1
