g6.t1_1	g12309.t1_1
g10904.t1_1	g9987.t2_1
g10905.t1_1	g9990.t1_1
g10906.t1_1	g10793.t1_1
g10907.t1_1	g10505.t1_1
g10908.t1_1	g8572.t1_1
g10909.t1_1	g11153.t3_1
g10910.t1_1	g10670.t1_1
g10911.t1_1	g11269.t1_1
g10912.t1_1	g2899.t1_1
g10913.t2_1	g12373.t1_1
g10914.t1_1	g11141.t1_1
g10915.t1_1	g11137.t1_1
g10916.t2_1	g10173.t1_1
g10917.t1_1	g10172.t1_1
g10918.t1_1	g10177.t1_1
g10919.t1_1	g10179.t1_1
g10920.t1_1	g10180.t1_1
g10921.t1_1	g9915.t1_1
g10922.t2_1	g10032.t1_1
g10923.t1_1	g6835.t1_1
g10924.t1_1	g6554.t1_1
g10926.t2_1	g4176.t1_1
g10927.t1_1	g1603.t1_1
g10928.t1_1	g8365.t1_1
g10929.t3_1	g8375.t1_1
g10931.t2_1	g8975.t1_1
g10933.t1_1	g7790.t1_1
g10939.t1_1	g3269.t1_1
g11129.t1_1	g14661.t1_1
g11130.t1_1	g14660.t1_1
g11131.t1_1	g14663.t1_1
g11132.t1_1	g14659.t1_1
g11133.t1_1	g14657.t1_1
g11134.t1_1	g14656.t1_1
g11135.t1_1	g14655.t1_1
g11137.t1_1	g1715.t1_1
g11138.t1_1	g8467.t1_1
g11140.t1_1	g2731.t1_1
g11141.t2_1	g6997.t1_1
g11144.t1_1	g6572.t1_1
g11145.t2_1	g6573.t1_1
g11146.t1_1	g6947.t1_1
g11148.t1_1	g14004.t1_1
g11155.t1_1	g13999.t1_1
g11158.t1_1	g13990.t1_1
g11159.t1_1	g14731.t1_1
g11160.t1_1	g14859.t1_1
g11161.t1_1	g14762.t1_1
g11162.t1_1	g14763.t1_1
g11163.t1_1	g4769.t1_1
g11165.t1_1	g1511.t1_1
g11166.t1_1	g1874.t1_1
g11167.t1_1	g2234.t1_1
g11168.t1_1	g6413.t1_1
g11169.t1_1	g367.t1_1
g11170.t1_1	g2653.t1_1
g11173.t1_1	g1535.t1_1
g11174.t5_1	g1355.t1_1
g11176.t1_1	g7920.t1_1
g11177.t1_1	g2580.t1_1
g11178.t1_1	g2383.t1_1
g11180.t1_1	g2379.t2_1
g11183.t1_1	g2380.t1_1
g11184.t1_1	g2369.t1_1
g11185.t1_1	g2376.t1_1
g11186.t1_1	g1965.t1_1
g11187.t1_1	g7357.t1_1
g11189.t2_1	g2403.t1_1
g11191.t1_1	g9205.t1_1
g11192.t1_1	g8106.t1_1
g11193.t1_1	g8105.t1_1
g11194.t2_1	g8104.t1_1
g11200.t1_1	g13911.t1_1
g11201.t1_1	g8366.t1_1
g11202.t1_1	g14054.t1_1
g11204.t2_1	g14055.t1_1
g11205.t1_1	g14544.t1_1
g11206.t1_1	g11021.t1_1
g11208.t1_1	g14468.t1_1
g11209.t1_1	g7108.t1_1
g11211.t1_1	g14463.t1_1
g11212.t1_1	g14460.t1_1
g11214.t1_1	g18345.t1_1
g11215.t1_1	g14462.t1_1
g11216.t1_1	g15350.t1_1
g11217.t1_1	g14461.t1_1
g11218.t1_1	g14465.t1_1
g11219.t1_1	g14466.t1_1
g11220.t1_1	g13989.t1_1
g11221.t1_1	g13833.t1_1
g11222.t4_1	g14760.t1_1
g11223.t1_1	g16009.t1_1
g11225.t1_1	g16007.t1_1
g11226.t1_1	g8636.t1_1
g11227.t1_1	g572.t1_1
g11229.t1_1	g8436.t1_1
g11230.t1_1	g8433.t1_1
g11231.t1_1	g6990.t1_1
g11233.t1_1	g6989.t1_1
g11234.t1_1	g7098.t1_1
g11235.t1_1	g6992.t1_1
g11236.t1_1	g7755.t1_1
g11237.t1_1	g7763.t1_1
g11238.t1_1	g8450.t1_1
g11239.t1_1	g8451.t1_1
g11240.t1_1	g13699.t1_1
g11242.t1_1	g4651.t1_1
g11244.t1_1	g8946.t1_1
g11248.t1_1	g15640.t1_1
g11249.t1_1	g12267.t1_1
g11250.t1_1	g3642.t1_1
g11251.t1_1	g5309.t1_1
g11252.t1_1	g16006.t1_1
g11259.t1_1	g15777.t1_1
g11261.t1_1	g10810.t2_1
g11262.t1_1	g14043.t1_1
g11264.t2_1	g14581.t1_1
g11266.t1_1	g13592.t1_1
g11268.t1_1	g14418.t1_1
g11276.t1_1	g14364.t1_1
g11277.t1_1	g14365.t1_1
g11279.t1_1	g13783.t1_1
g11280.t1_1	g13784.t1_1
g11281.t1_1	g14546.t1_1
g11282.t5_1	g14101.t1_1
g11283.t1_1	g14443.t1_1
g11285.t1_1	g14100.t1_1
g11287.t1_1	g7167.t2_1
g11289.t1_1	g14098.t1_1
g11290.t1_1	g14097.t1_1
g11291.t1_1	g14096.t1_1
g11293.t1_1	g14095.t1_1
g11294.t1_1	g14094.t1_1
g11295.t1_1	g7178.t1_1
g11297.t1_1	g14091.t1_1
g11299.t1_1	g14950.t1_1
g11301.t1_1	g2083.t1_1
g11302.t1_1	g2084.t1_1
g11303.t1_1	g2085.t1_1
g11304.t1_1	g6558.t1_1
g11305.t1_1	g2086.t1_1
g11307.t1_1	g2087.t1_1
g11308.t1_1	g2091.t1_1
g11309.t2_1	g2092.t1_1
g11310.t1_1	g2094.t2_1
g11311.t1_1	g1717.t1_1
g11312.t1_1	g2096.t1_1
g11313.t1_1	g16334.t1_1
g11314.t1_1	g12468.t1_1
g11315.t1_1	g14005.t1_1
g11316.t1_1	g15832.t1_1
g11317.t1_1	g12258.t1_1
g11318.t1_1	g12799.t1_1
g11320.t1_1	g12800.t1_1
g11321.t1_1	g12798.t1_1
g11322.t1_1	g12372.t1_1
g11323.t1_1	g16196.t1_1
g11325.t1_1	g13908.t1_1
g11326.t1_1	g13904.t1_1
g11328.t3_1	g13903.t1_1
g11333.t2_1	g13902.t1_1
g11334.t1_1	g13898.t1_1
g11336.t1_1	g13900.t1_1
g11337.t1_1	g14445.t1_1
g11338.t1_1	g15643.t1_1
g11339.t1_1	g10545.t1_1
g11340.t1_1	g16227.t1_1
g11341.t1_1	g15732.t1_1
g11342.t1_1	g15733.t2_1
g11344.t1_1	g17640.t1_1
g11345.t1_1	g17760.t1_1
g11346.t1_1	g11927.t1_1
g11347.t1_1	g8505.t1_1
g11348.t1_1	g8504.t1_1
g11349.t1_1	g9991.t1_1
g11350.t1_1	g8096.t1_1
g11351.t2_1	g8095.t1_1
g11352.t1_1	g8094.t1_1
g11353.t1_1	g9018.t1_1
g11354.t2_1	g8899.t2_1
g11355.t1_1	g8900.t1_1
g11356.t1_1	g8901.t1_1
g11358.t1_1	g8904.t1_1
g11359.t1_1	g8905.t1_1
g11360.t1_1	g9506.t1_1
g11361.t1_1	g8398.t1_1
g11362.t1_1	g8403.t1_1
g11364.t2_1	g8006.t1_1
g11365.t1_1	g1533.t1_1
g11366.t1_1	g8640.t1_1
g11370.t1_1	g7674.t1_1
g11372.t1_1	g10465.t1_1
g11374.t2_1	g8863.t1_1
g11375.t1_1	g7990.t1_1
g11377.t1_1	g3568.t1_1
g11378.t1_1	g7991.t1_1
g11379.t1_1	g3827.t1_1
g11380.t1_1	g16929.t1_1
g11382.t1_1	g2733.t1_1
g11383.t1_1	g17179.t1_1
g11384.t1_1	g2333.t1_1
g11385.t1_1	g2335.t1_1
g11386.t1_1	g12360.t1_1
g11387.t1_1	g4174.t1_1
g11388.t1_1	g14102.t1_1
g11390.t1_1	g14103.t1_1
g11391.t1_1	g14444.t1_1
g11392.t1_1	g14446.t1_1
g11393.t1_1	g14846.t1_1
g11394.t1_1	g5419.t1_1
g11395.t1_1	g2332.t1_1
g11396.t1_1	g4944.t1_1
g11397.t1_1	g2361.t1_1
g11398.t2_1	g2360.t1_1
g11399.t1_1	g13355.t1_1
g11400.t1_1	g2577.t1_1
g11401.t1_1	g2576.t1_1
g11402.t1_1	g2575.t1_1
g11403.t1_1	g2567.t1_1
g11404.t1_1	g2079.t1_1
g11407.t1_1	g1894.t1_1
g11412.t2_1	g2080.t1_1
g11413.t1_1	g1318.t1_1
g11414.t1_1	g12298.t1_1
g11415.t1_1	g2447.t1_1
g11420.t1_1	g2454.t1_1
g11421.t2_1	g2442.t1_1
g11424.t1_1	g2441.t1_1
g11426.t1_1	g2652.t1_1
g11427.t1_1	g2646.t1_1
g11429.t1_1	g2648.t1_1
g11430.t1_1	g12039.t1_1
g11432.t1_1	g568.t1_1
g11433.t1_1	g5212.t1_1
g11434.t1_1	g1401.t1_1
g11435.t1_1	g1320.t1_1
g11437.t1_1	g3255.t1_1
g11440.t1_1	g355.t1_1
g11441.t2_1	g4526.t1_1
g11446.t1_1	g1680.t1_1
g11447.t1_1	g1679.t1_1
g11448.t2_1	g2063.t1_1
g11449.t1_1	g1895.t1_1
g11450.t1_1	g16631.t1_1
g11451.t1_1	g1784.t1_1
g11452.t1_1	g2444.t1_1
g11453.t1_1	g10509.t1_1
g11456.t1_1	g12229.t2_1
g11458.t1_1	g9126.t1_1
g11461.t1_1	g1114.t1_1
g11464.t1_1	g16055.t1_1
g11469.t2_1	g5451.t1_1
g11476.t1_1	g4351.t1_1
g11478.t1_1	g4135.t1_1
g11483.t1_1	g3858.t1_1
g11488.t1_1	g15938.t1_1
g11489.t1_1	g16465.t1_1
g11494.t1_1	g12632.t1_1
g11498.t1_1	g11181.t1_1
g11499.t1_1	g8452.t1_1
g11502.t1_1	g11783.t1_1
g11515.t1_1	g15610.t1_1
g11517.t5_1	g15609.t1_1
g11525.t1_1	g6773.t1_1
g11526.t1_1	g15418.t1_1
g11527.t1_1	g8715.t1_1
g11529.t2_1	g7154.t1_1
g11530.t1_1	g8437.t1_1
g11533.t1_1	g15840.t1_1
g11535.t1_1	g15843.t1_1
g11536.t1_1	g12539.t1_1
g11545.t1_1	g15628.t1_1
g11547.t1_1	g6221.t1_1
g11549.t1_1	g15634.t1_1
g11551.t1_1	g13771.t1_1
g11553.t1_1	g7729.t1_1
g11554.t1_1	g7944.t1_1
g11559.t1_1	g1878.t1_1
g11563.t1_1	g16372.t1_1
g11564.t1_1	g15256.t1_1
g11568.t1_1	g15546.t1_1
g11569.t2_1	g16352.t1_1
g11570.t1_1	g15695.t1_1
g11571.t1_1	g15696.t1_1
g11573.t1_1	g4934.t1_1
g11575.t1_1	g3834.t1_1
g11576.t3_1	g4308.t1_1
g11578.t1_1	g4307.t1_1
g11581.t1_1	g4486.t1_1
g11582.t2_1	g4485.t1_1
g11583.t1_1	g1346.t1_1
g11586.t1_1	g2075.t1_1
g11587.t1_1	g14584.t1_1
g11588.t1_1	g1725.t1_1
g11590.t1_1	g8265.t1_1
g11592.t1_1	g8586.t1_1
g11593.t1_1	g8229.t1_1
g11594.t1_1	g2605.t1_1
g11595.t1_1	g5448.t1_1
g11597.t1_1	g15712.t1_1
g11598.t1_1	g18739.t1_1
g11599.t1_1	g8831.t1_1
g11600.t1_1	g8832.t1_1
g11602.t2_1	g8833.t1_1
g11603.t1_1	g8835.t1_1
g11605.t1_1	g9119.t1_1
g11606.t4_1	g8889.t2_1
g11607.t1_1	g4568.t1_1
g11608.t1_1	g13027.t1_1
g11613.t1_1	g8890.t1_1
g11614.t1_1	g8891.t1_1
g11617.t1_1	g8893.t1_1
g11621.t1_1	g8562.t2_1
g11622.t1_1	g8219.t1_1
g11623.t1_1	g14246.t1_1
g11624.t1_1	g14155.t1_1
g11625.t1_1	g13332.t1_1
g11626.t1_1	g13333.t1_1
g11627.t1_1	g14244.t1_1
g11630.t1_1	g13739.t1_1
g11632.t1_1	g13738.t1_1
g11633.t1_1	g14247.t1_1
g11635.t1_1	g14451.t1_1
g11636.t1_1	g6388.t1_1
g11637.t1_1	g14007.t1_1
g11638.t1_1	g14164.t1_1
g11639.t2_1	g14163.t1_1
g11641.t1_1	g13946.t1_1
g11643.t1_1	g14926.t1_1
g11645.t1_1	g14929.t1_1
g11646.t1_1	g14575.t1_1
g11647.t1_1	g14582.t1_1
g11649.t1_1	g14583.t2_1
g11650.t1_1	g14408.t1_1
g11652.t1_1	g10595.t1_1
g11653.t1_1	g6799.t1_1
g11655.t1_1	g12775.t1_1
g11656.t1_1	g6684.t1_1
g11657.t2_1	g15813.t1_1
g11659.t1_1	g7105.t1_1
g11660.t1_1	g8100.t1_1
g11661.t1_1	g410.t1_1
g11662.t1_1	g12879.t1_1
g11663.t1_1	g10747.t1_1
g11664.t1_1	g15710.t1_1
g11665.t1_1	g16381.t2_1
g11666.t1_1	g7770.t1_1
g11667.t1_1	g15295.t1_1
g11669.t1_1	g15287.t1_1
g11670.t1_1	g5332.t1_1
g11671.t1_1	g12767.t1_1
g11672.t1_1	g12766.t1_1
g11673.t1_1	g15171.t1_1
g11674.t1_1	g12092.t1_1
g11676.t1_1	g12091.t1_1
g11677.t1_1	g12992.t1_1
g11678.t1_1	g12990.t1_1
g11679.t1_1	g4081.t1_1
g11680.t1_1	g16194.t1_1
g11681.t1_1	g8629.t1_1
g11682.t1_1	g1479.t1_1
g11685.t1_1	g8127.t1_1
g11686.t1_1	g12977.t2_1
g11688.t1_1	g17594.t1_1
g11689.t1_1	g8868.t1_1
g11690.t1_1	g8613.t1_1
g11691.t1_1	g8614.t1_1
g11693.t1_1	g8615.t1_1
g11694.t1_1	g7894.t1_1
g11695.t1_1	g8871.t1_1
g11697.t1_1	g9167.t1_1
g11698.t1_1	g9231.t1_1
g11699.t1_1	g8109.t1_1
g11700.t1_1	g8110.t1_1
g11702.t2_1	g9166.t1_1
g11703.t1_1	g8675.t1_1
g11705.t1_1	g5208.t1_1
g11707.t1_1	g15306.t1_1
g11711.t2_1	g18671.t1_1
g11712.t1_1	g8898.t1_1
g11713.t2_1	g12999.t1_1
g11714.t1_1	g16380.t1_1
g11715.t2_1	g12968.t1_1
g11716.t1_1	g12995.t1_1
g11717.t1_1	g16680.t1_1
g11718.t2_1	g8839.t1_1
g11720.t2_1	g8844.t1_1
g11722.t1_1	g16296.t1_1
g11723.t1_1	g16295.t1_1
g11724.t4_1	g15709.t1_1
g11726.t1_1	g5562.t1_1
g11727.t1_1	g14384.t1_1
g11728.t1_1	g5303.t1_1
g11729.t1_1	g5302.t1_1
g11730.t1_1	g6399.t1_1
g11731.t1_1	g12637.t1_1
g11734.t1_1	g6397.t1_1
g11735.t1_1	g6398.t1_1
g11736.t2_1	g5599.t1_1
g11737.t1_1	g5842.t1_1
g11738.t1_1	g14471.t1_1
g11739.t1_1	g14434.t1_1
g11741.t1_1	g14220.t1_1
g11742.t1_1	g14888.t1_1
g11743.t2_1	g16723.t1_1
g11744.t1_1	g5274.t1_1
g11745.t1_1	g5455.t1_1
g11746.t2_1	g5178.t1_1
g11748.t1_1	g6486.t1_1
g11751.t3_1	g6418.t1_1
g11752.t1_1	g8320.t1_1
g11753.t1_1	g14607.t1_1
g11754.t1_1	g8916.t1_1
g11755.t1_1	g5185.t1_1
g11757.t1_1	g8914.t1_1
g11760.t1_1	g18050.t1_1
g11769.t1_1	g8064.t2_1
g11774.t1_1	g8911.t1_1
g11776.t1_1	g10877.t1_1
g11778.t1_1	g6949.t1_1
g11780.t1_1	g6098.t1_1
g11782.t1_1	g11778.t1_1
g11783.t1_1	g13759.t1_1
g11785.t1_1	g14554.t1_1
g11786.t1_1	g14090.t1_1
g11788.t1_1	g13683.t1_1
g11794.t1_1	g8656.t1_1
g11797.t1_1	g18207.t1_1
g11798.t1_1	g14385.t1_1
g11799.t1_1	g14912.t1_1
g11801.t1_1	g2326.t1_1
g11802.t1_1	g14913.t1_1
g11803.t1_1	g14911.t2_1
g11806.t1_1	g9239.t2_1
g11807.t2_1	g12331.t1_1
g11809.t1_1	g5895.t1_1
g11810.t1_1	g4653.t1_1
g11811.t1_1	g15586.t1_1
g11812.t1_1	g16368.t1_1
g11813.t1_1	g12795.t1_1
g11815.t1_1	g12994.t1_1
g11817.t1_1	g2124.t2_1
g11818.t1_1	g4994.t1_1
g11824.t1_1	g11702.t1_1
g11826.t1_1	g12887.t1_1
g11827.t1_1	g14010.t1_1
g11828.t1_1	g14076.t1_1
g11829.t1_1	g15452.t1_1
g11833.t1_1	g15751.t1_1
g11834.t1_1	g10938.t1_1
g11835.t1_1	g16213.t1_1
g11836.t1_1	g15846.t1_1
g11837.t1_1	g12873.t1_1
g11838.t5_1	g12872.t2_1
g11839.t1_1	g7847.t1_1
g11840.t2_1	g10398.t1_1
g11842.t1_1	g15778.t1_1
g11843.t1_1	g13052.t1_1
g11844.t1_1	g9850.t1_1
g11846.t1_1	g12329.t1_1
g11847.t1_1	g12137.t1_1
g11848.t1_1	g3855.t1_1
g11851.t1_1	g10340.t1_1
g11853.t1_1	g4931.t1_1
g11854.t1_1	g3982.t1_1
g11855.t1_1	g18720.t1_1
g11856.t1_1	g4932.t1_1
g11857.t1_1	g2984.t1_1
g11858.t1_1	g2982.t1_1
g11859.t1_1	g16733.t1_1
g11860.t1_1	g4965.t1_1
g11861.t1_1	g5116.t1_1
g11862.t2_1	g15541.t1_1
g11863.t1_1	g12997.t1_1
g11864.t2_1	g5333.t1_1
g11867.t1_1	g9257.t1_1
g11868.t2_1	g12272.t1_1
g11870.t1_1	g15644.t1_1
g11872.t1_1	g15524.t1_1
g11873.t2_1	g18679.t1_1
g11874.t1_1	g12246.t1_1
g11878.t1_1	g1420.t1_1
g11879.t1_1	g4907.t1_1
g11880.t2_1	g4906.t1_1
g11881.t2_1	g4905.t2_1
g11882.t1_1	g4395.t2_1
g11883.t1_1	g8272.t1_1
g11884.t1_1	g8271.t1_1
g11885.t1_1	g8269.t1_1
g11886.t2_1	g8866.t1_1
g11887.t1_1	g5511.t1_1
g11888.t1_1	g13835.t1_1
g11889.t1_1	g8545.t1_1
g11890.t1_1	g14301.t1_1
g11891.t1_1	g14470.t1_1
g11892.t1_1	g16027.t1_1
g11896.t2_1	g16026.t1_1
g11897.t4_1	g16137.t1_1
g11898.t2_1	g4445.t1_1
g11899.t1_1	g16063.t1_1
g11901.t1_1	g16136.t1_1
g11902.t1_1	g6859.t1_1
g11905.t1_1	g16141.t1_1
g11906.t2_1	g16331.t1_1
g11908.t1_1	g12655.t1_1
g11916.t1_1	g17422.t1_1
g11918.t1_1	g12596.t1_1
g11919.t2_1	g8444.t1_1
g11922.t1_1	g8431.t1_1
g11923.t2_1	g12924.t1_1
g11924.t1_1	g14302.t1_1
g11925.t1_1	g14303.t1_1
g11926.t4_1	g13889.t1_1
g11927.t1_1	g6448.t1_1
g11928.t1_1	g6622.t1_1
g11929.t1_1	g6621.t1_1
g11930.t2_1	g6735.t1_1
g11931.t1_1	g16994.t1_1
g11933.t1_1	g6801.t1_1
g11934.t3_1	g12195.t1_1
g11935.t1_1	g11516.t1_1
g11938.t1_1	g8667.t2_1
g11942.t1_1	g9104.t1_1
g11943.t1_1	g8800.t1_1
g11945.t1_1	g17100.t1_1
g11946.t1_1	g15319.t1_1
g11947.t1_1	g12866.t1_1
g11949.t1_1	g8329.t1_1
g11952.t1_1	g8331.t1_1
g11953.t1_1	g9217.t1_1
g11954.t1_1	g8260.t1_1
g11956.t2_1	g4412.t1_1
g11957.t1_1	g8255.t2_1
g11958.t1_1	g7993.t1_1
g11961.t1_1	g17560.t1_1
g11962.t1_1	g11599.t1_1
g11964.t1_1	g17558.t1_1
g11965.t1_1	g15296.t1_1
g11966.t1_1	g16087.t1_1
g11968.t1_1	g15311.t1_1
g11969.t1_1	g4224.t1_1
g11970.t1_1	g8396.t1_1
g11971.t1_1	g9160.t1_1
g11972.t1_1	g9140.t1_1
g11974.t3_1	g450.t1_1
g11975.t1_1	g13046.t1_1
g11976.t1_1	g12395.t1_1
g11977.t7_1	g12524.t2_1
g11978.t2_1	g12526.t1_1
g11979.t1_1	g12002.t1_1
g11980.t1_1	g8943.t1_1
g11981.t2_1	g7211.t1_1
g11982.t1_1	g7212.t1_1
g11983.t1_1	g7210.t1_1
g11984.t1_1	g5458.t1_1
g11985.t1_1	g6808.t1_1
g11986.t1_1	g12517.t3_1
g11987.t1_1	g2389.t1_1
g11988.t1_1	g12199.t1_1
g11989.t1_1	g5354.t1_1
g11990.t1_1	g8407.t1_1
g11991.t1_1	g6273.t1_1
g11993.t1_1	g5417.t1_1
g11996.t1_1	g6401.t1_1
g11997.t1_1	g14881.t1_1
g11999.t1_1	g7143.t1_1
g12004.t1_1	g6271.t1_1
g12005.t1_1	g6809.t1_1
g12006.t1_1	g6810.t1_1
g12013.t1_1	g12973.t1_1
g12015.t2_1	g12974.t1_1
g12016.t1_1	g12975.t1_1
g12019.t2_1	g12355.t1_1
g12024.t2_1	g18120.t1_1
g12028.t1_1	g6444.t1_1
g12029.t1_1	g12352.t1_1
g12032.t1_1	g12315.t1_1
g12033.t1_1	g12316.t1_1
g12035.t1_1	g11667.t1_1
g12036.t1_1	g12389.t1_1
g12038.t1_1	g12344.t1_1
g12053.t1_1	g3375.t1_1
g12056.t1_1	g16849.t1_1
g12058.t1_1	g12396.t1_1
g12059.t1_1	g12343.t1_1
g12060.t1_1	g9830.t1_1
g12061.t2_1	g15779.t1_1
g12062.t2_1	g15646.t1_1
g12063.t1_1	g5199.t1_1
g12065.t1_1	g12513.t1_1
g12067.t1_1	g4482.t1_1
g12071.t1_1	g8947.t1_1
g12078.t2_1	g8611.t1_1
g12079.t1_1	g7213.t1_1
g12081.t1_1	g12960.t1_1
g12082.t1_1	g7085.t1_1
g12084.t1_1	g3582.t1_1
g12089.t1_1	g16062.t1_1
g12091.t1_1	g12972.t1_1
g12094.t1_1	g16030.t1_1
g12095.t1_1	g12189.t1_1
g12096.t1_1	g12191.t1_1
g12098.t2_1	g12346.t1_1
g12099.t4_1	g12133.t1_1
g12101.t1_1	g1538.t1_1
g12102.t1_1	g12454.t1_1
g12105.t1_1	g12457.t1_1
g12108.t1_1	g12462.t1_1
g12113.t1_1	g13926.t1_1
g12116.t1_1	g526.t1_1
g12117.t1_1	g16035.t1_1
g12119.t1_1	g7677.t1_1
g12124.t1_1	g12422.t1_1
g12125.t2_1	g13630.t1_1
g12130.t1_1	g14248.t1_1
g12132.t2_1	g12188.t1_1
g12133.t1_1	g18905.t1_1
g12134.t1_1	g12789.t1_1
g12136.t1_1	g8402.t1_1
g12137.t1_1	g14612.t1_1
g12138.t1_1	g14732.t1_1
g12139.t1_1	g13915.t1_1
g12141.t1_1	g14381.t1_1
g12143.t2_1	g4010.t1_1
g12144.t1_1	g4652.t1_1
g12146.t1_1	g9196.t1_1
g12147.t1_1	g9222.t1_1
g12148.t1_1	g7658.t1_1
g12149.t1_1	g12041.t1_1
g12150.t1_1	g6103.t1_1
g12151.t1_1	g6262.t1_1
g12152.t1_1	g7967.t1_1
g12153.t1_1	g7968.t1_1
g12155.t1_1	g6111.t1_1
g12156.t1_1	g5117.t1_1
g12160.t3_1	g18444.t1_1
g12161.t1_1	g1325.t1_1
g12164.t1_1	g9075.t1_1
g12165.t1_1	g9062.t1_1
g12166.t1_1	g9063.t1_1
g12167.t1_1	g9064.t1_1
g12169.t1_1	g12993.t1_1
g12170.t1_1	g12271.t1_1
g12171.t1_1	g12274.t1_1
g12172.t2_1	g13757.t1_1
g12173.t1_1	g12970.t1_1
g12174.t1_1	g12971.t1_1
g12176.t2_1	g12963.t1_1
g12177.t2_1	g12962.t1_1
g12178.t1_1	g12961.t1_1
g12179.t1_1	g8845.t1_1
g12182.t1_1	g9108.t1_1
g12184.t1_1	g9218.t1_1
g12185.t1_1	g8263.t1_1
g12186.t1_1	g2660.t1_1
g12188.t1_1	g3850.t1_1
g12191.t4_1	g16123.t1_1
g12192.t1_1	g16126.t1_1
g12193.t1_1	g12126.t1_1
g12196.t1_1	g10236.t1_1
g12199.t1_1	g11066.t1_1
g12202.t1_1	g5405.t1_1
g12203.t1_1	g10162.t1_1
g12204.t1_1	g10161.t1_1
g12205.t1_1	g4767.t1_1
g12206.t1_1	g10163.t1_1
g12209.t1_1	g14031.t1_1
g12210.t2_1	g14036.t1_1
g12211.t2_1	g14044.t1_1
g12212.t1_1	g14038.t1_1
g12213.t1_1	g14037.t1_1
g12214.t1_1	g11156.t1_1
g12215.t1_1	g1883.t1_1
g12217.t1_1	g15650.t1_1
g12219.t1_1	g8399.t1_1
g12220.t1_1	g12324.t1_1
g12222.t1_1	g15649.t1_1
g12223.t1_1	g9294.t1_1
g12224.t1_1	g9230.t1_1
g12226.t1_1	g16634.t1_1
g12233.t1_1	g9220.t1_1
g12234.t1_1	g4417.t1_1
g12235.t2_1	g4398.t1_1
g12237.t1_1	g8268.t1_1
g12239.t1_1	g8925.t1_1
g12240.t1_1	g10743.t1_1
g12241.t1_1	g9057.t1_1
g12242.t1_1	g7945.t1_1
g12243.t1_1	g4071.t1_1
g12246.t1_1	g18231.t2_1
g12248.t1_1	g7953.t1_1
g12249.t1_1	g9187.t1_1
g12250.t1_1	g7955.t1_1
g12252.t1_1	g15780.t2_1
g12253.t1_1	g16218.t1_1
g12254.t1_1	g13011.t1_1
g12255.t1_1	g12640.t1_1
g12256.t1_1	g16144.t1_1
g12264.t1_1	g5692.t1_1
g12266.t1_1	g13048.t1_1
g12267.t2_1	g16442.t1_1
g12269.t1_1	g16440.t1_1
g12270.t1_1	g15749.t1_1
g12271.t1_1	g15747.t1_1
g12273.t1_1	g7111.t1_1
g12277.t1_1	g13711.t1_1
g12278.t2_1	g13709.t1_1
g12279.t1_1	g14635.t1_1
g12280.t1_1	g8008.t1_1
g12281.t3_1	g8007.t1_1
g12282.t1_1	g761.t1_1
g12283.t2_1	g1052.t1_1
g12284.t1_1	g1286.t1_1
g12285.t1_1	g1505.t1_1
g12290.t1_1	g1595.t1_1
g12291.t1_1	g6797.t1_1
g12292.t1_1	g6473.t1_1
g12293.t1_1	g7183.t1_1
g12294.t1_1	g6680.t1_1
g12295.t1_1	g6687.t1_1
g12297.t2_1	g6686.t1_1
g12298.t1_1	g5922.t1_1
g12299.t1_1	g7070.t1_1
g12300.t1_1	g14305.t1_1
g12301.t1_1	g7180.t1_1
g12302.t1_1	g14345.t1_1
g12303.t1_1	g6348.t1_1
g12304.t1_1	g6502.t1_1
g12310.t1_1	g10470.t1_1
g12312.t1_1	g8944.t1_1
g12315.t1_1	g12015.t1_1
g12318.t1_1	g12018.t1_1
g12321.t1_1	g16329.t1_1
g12322.t1_1	g16273.t1_1
g12323.t1_1	g12826.t1_1
g12324.t2_1	g16987.t1_1
g12325.t1_1	g16271.t1_1
g12326.t1_1	g16876.t1_1
g12327.t1_1	g16356.t1_1
g12328.t1_1	g12107.t2_1
g12332.t1_1	g12110.t1_1
g12335.t1_1	g14398.t1_1
g12336.t1_1	g14866.t1_1
g12337.t1_1	g4951.t1_1
g12338.t1_1	g2574.t1_1
g12339.t1_1	g16226.t1_1
g12340.t1_1	g15737.t1_1
g12342.t1_1	g12593.t1_1
g12343.t1_1	g6320.t1_1
g12344.t1_1	g5383.t1_1
g12345.t2_1	g8405.t1_1
g12349.t1_1	g12470.t1_1
g12353.t1_1	g12377.t1_1
g12354.t1_1	g16261.t1_1
g12355.t1_1	g16367.t1_1
g12356.t1_1	g16338.t1_1
g12357.t1_1	g8865.t1_1
g12358.t1_1	g16178.t1_1
g12359.t1_1	g15257.t1_1
g12360.t1_1	g1833.t1_1
g12361.t2_1	g4362.t1_1
g12362.t1_1	g6614.t1_1
g12363.t1_1	g435.t1_1
g12364.t1_1	g8704.t1_1
g12365.t1_1	g7675.t1_1
g12369.t1_1	g9157.t1_1
g12370.t1_1	g9253.t1_1
g12371.t1_1	g10966.t1_1
g12373.t1_1	g8821.t1_1
g12374.t1_1	g8820.t1_1
g12377.t1_1	g7663.t1_1
g12382.t1_1	g8727.t1_1
g12383.t1_1	g8728.t1_1
g12384.t1_1	g8815.t1_1
g12385.t1_1	g4090.t1_1
g12387.t1_1	g8836.t1_1
g12388.t1_1	g18405.t1_1
